,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.729238033294678,-5.633924007415772,-5.431941032409668,-10.268918991088867,-10.039134979248049,-12.309683799743652
1,-6.91153621673584,-6.95158052444458,-9.496170997619627,-9.320792198181152,-11.634596824645996,-10.571118354797363
2,-6.566593647003174,-9.473966598510742,-11.72183322906494,-9.456052780151367,-9.310925483703612,-11.40775203704834
4,-6.13640022277832,-8.805315017700195,-12.18925666809082,-11.320778846740724,-11.769904136657717,-10.179020881652832
3,-7.258606910705566,-8.812599182128906,-13.44972324371338,-11.108393669128418,-9.04018497467041,-8.99796199798584
5,-8.35814094543457,-13.05703067779541,-14.552644729614258,-10.842735290527344,-12.143921852111816,-10.23420524597168
7,-6.85808801651001,-7.850730895996094,-11.298295974731444,-12.211206436157228,-12.288272857666016,-13.080872535705566
6,-7.028295993804932,-6.369019508361816,-5.653356075286865,-11.958451271057127,-11.143247604370115,-11.781356811523438
8,-6.2767438888549805,-8.066651344299316,-12.849489212036133,-11.940603256225586,-13.188610076904297,-14.502348899841309
15,-7.478062629699707,-11.917763710021973,-10.592633247375488,-11.683664321899414,-11.061308860778809,-11.06354522705078
9,-7.297555923461914,-5.900130271911621,-10.917421340942385,-10.738038063049316,-12.60079288482666,-12.742850303649902
14,-6.158482551574707,-6.351306438446045,-10.667059898376465,-10.667059898376465,-10.667059898376465,-13.434893608093262
10,-6.825770378112793,-5.675156593322754,-8.09207534790039,-8.749006271362305,-8.270614624023438,-8.606412887573242
12,-7.394062995910644,-7.434101581573486,-11.063984870910645,-11.756200790405272,-10.483634948730469,-12.051237106323242
11,-6.476785182952881,-9.652121543884276,-10.85808563232422,-10.381836891174316,-10.869905471801758,-11.819764137268066
13,-7.338630199432373,-10.719037055969238,-12.88829231262207,-11.514411926269531,-11.490129470825195,-12.899632453918455
16,-7.344913005828857,-13.350740432739258,-12.26197338104248,-13.321319580078123,-12.701568603515623,-12.067749977111816
17,-7.399003982543945,-6.323815822601318,-5.8980021476745605,-10.85768699645996,-12.438983917236328,-11.805259704589844
18,-9.19154167175293,-8.867486000061035,-12.907976150512695,-12.123920440673828,-12.08651351928711,-13.099346160888672
19,-6.204020977020264,-11.90967845916748,-13.876827239990234,-13.287803649902344,-10.292271614074709,-12.45113754272461
