,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
1,-7.955001354217529,-6.2945966720581055,-8.666624069213867,-9.185181617736816,-11.100870132446287,-10.571118354797363
3,-8.524362564086914,-10.362212181091309,-12.019698143005373,-9.017618179321287,-8.96243667602539,-8.99796199798584
8,-7.310492992401123,-10.111732482910156,-13.551953315734863,-12.414999008178713,-13.01220989227295,-14.502348899841309
2,-7.614669799804687,-10.358634948730469,-12.19905948638916,-10.48719882965088,-9.732152938842772,-11.40775203704834
14,-7.047942638397217,-8.237115859985352,-12.630915641784668,-12.264108657836914,-12.697941780090332,-13.434893608093262
12,-7.821986675262451,-8.13376235961914,-11.763821601867676,-11.612680435180664,-10.457595825195312,-12.051237106323242
21,-9.166778564453123,-9.79470443725586,-9.899852752685549,-9.31934642791748,-12.848310470581056,-12.806585311889648
23,-8.437891006469727,-9.460177421569824,-8.947131156921387,-12.130149841308594,-12.14148998260498,-12.167768478393556
9,-7.744756698608398,-6.129454612731934,-11.042367935180664,-11.038777351379396,-12.144979476928713,-12.742850303649902
11,-7.257449626922607,-10.23478889465332,-10.18698787689209,-10.6461820602417,-10.805481910705566,-11.819764137268066
10,-7.897006988525391,-6.383976936340332,-7.79538631439209,-8.70718002319336,-8.421862602233887,-8.606412887573242
0,-7.47484827041626,-6.9348626136779785,-6.2514753341674805,-11.372958183288574,-9.81696319580078,-12.309683799743652
17,-8.251678466796875,-6.875896453857422,-5.974182605743408,-11.47431182861328,-12.16701316833496,-11.805259704589844
18,-9.71428394317627,-9.104543685913086,-12.502227783203123,-12.259023666381836,-12.8092041015625,-13.099346160888672
19,-7.356834411621094,-14.410157203674316,-14.074018478393556,-12.30644989013672,-11.2139310836792,-12.45113754272461
16,-8.712505340576172,-13.53446102142334,-12.023834228515623,-13.222748756408691,-14.01499843597412,-12.067749977111816
4,-7.058867931365967,-12.295372009277344,-12.469494819641112,-10.887506484985352,-10.94670581817627,-10.179020881652832
20,-8.207193374633789,-8.988760948181152,-12.151936531066896,-11.801042556762695,-12.635589599609377,-11.92686653137207
5,-9.337968826293944,-14.363548278808594,-14.17326831817627,-12.157544136047363,-10.62203884124756,-10.23420524597168
13,-8.97451114654541,-11.721257209777832,-13.15382957458496,-11.899248123168944,-11.814446449279783,-12.899632453918455
6,-8.253068923950195,-7.914566993713379,-8.383015632629395,-12.628217697143556,-11.258036613464355,-11.781356811523438
