,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-1.0325671434402466,-0.6822375059127808,-0.0525755025446414,-0.1065641492605209,-0.0821287855505943,-0.1341976374387741
1,-0.5933874845504761,-0.3102416396141052,-0.1627722531557083,-0.1246060281991958,-0.1778540015220642,-0.2949007153511047
2,-0.5324311852455139,-0.0364264771342277,-0.0267712976783514,-0.0157112143933773,-0.0230687465518713,-0.0324229821562767
3,-0.3398631513118744,-0.1348727792501449,-0.080897606909275,-0.0512182414531707,-0.0832575410604476,-0.0722592696547508
5,-0.4064699411392212,-0.2900222837924957,-0.1169977486133575,-0.0339509472250938,-0.0665551275014877,-0.0616198740899562
7,-0.6285831928253174,-0.0892427191138267,-0.0799376517534256,-0.0780400037765502,-0.0768413096666336,-0.0841704830527305
6,-0.2356497049331665,-0.0445096455514431,-0.0795629695057869,-0.1103193461894989,-0.1282451301813125,-0.3150828778743744
8,-0.8004867434501648,-0.5495150089263916,-0.0364582017064094,-0.0487398207187652,-0.0508028417825698,-0.19094979763031
9,-0.2961701154708862,-0.1480901390314102,-0.1585918068885803,-0.179539754986763,-0.1303403675556183,-0.1769773960113525
10,-0.3589695394039154,-0.1282100081443786,-0.0871676579117775,-0.070273533463478,-0.0364121086895465,-0.0498669631779193
11,-0.2091494351625442,-0.0279100127518177,-0.0251803565770387,-0.0549952536821365,-0.0635456666350364,-0.0929885655641555
13,-0.3525381684303283,-0.0926174372434616,-0.0294150188565254,-0.0264887679368257,-0.0456182137131691,-0.0840732753276825
12,-0.403177261352539,-0.1807275861501693,-0.1568460762500763,-0.1207935959100723,-0.1770687699317932,-0.2097164839506149
14,-0.6039299964904785,-0.1356970369815826,-0.103408046066761,-0.1465172916650772,-0.2574047744274139,-0.1602053195238113
23,-0.5468497276306152,-0.6252349615097046,-0.1288864612579345,-0.1362956315279007,-0.1703969091176986,-0.5161818265914917
16,-0.7474967241287231,-0.4155029952526092,-1.638824224472046,-3.3905153274536133,-0.5538910031318665,-0.1615310460329055
17,-0.3809302151203155,-0.1469996571540832,-0.0663931667804718,-0.0692593902349472,-0.0518864654004573,-0.0768290609121322
18,-0.478640079498291,-0.1573305130004882,-0.083435982465744,-0.0614422038197517,-0.0531396195292472,-0.0935220867395401
19,-0.3974718153476715,-0.158356487751007,-0.0799733102321624,-0.0584157183766365,-0.059469673782587,-0.0993220955133438
4,-0.3256633877754211,-0.1932691484689712,-0.0706995874643325,-0.0988507270812988,-0.0503062196075916,-0.0881754904985427
22,-0.5363404750823975,-0.1496680229902267,-0.0956216156482696,-0.0763777792453765,-0.1247834488749504,-0.2946349382400512
21,-0.4519195556640625,-0.0674915686249733,-0.1010118424892425,-0.0928579866886138,-0.0950070396065712,-0.1040044873952865
15,-0.3290592730045318,-0.1894026398658752,-0.0709874480962753,-0.0691320151090622,-0.0896153226494789,-0.0914234817028045
20,-0.2054484188556671,-0.0323146097362041,-0.0401672534644603,-0.042177964001894,-0.0401955395936965,-0.06426294147968292
