,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.65625,-7.21484375,-10.953125,-10.2890625,-11.1875,-12.03125
1,-6.47265625,-10.1796875,-9.8359375,-9.8125,-9.5703125,-10.90625
2,-6.82421875,-11.1875,-10.8984375,-10.3671875,-10.046875,-9.40625
3,-6.73046875,-7.734375,-10.9609375,-10.5703125,-9.6640625,-11.71875
4,-6.67578125,-8.375,-12.3671875,-10.7578125,-11.5859375,-11.578125
5,-6.5859375,-9.125,-9.984375,-9.96875,-9.46875,-11.3984375
6,-6.69921875,-5.70703125,-10.8984375,-10.2265625,-10.7109375,-10.890625
7,-7.22265625,-7.66015625,-10.8203125,-11.2890625,-9.7421875,-11.359375
8,-7.171875,-7.3359375,-7.87890625,-10.3984375,-10.2578125,-10.9765625
9,-6.1484375,-10.6875,-12.03125,-11.0859375,-10.265625,-12.25
10,-8.203125,-9.0546875,-6.98828125,-11.234375,-10.1640625,-11.7265625
11,-5.75,-6.40625,-11.5390625,-9.265625,-10.109375,-11.453125
12,-6.64453125,-8.125,-12.5625,-11.4921875,-11.5859375,-12.2421875
13,-7.0625,-11.25,-11.28125,-10.2734375,-10.6953125,-11.0625
14,-7.3828125,-9.75,-10.1875,-9.9453125,-10.3671875,-10.5390625
15,-7.12890625,-8.5,-10.9296875,-9.9140625,-10.796875,-9.9375
16,-6.17578125,-10.046875,-11.9609375,-11.1484375,-11.3046875,-12.140625
17,-8.078125,-7.77734375,-10.9375,-10.8515625,-10.296875,-10.9453125
18,-7.24609375,-10.375,-12.3125,-11.0,-11.109375,-12.1328125
19,-7.03125,-8.984375,-10.2265625,-9.6875,-8.6875,-10.703125
