,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-1.9365234375,-1.955078125,-3.34765625,-2.794921875,-2.919921875,-3.1171875
1,-3.4765625,-2.640625,-1.5009765625,-3.38671875,-2.939453125,-2.9375
2,-2.361328125,-4.31640625,-2.001953125,-2.02734375,-2.16796875,-3.125
3,-2.646484375,-2.3359375,-3.05859375,-3.703125,-3.1640625,-3.8359375
4,-3.587890625,-4.68359375,-2.078125,-3.076171875,-2.896484375,-3.435546875
5,-2.3125,-2.779296875,-3.71484375,-3.791015625,-4.17578125,-5.421875
6,-1.931640625,-1.908203125,-3.03125,-2.91015625,-2.525390625,-3.2265625
7,-2.220703125,-4.65234375,-3.796875,-4.19921875,-3.419921875,-4.06640625
8,-3.052734375,-3.998046875,-1.3525390625,-0.91650390625,-0.56103515625,-0.72802734375
9,-3.314453125,-3.748046875,-5.52734375,-3.806640625,-3.81640625,-4.87890625
10,-2.33984375,-2.0546875,-2.283203125,-1.654296875,-1.7236328125,-2.337890625
11,-2.8203125,-2.841796875,-3.4375,-3.21484375,-3.841796875,-3.400390625
12,-2.673828125,-4.51953125,-3.447265625,-3.744140625,-3.6640625,-3.375
13,-2.2265625,-4.19921875,-2.724609375,-3.123046875,-3.46484375,-3.5390625
14,-2.705078125,-3.103515625,-2.251953125,-2.38671875,-1.89453125,-2.447265625
15,-1.958984375,-4.16015625,-4.71484375,-4.0390625,-3.068359375,-3.404296875
16,-2.2734375,-1.873046875,-3.373046875,-3.296875,-4.14453125,-5.70703125
17,-3.01953125,-2.892578125,-2.572265625,-1.91015625,-2.173828125,-2.431640625
18,-3.26953125,-4.85546875,-2.978515625,-3.16796875,-3.537109375,-3.744140625
19,-1.876953125,-4.01171875,-4.421875,-4.83984375,-3.966796875,-4.1484375
