,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-2.5859375,-6.8984375,-6.33984375,-6.53125,-5.88671875,-6.47265625
1,-3.013671875,-7.046875,-6.07421875,-6.41015625,-5.98046875,-5.80078125
2,-2.876953125,-7.3125,-6.61328125,-5.890625,-5.8125,-6.0
3,-1.779296875,-2.94921875,-4.75,-6.7890625,-6.21484375,-6.4765625
4,-2.595703125,-5.99609375,-6.8828125,-7.33984375,-6.21875,-6.61328125
5,-2.185546875,-7.28125,-6.25,-5.8125,-6.45703125,-7.48828125
6,-2.83203125,-3.1640625,-6.29296875,-5.453125,-6.4140625,-6.54296875
7,-3.173828125,-4.015625,-5.83203125,-5.38671875,-5.4609375,-5.7578125
8,-2.83984375,-5.0390625,-6.51171875,-5.98046875,-5.86328125,-7.32421875
9,-1.98828125,-6.37109375,-6.06640625,-5.85546875,-5.734375,-6.41015625
10,-3.568359375,-4.65625,-3.408203125,-6.7578125,-5.796875,-6.30859375
11,-2.4921875,-6.33203125,-7.27734375,-6.125,-6.1328125,-6.578125
12,-4.05859375,-4.8828125,-6.0546875,-6.73046875,-6.83203125,-6.52734375
13,-3.53125,-5.98046875,-3.259765625,-6.4765625,-7.19140625,-6.8984375
14,-2.658203125,-2.330078125,-2.728515625,-6.87890625,-6.234375,-6.99609375
15,-3.23828125,-1.8505859375,-2.806640625,-5.91015625,-5.9765625,-6.578125
16,-3.44921875,-4.83203125,-6.6328125,-5.90625,-5.51171875,-5.90625
17,-3.6328125,-5.45703125,-6.6875,-6.0,-5.69921875,-5.875
18,-2.802734375,-2.8046875,-4.42578125,-6.62109375,-5.46484375,-5.421875
19,-2.205078125,-5.60546875,-6.0859375,-6.125,-5.55078125,-5.703125
