,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-11.828125,-18.90625,-17.25,-19.953125,-19.5,-19.703125
1,-11.2421875,-19.984375,-21.453125,-22.4375,-22.25,-19.625
2,-8.765625,-20.5,-21.15625,-19.65625,-19.96875,-18.5625
3,-12.75,-21.46875,-22.25,-21.765625,-19.75,-20.203125
4,-9.84375,-17.453125,-17.796875,-19.46875,-18.671875,-19.828125
5,-8.953125,-20.421875,-18.859375,-19.828125,-19.15625,-19.546875
6,-11.5859375,-22.140625,-23.625,-21.109375,-21.25,-21.4375
7,-11.3203125,-22.125,-17.4375,-21.03125,-20.484375,-20.28125
8,-10.6953125,-21.9375,-21.59375,-21.78125,-18.90625,-17.84375
9,-6.77734375,-20.203125,-20.765625,-20.34375,-20.046875,-19.65625
10,-10.640625,-21.125,-21.484375,-21.375,-21.671875,-20.859375
11,-7.98046875,-22.484375,-21.953125,-19.890625,-20.8125,-20.40625
12,-9.4375,-20.09375,-19.09375,-20.1875,-20.546875,-21.453125
13,-8.6015625,-19.921875,-19.140625,-19.65625,-19.375,-17.609375
14,-11.6953125,-22.421875,-22.171875,-21.0625,-21.28125,-20.78125
15,-13.765625,-21.578125,-22.109375,-20.984375,-21.359375,-18.984375
16,-8.6171875,-20.546875,-20.15625,-19.265625,-19.65625,-17.9375
17,-7.5390625,-19.15625,-17.234375,-17.046875,-17.890625,-18.84375
18,-10.5546875,-20.109375,-20.09375,-19.453125,-20.59375,-19.53125
19,-10.1953125,-19.625,-19.046875,-18.421875,-18.78125,-18.640625
