,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-7.828125,-17.671875,-15.296875,-20.125,-19.671875,-19.703125
1,-7.6640625,-20.21875,-21.6875,-20.171875,-21.046875,-19.625
2,-7.58984375,-18.625,-18.296875,-19.328125,-19.875,-18.5625
3,-8.34375,-19.75,-18.875,-21.140625,-17.828125,-20.203125
4,-8.453125,-13.9375,-16.359375,-18.171875,-16.921875,-19.828125
5,-7.6796875,-18.65625,-19.34375,-18.96875,-17.96875,-19.546875
6,-9.375,-19.125,-22.234375,-19.015625,-21.171875,-21.4375
7,-8.40625,-20.03125,-20.1875,-19.546875,-20.265625,-20.28125
8,-8.390625,-18.890625,-19.484375,-20.90625,-19.453125,-17.84375
9,-7.48046875,-20.359375,-19.875,-20.78125,-18.96875,-19.65625
10,-8.1875,-19.234375,-19.0,-20.46875,-19.28125,-20.859375
11,-7.65234375,-18.6875,-17.359375,-17.875,-17.875,-20.40625
12,-8.453125,-17.71875,-18.875,-19.21875,-20.828125,-21.453125
13,-7.97265625,-18.53125,-16.703125,-16.03125,-18.234375,-17.609375
14,-8.1953125,-19.8125,-18.78125,-20.515625,-19.140625,-20.78125
15,-10.0703125,-18.421875,-21.171875,-18.921875,-20.15625,-18.984375
16,-7.37890625,-17.796875,-19.109375,-19.71875,-18.53125,-17.9375
17,-7.15234375,-17.671875,-15.171875,-15.78125,-15.6328125,-18.84375
18,-6.984375,-18.1875,-19.65625,-19.703125,-19.140625,-19.53125
19,-8.3515625,-17.4375,-18.625,-18.109375,-16.296875,-18.640625
