,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-9.078125,-10.5859375,-9.9296875,-9.9765625,-9.4453125,-9.7890625
1,-10.609375,-10.421875,-10.140625,-10.421875,-10.25,-11.1875
2,-8.484375,-10.5,-10.15625,-10.109375,-9.90625,-10.125
3,-8.3359375,-9.3515625,-8.90625,-8.8671875,-10.0546875,-9.5859375
4,-10.25,-8.546875,-8.234375,-8.15625,-8.4453125,-8.921875
5,-9.375,-10.4609375,-9.0,-9.015625,-9.515625,-9.796875
6,-8.6015625,-9.9921875,-10.40625,-10.5234375,-10.71875,-10.984375
7,-9.2109375,-10.21875,-10.1015625,-9.203125,-8.609375,-9.125
8,-9.515625,-9.59375,-9.8359375,-9.578125,-9.03125,-10.015625
9,-10.578125,-10.40625,-10.4453125,-8.4765625,-8.453125,-8.90625
10,-8.875,-9.4765625,-9.78125,-10.2109375,-9.8203125,-10.625
11,-8.875,-9.640625,-8.4765625,-8.9609375,-9.0546875,-9.3671875
12,-10.359375,-10.3828125,-9.546875,-9.21875,-10.2421875,-9.890625
13,-11.703125,-8.5078125,-7.6171875,-9.0,-9.515625,-9.5
14,-9.4921875,-9.4765625,-9.2421875,-9.09375,-9.421875,-9.8203125
15,-10.1796875,-9.5,-9.6640625,-10.5859375,-9.0625,-8.875
16,-9.65625,-10.7578125,-9.9765625,-9.4140625,-9.4765625,-9.71875
17,-9.84375,-10.96875,-11.2734375,-9.484375,-9.0234375,-8.671875
18,-8.9453125,-10.9375,-9.265625,-8.546875,-8.203125,-8.8046875
19,-9.46875,-9.9921875,-10.515625,-9.6875,-9.84375,-9.4921875
