,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.019149780273438,-9.00504207611084,-9.24663257598877,-9.217172622680664,-9.217172622680664,-9.145687103271484
1,-7.733188629150391,-7.273008823394775,-8.500371932983398,-7.803623676300049,-7.735526084899902,-7.884594917297363
2,-7.388272762298584,-8.046777725219727,-8.361995697021484,-7.992875099182129,-8.273311614990234,-9.066095352172852
4,-7.659030914306641,-8.439205169677734,-8.664973258972168,-8.468096733093262,-7.771940231323242,-8.821285247802734
3,-7.96636438369751,-8.10814094543457,-8.049288749694824,-9.238582611083984,-9.41305160522461,-9.392690658569336
5,-8.045999526977539,-8.025433540344238,-8.85333251953125,-8.85333251953125,-8.85333251953125,-8.742476463317871
7,-7.375736713409424,-7.738492012023926,-8.527602195739746,-9.280287742614746,-8.992240905761719,-9.321972846984863
6,-7.627912998199463,-8.375767707824707,-8.139528274536133,-8.381003379821777,-7.720824718475342,-8.278010368347168
8,-7.901456356048584,-9.461044311523438,-10.99928855895996,-8.641992568969727,-7.065127372741699,-9.486258506774902
15,-7.277729034423828,-6.802401542663574,-6.466634750366211,-8.50772762298584,-8.253864288330078,-8.591955184936523
9,-7.376098155975342,-6.115786075592041,-6.981358528137207,-9.802915573120115,-8.350031852722168,-8.90297794342041
14,-7.856863498687744,-8.173799514770508,-8.878570556640625,-7.791990280151367,-7.888418197631836,-8.099221229553223
10,-7.773494720458984,-6.666134357452393,-6.895149230957031,-8.240581512451172,-7.8666558265686035,-8.797505378723145
12,-7.505792617797852,-8.167891502380371,-7.982988834381103,-8.083219528198242,-8.060564041137695,-8.43525505065918
11,-6.918306827545166,-7.5019450187683105,-7.659215927124023,-7.749602317810059,-6.397456169128418,-7.017924308776856
13,-7.981817245483398,-9.57822322845459,-8.306440353393555,-7.744058609008789,-8.198301315307617,-8.524038314819336
16,-7.670910835266113,-6.297243595123291,-8.912917137145996,-8.591242790222168,-7.750085830688477,-7.95688009262085
17,-7.134765625,-8.26750659942627,-7.959040641784668,-8.414412498474121,-8.285005569458008,-8.928141593933105
18,-9.134285926818848,-8.920778274536133,-8.937317848205566,-8.937317848205566,-8.937317848205566,-9.002665519714355
19,-7.749611854553223,-7.95983076095581,-7.70044469833374,-7.6569318771362305,-8.024150848388672,-7.727072715759277
