,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-7.849408149719238,-8.110652923583984,-8.437646865844727,-8.20116901397705,-7.971826553344727,-7.884594917297363
3,-8.547273635864258,-8.267887115478516,-8.765396118164062,-9.28166675567627,-9.55575942993164,-9.392690658569336
8,-8.1336088180542,-9.191776275634766,-9.518250465393066,-8.582751274108887,-7.871537685394287,-9.486258506774902
2,-8.226224899291992,-8.438236236572266,-8.393701553344727,-8.337141990661621,-8.420141220092773,-9.066095352172852
14,-8.299589157104492,-8.591246604919434,-8.85684871673584,-8.672538757324219,-7.86836576461792,-8.099221229553223
12,-7.962442398071289,-8.497001647949219,-8.24500846862793,-8.17753791809082,-8.435929298400879,-8.43525505065918
21,-7.709380626678467,-8.065667152404785,-7.94159460067749,-7.914208889007568,-7.934741020202637,-8.28750228881836
23,-9.41143035888672,-8.860880851745605,-9.21707248687744,-9.194866180419922,-9.155941009521484,-8.90282154083252
9,-7.971186637878418,-6.098930358886719,-7.573174476623535,-9.649633407592772,-9.052313804626465,-8.90297794342041
0,-8.274861335754395,-9.054163932800291,-9.237730026245115,-9.298083305358888,-9.162354469299316,-9.145687103271484
10,-8.039807319641113,-7.105790615081787,-6.770930290222168,-8.458243370056152,-8.253374099731445,-8.797505378723145
17,-6.962579250335693,-8.615347862243652,-8.448967933654785,-8.620674133300781,-8.279521942138672,-8.928141593933105
11,-7.262729644775391,-8.077885627746582,-7.661320686340332,-7.725371837615967,-7.601712703704834,-7.017924308776856
18,-9.610099792480469,-9.106033325195312,-9.064313888549805,-9.030560493469238,-9.020833969116213,-9.002665519714355
19,-8.302313804626465,-8.483783721923828,-8.061271667480469,-7.899818420410156,-7.619468688964844,-7.727072715759277
16,-8.886138916015625,-7.301870346069336,-8.723981857299805,-8.456140518188477,-7.341209411621094,-7.95688009262085
4,-7.397995948791504,-9.207528114318848,-8.725860595703125,-9.191269874572754,-8.250129699707031,-8.821285247802734
20,-7.859152317047119,-6.911619663238525,-8.751991271972656,-9.0787992477417,-8.8369140625,-9.2130126953125
5,-8.183343887329102,-8.448182106018066,-8.889998435974121,-8.861087799072266,-8.873714447021484,-8.742476463317871
13,-8.393383979797363,-9.646870613098145,-8.564899444580078,-7.877007961273193,-8.20115852355957,-8.524038314819336
6,-9.382713317871094,-8.68990421295166,-8.563138961791992,-8.301840782165527,-8.41471004486084,-8.278010368347168
