,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-5.481081008911133,-8.443886756896973,-7.65181827545166,-7.002862930297852,-7.138493537902832,-6.966792583465576
3,-6.613040924072266,-8.879376411437988,-7.431356906890869,-7.019643783569336,-7.034276008605957,-6.970853328704834
8,-5.482453346252441,-6.572362899780273,-7.568521976470947,-7.10648250579834,-7.055320739746094,-7.338006019592285
2,-5.8064680099487305,-7.9366455078125,-7.389870643615723,-6.784121036529541,-6.759997844696045,-6.457864284515381
14,-5.580495834350586,-6.955248355865479,-7.506226062774658,-7.251176357269287,-6.9162211418151855,-6.962510108947754
12,-5.554838180541992,-7.483322620391846,-6.680617809295654,-6.902633190155029,-7.136794090270996,-6.901342868804932
21,-6.268134593963623,-7.144689083099365,-7.156308174133301,-7.141574382781982,-6.679133415222168,-6.671956539154053
23,-5.787404537200928,-7.687977313995361,-7.075291633605957,-7.397918701171875,-7.217146873474121,-6.901704788208008
9,-6.531289100646973,-8.63660717010498,-7.797643661499023,-7.030256271362305,-6.827324867248535,-6.906491756439209
0,-7.644518852233887,-9.115779876708984,-8.57247543334961,-8.700200080871582,-7.652373313903809,-7.590396881103516
10,-7.179130554199219,-9.303056716918944,-7.625133514404297,-7.001593589782715,-6.863086700439453,-7.1114277839660645
17,-5.656997203826904,-7.6265974044799805,-8.684779167175293,-8.185530662536621,-7.6960129737854,-8.35058879852295
11,-4.995310306549072,-6.599068641662598,-7.699023723602295,-7.494462013244629,-7.088435649871826,-7.403260231018066
18,-7.390378952026367,-7.685592174530029,-8.05757999420166,-7.923210144042969,-8.115316390991211,-8.141530990600586
19,-7.12684440612793,-6.344419479370117,-6.683494567871094,-6.975795745849609,-7.345178127288818,-7.264439582824707
16,-6.49898099899292,-9.278615951538086,-8.444080352783203,-8.351656913757324,-7.290825843811035,-7.49582052230835
4,-5.363136291503906,-7.636076927185059,-7.162807941436768,-7.36720609664917,-7.679907321929932,-7.776454448699951
20,-5.773153781890869,-7.077582359313965,-6.872482299804688,-7.195523738861084,-7.147762298583984,-6.837438583374023
5,-7.563258171081543,-5.71097469329834,-4.825124263763428,-7.307967662811279,-7.922515869140625,-6.919413089752197
13,-4.985910415649414,-8.17905330657959,-7.502888202667236,-7.011012077331543,-6.845897197723389,-7.109475612640381
6,-6.276238441467285,-6.467833995819092,-6.722443103790283,-6.903209686279297,-7.033338069915772,-6.755974769592285
