,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-7.776136875152588,-11.343149185180664,-11.94748306274414,-12.963085174560549,-12.86406707763672,-13.524535179138184
1,-5.51648473739624,-10.247479438781738,-12.62650203704834,-11.044259071350098,-12.360097885131836,-11.08914566040039
2,-5.818686485290527,-12.11378574371338,-13.661559104919434,-11.898667335510254,-12.623940467834473,-13.414137840270996
4,-5.505069732666016,-10.586023330688477,-12.84311294555664,-11.883275985717772,-12.775761604309082,-11.533147811889648
3,-5.248704433441162,-8.52259349822998,-13.273487091064451,-11.022705078125,-12.185599327087402,-10.724610328674316
5,-7.100197792053223,-7.852180004119873,-12.610593795776367,-12.764530181884766,-11.303820610046388,-12.229825019836426
7,-6.553249835968018,-10.408297538757324,-11.767123222351074,-10.79684829711914,-10.647130966186523,-11.857583999633787
6,-6.000308990478516,-7.113259315490723,-9.105040550231934,-11.883272171020508,-11.489715576171877,-11.088324546813965
8,-5.956154823303223,-11.088088035583496,-11.724677085876465,-11.288235664367676,-11.40291690826416,-12.336042404174805
15,-7.11357307434082,-13.520299911499023,-12.294544219970703,-13.059354782104492,-12.684332847595217,-13.357378005981444
9,-6.116495132446289,-7.534886360168457,-12.316275596618652,-12.38658046722412,-11.471002578735352,-13.170425415039062
14,-5.169164657592773,-7.304415702819824,-12.573283195495604,-12.75692081451416,-13.057209968566896,-12.300743103027344
10,-5.864207267761231,-9.900288581848145,-14.318527221679688,-14.366512298583984,-13.292644500732422,-11.772690773010254
12,-5.4430012702941895,-10.598814010620115,-11.539034843444824,-11.477581024169922,-11.720805168151855,-12.243694305419922
11,-5.205278396606445,-7.341073513031006,-11.550962448120115,-11.999459266662598,-11.396550178527832,-12.906291961669922
13,-6.077703952789307,-8.793678283691406,-12.001096725463867,-10.691423416137695,-12.041629791259766,-12.2630033493042
16,-5.691903114318848,-8.450255393981934,-8.888144493103027,-12.084918975830078,-11.16982650756836,-10.637207984924316
17,-5.735852241516113,-10.598594665527344,-12.346354484558104,-12.096454620361328,-11.928464889526367,-10.959210395812988
18,-6.050675868988037,-8.461830139160156,-8.070791244506836,-11.21214199066162,-11.9363431930542,-11.758109092712402
19,-6.152007102966309,-6.905055999755859,-9.116865158081056,-10.408552169799805,-9.634511947631836,-11.86347484588623
