,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,0.8125,0.2222222222222222,0.0069444444444444,0.0,0.0,0.0277777777777777
1,0.8888888888888888,0.3055555555555556,0.2013888888888889,0.1388888888888889,0.0,0.4444444444444444
2,0.8819444444444444,0.0069444444444444,0.0138888888888888,0.0,0.0,0.4930555555555556
3,0.8333333333333334,0.5347222222222222,0.4930555555555556,0.5833333333333334,0.0277777777777777,0.5277777777777778
4,0.7916666666666666,0.3680555555555556,0.3194444444444444,0.0,0.0,0.0972222222222222
5,0.8888888888888888,0.6319444444444444,0.6458333333333334,0.1944444444444444,0.0694444444444444,0.0694444444444444
6,0.8333333333333334,0.1319444444444444,0.0972222222222222,0.0277777777777777,0.0138888888888888,0.3472222222222222
7,0.8680555555555556,0.8055555555555556,0.6736111111111112,0.7847222222222222,0.2638888888888889,0.3263888888888889
8,0.9166666666666666,0.8611111111111112,0.0972222222222222,0.3819444444444444,0.0,0.0208333333333333
9,0.8819444444444444,0.4236111111111111,0.0694444444444444,0.0277777777777777,0.0,0.0972222222222222
10,0.8472222222222222,0.1180555555555555,0.0069444444444444,0.0,0.0,0.4097222222222222
11,0.875,0.7708333333333334,0.2847222222222222,0.0,0.0,0.0069444444444444
12,0.8263888888888888,0.7986111111111112,0.8472222222222222,0.0138888888888888,0.0,0.0
13,0.8472222222222222,0.5486111111111112,0.7361111111111112,0.4375,0.0,0.2361111111111111
14,0.8055555555555556,0.6944444444444444,0.0625,0.0,0.0138888888888888,0.4166666666666667
15,0.8125,0.6666666666666666,0.7152777777777778,0.6458333333333334,0.5069444444444444,0.6041666666666666
16,0.8541666666666666,0.6736111111111112,0.5625,0.7361111111111112,0.4097222222222222,0.8611111111111112
17,0.8402777777777778,0.5763888888888888,0.6666666666666666,0.5763888888888888,0.4791666666666667,0.3333333333333333
18,0.8819444444444444,0.9444444444444444,0.8541666666666666,0.8819444444444444,0.8958333333333334,0.8263888888888888
19,0.875,0.8263888888888888,0.2708333333333333,0.125,0.0,0.04861111111111111
