,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-0.6712732315063477,-4.660377025604248,-8.864317893981934,-9.606023788452148,-8.052249908447266,-7.494332313537598
1,-0.4018316864967346,-6.802369117736816,-8.432801246643066,-8.752168655395508,-9.677854537963867,-8.157004356384277
2,-0.4067152440547943,-6.971391677856445,-8.71476936340332,-9.74642848968506,-9.754581451416016,-9.801007270812988
3,-0.5774929523468018,-2.5074970722198486,-1.082192063331604,-1.038765788078308,-7.253817558288574,-7.575741767883301
5,-0.3681289553642273,-1.105740666389465,-1.71977436542511,-8.524550437927246,-9.138734817504885,-8.639730453491211
7,-0.3629937171936035,-2.658943653106689,-0.5809330940246582,-1.2033404111862185,-4.2957611083984375,-7.093179702758789
6,-0.231682077050209,-5.058684825897217,-9.319358825683594,-9.03783130645752,-9.031801223754885,-7.278446197509766
8,-0.5411241054534912,-2.0997772216796875,-8.579263687133789,-9.030517578125,-9.478379249572754,-8.086174964904785
9,-0.651747465133667,-2.3224470615386963,-6.15491247177124,-8.220075607299805,-10.03665256500244,-7.523897171020508
10,-0.7449839115142822,-6.170453071594238,-8.776700973510742,-9.36722469329834,-8.569511413574219,-7.780059337615967
11,-0.507352352142334,-1.8066256046295168,-7.699107646942139,-9.640769958496094,-9.805877685546877,-7.978363037109375
13,-0.3053278625011444,-2.325141668319702,-2.3320703506469727,-3.5805883407592773,-8.043288230895996,-7.759723663330078
12,-0.3346686661243438,-1.8746545314788816,-3.334968328475952,-9.98920726776123,-10.093899726867676,-9.23025894165039
14,-0.2500020563602447,-3.456533670425415,-9.57081413269043,-10.367785453796388,-9.257491111755373,-8.355542182922363
23,-0.2815192639827728,-2.6430823802948,-7.238979816436768,-8.96043586730957,-8.437042236328125,-7.396453857421875
16,-0.333958625793457,-3.046869993209839,-5.368086338043213,-2.079470157623291,-5.272542953491211,-2.6399171352386475
17,-0.2610118985176086,-4.923516273498535,-1.7824175357818604,-2.82794451713562,-7.294552326202393,-6.135615348815918
18,-0.195105493068695,-1.5363363027572632,-1.5337587594985962,-1.3618032932281494,-2.6301257610321045,-3.387775182723999
19,-0.2748977541923523,-1.0225268602371216,-3.175647020339966,-7.501270294189453,-7.891872406005859,-6.153036117553711
4,-0.461475670337677,-3.4733574390411377,-8.390247344970703,-9.352867126464844,-9.426323890686035,-7.228794097900391
22,-0.6575773358345032,-1.284179925918579,-2.975287675857544,-1.957283854484558,-4.568814754486084,-1.2669585943222046
21,-0.2073883563280105,-2.295895338058472,-7.715888977050781,-9.007295608520508,-9.045103073120115,-8.142144203186035
15,-0.363783061504364,-0.9800915122032166,-1.4663704633712769,-1.6154252290725708,-6.06502103805542,-5.469972610473633
20,-0.3953425884246826,-1.0975289344787598,-6.954689979553223,-8.389168739318848,-8.760687828063965,-7.549445152282715
