,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin,agent0_273,agent1_273,agent2_273,agent3_273,agent4_273,agent5_273
0,-0.6625562310218811,-3.94162654876709,-7.523533344268799,-9.353090286254885,-7.988797187805176,-7.494332313537598,-0.2397213876247406,-0.6382306814193726,-4.681194305419922,-7.890632152557373,-28.609180450439453,-33.83820343017578
2,-0.3363445997238159,-6.402444839477539,-7.988428115844727,-9.979043960571287,-9.38653564453125,-9.801007270812988,-0.6290397644042969,-1.1887717247009275,-8.675941467285156,-5.921684741973877,-16.434959411621094,-32.71765899658203
3,-0.3865641951560974,-1.899161458015442,-1.3024790287017822,-2.2428431510925293,-6.350747585296631,-7.575741767883301,-0.0350023284554481,-0.0484489612281322,-0.6111513376235962,-0.1837162375450134,-2.880474328994751,-8.130770683288574
8,-0.3749163448810577,-2.5020315647125244,-7.401162624359131,-7.6000823974609375,-9.250167846679688,-8.086174964904785,-2.0307693481445312,-0.3742429614067077,-6.665011405944824,-7.785819530487059,-6.356268405914307,-10.649969100952148
16,-0.537579357624054,-2.966736078262329,-3.3635847568511963,-1.7787030935287476,-6.044979572296143,-2.6399171352386475,-0.4877800941467285,-0.9833166599273682,-0.330733448266983,-0.3552028834819793,-0.2997788786888122,-0.5278709530830383
1,-0.213114708662033,-5.687266826629639,-7.489315032958984,-8.761527061462402,-9.903895378112791,-8.157004356384277,-0.9035481214523317,-7.593367099761963,-1.611676812171936,-3.1899161338806152,-7.755767345428467,-25.22893142700196
9,-0.5710808038711548,-3.757387638092041,-5.511026859283447,-6.435464382171631,-9.618072509765623,-7.523897171020508,-0.8662183880805969,-0.1478367745876312,-0.3003773391246795,-2.628947257995605,-6.532658100128174,-12.239250183105469
17,-0.3680330216884613,-3.9345901012420654,-2.431964874267578,-2.930270433425904,-5.06033992767334,-6.135615348815918,-0.2543885707855224,-0.0706297680735588,-0.2056536227464676,-0.6084856390953064,-0.2966044545173645,-0.1423793137073516
10,-0.683127224445343,-5.203932285308838,-8.632818222045898,-8.50265884399414,-8.840312004089355,-7.780059337615967,-2.122166633605957,-1.1696103811264038,-6.642101287841797,-4.694572448730469,-4.101737022399902,-12.406723976135254
11,-0.3344355821609497,-1.785983920097351,-6.841981410980225,-9.132976531982422,-9.321685791015623,-7.978363037109375,-1.8302223682403564,-0.2950309813022613,-5.729063034057617,-7.410728931427002,-7.333698272705078,-8.907902717590332
18,-0.501067578792572,-0.8878640532493591,-1.870461702346801,-1.188078999519348,-2.2693049907684326,-3.387775182723999,-0.4849684834480285,-0.273068219423294,-0.4191082715988159,-0.3796340227127075,-0.0231612119823694,-0.5208213329315186
19,-0.4636572301387787,-2.0874648094177246,-3.671141147613525,-6.661830425262451,-8.059479713439941,-6.153036117553711,-0.6226410865783691,-0.1039743945002555,-0.124030515551567,-4.24332332611084,-5.582551002502441,-25.850568771362305
5,-0.5263087153434753,-1.970525503158569,-1.6957223415374756,-8.016199111938477,-8.573616981506348,-8.639730453491211,-0.5236472487449646,-0.306843489408493,-0.4568558931350708,-7.707106590270996,-7.91430139541626,-11.091217041015623
4,-0.7376079559326172,-3.1955392360687256,-7.210011959075928,-9.141526222229004,-9.141526222229004,-7.228794097900391,-0.1161089986562728,-0.4033009707927704,-7.108610153198242,-6.305516242980957,-6.305516242980957,-8.776442527770996
12,-0.7030723690986633,-2.03048038482666,-2.6929705142974854,-9.676532745361328,-9.017342567443848,-9.23025894165039,-1.3168610334396362,-0.163512721657753,-0.1425414234399795,-4.516274929046631,-7.5182952880859375,-13.69454574584961
7,-0.4391270875930786,-0.8757009506225586,-0.940451204776764,-0.9740284085273744,-4.251877307891846,-7.093179702758789,-1.200434923171997,-1.5151846408843994,-0.2561539709568023,-0.0587137416005134,-6.182581424713135,-12.655680656433104
13,-0.3524991571903229,-2.8933613300323486,-3.020536184310913,-4.80593729019165,-7.566728591918945,-7.759723663330078,-0.4671063125133514,-1.541101336479187,-0.1259550005197525,-0.2808350324630737,-2.287436962127685,-3.776334047317505
6,-0.4630218744277954,-6.174935340881348,-8.571883201599121,-7.946776866912842,-9.366058349609377,-7.278446197509766,-0.1285242289304733,-0.5948257446289062,-9.608875274658203,-5.613292217254639,-7.293853282928467,-8.922597885131836
14,-0.3503943681716919,-3.2533531188964844,-7.769642353057861,-10.019031524658203,-8.747994422912598,-8.355542182922363,,,,,,
15,-0.5415213704109192,-1.538508057594299,-2.42020034790039,-1.8991626501083367,-4.48150634765625,-5.469972610473633,,,,,,
