,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.4453125,-7.40625,-8.6328125,-8.7578125,-8.765625,-8.8046875
1,-7.38671875,-8.1796875,-8.609375,-8.9375,-7.74609375,-8.578125
2,-7.69140625,-8.453125,-7.98828125,-8.1953125,-8.4765625,-8.6171875
3,-9.515625,-8.75,-11.09375,-9.0390625,-8.265625,-8.484375
4,-8.140625,-7.99609375,-7.671875,-7.52734375,-7.5546875,-7.0
5,-8.4609375,-8.7890625,-8.0390625,-7.98828125,-7.90234375,-8.6328125
6,-7.890625,-8.6796875,-8.5625,-8.15625,-8.1640625,-8.28125
7,-7.609375,-7.9140625,-9.2734375,-7.640625,-8.2421875,-8.7890625
8,-11.8203125,-13.5625,-12.640625,-9.9921875,-8.921875,-8.4375
9,-8.859375,-8.0234375,-6.29296875,-8.109375,-8.265625,-8.7109375
10,-11.125,-9.109375,-7.921875,-8.8828125,-8.8515625,-8.7421875
11,-7.59765625,-9.5078125,-9.203125,-8.9921875,-8.9453125,-9.421875
12,-7.88671875,-5.99609375,-8.28125,-8.8125,-8.5859375,-8.2890625
13,-9.71875,-9.1640625,-8.328125,-8.8515625,-8.6015625,-8.1328125
14,-8.1484375,-7.68359375,-8.6953125,-8.1484375,-8.3515625,-9.0703125
15,-8.5859375,-6.6171875,-8.5703125,-7.2890625,-7.0625,-7.58203125
16,-8.7890625,-8.453125,-8.59375,-8.5625,-8.40625,-8.78125
17,-8.5078125,-8.3125,-10.1015625,-9.25,-8.7734375,-9.0390625
18,-7.61328125,-8.1328125,-9.5625,-8.9765625,-9.046875,-8.734375
19,-7.98828125,-9.6875,-8.9453125,-8.8984375,-8.40625,-8.7421875
