,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.77734375,-11.84375,-10.8046875,-10.34375,-9.4765625,-11.5234375
1,-6.85546875,-10.40625,-11.4140625,-11.6015625,-10.8984375,-11.796875
2,-6.80859375,-11.3203125,-9.734375,-9.671875,-9.6953125,-11.0625
3,-7.15234375,-11.7734375,-11.71875,-11.2421875,-11.1796875,-12.1328125
4,-7.48046875,-11.4140625,-11.109375,-10.7265625,-8.96875,-11.8828125
5,-6.95703125,-12.890625,-10.828125,-9.71875,-9.28125,-9.4609375
6,-7.640625,-12.1328125,-10.828125,-10.828125,-10.78125,-12.15625
7,-7.234375,-11.28125,-12.1953125,-10.2734375,-10.6796875,-11.296875
8,-7.125,-11.5390625,-9.4453125,-8.5625,-8.5546875,-10.9921875
9,-7.26953125,-12.1171875,-9.9140625,-11.140625,-11.3671875,-12.171875
10,-7.23046875,-10.6484375,-10.359375,-10.2421875,-10.125,-10.6875
11,-6.9296875,-11.3984375,-10.8984375,-8.7421875,-9.6015625,-11.40625
12,-6.79296875,-11.5859375,-11.0234375,-10.125,-10.7578125,-12.28125
13,-6.73046875,-12.5,-14.1328125,-10.578125,-10.90625,-10.859375
14,-7.28125,-10.3671875,-9.421875,-10.7578125,-10.0859375,-10.671875
15,-7.04296875,-10.8359375,-11.8359375,-10.9375,-9.8125,-12.828125
16,-8.359375,-10.6796875,-10.1484375,-11.1640625,-9.71875,-11.6796875
17,-6.953125,-11.609375,-11.296875,-11.1796875,-11.234375,-12.1875
18,-7.67578125,-11.5,-10.140625,-8.984375,-8.5859375,-11.453125
19,-6.609375,-10.9296875,-10.4921875,-9.578125,-10.359375,-8.515625
