,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-8.7734375,-12.609375,-11.59375,-10.21875,-10.5703125,-11.5234375
1,-7.27734375,-12.21875,-11.9765625,-11.3203125,-11.28125,-11.796875
2,-8.2578125,-12.5390625,-10.6875,-11.0703125,-11.4921875,-11.0625
3,-9.5078125,-13.0,-11.75,-11.640625,-12.5234375,-12.1328125
4,-9.1953125,-12.6171875,-12.4296875,-11.2421875,-11.640625,-11.8828125
5,-7.81640625,-13.609375,-11.4609375,-9.84375,-9.3125,-9.4609375
6,-8.375,-12.046875,-11.1484375,-11.1796875,-12.0859375,-12.15625
7,-8.78125,-13.7421875,-11.8125,-11.53125,-10.671875,-11.296875
8,-10.0390625,-12.078125,-10.5625,-10.34375,-10.0703125,-10.9921875
9,-8.796875,-14.125,-13.0078125,-11.8984375,-11.90625,-12.171875
10,-7.82421875,-11.5234375,-10.4375,-10.625,-11.0078125,-10.6875
11,-8.8046875,-13.4921875,-10.9296875,-9.203125,-10.3828125,-11.40625
12,-7.26953125,-12.0703125,-12.484375,-10.78125,-11.15625,-12.28125
13,-8.296875,-13.9765625,-14.515625,-11.6640625,-11.921875,-10.859375
14,-6.359375,-12.609375,-11.1953125,-11.4609375,-10.96875,-10.671875
15,-9.0078125,-11.9140625,-11.78125,-12.2734375,-12.625,-12.828125
16,-8.984375,-12.4375,-12.9453125,-12.15625,-11.6640625,-11.6796875
17,-7.17578125,-12.2109375,-11.5859375,-11.75,-11.359375,-12.1875
18,-7.94921875,-12.3828125,-10.125,-8.484375,-10.6640625,-11.453125
19,-6.86328125,-12.765625,-11.109375,-10.0546875,-9.078125,-8.515625
