,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.88671875,-8.1171875,-7.83984375,-7.7265625,-7.75,-8.1328125
1,-5.79296875,-6.80078125,-6.11328125,-5.79296875,-5.1640625,-7.8359375
2,-4.49609375,-4.51953125,-6.95703125,-6.9375,-6.6875,-7.16796875
3,-5.28125,-6.74609375,-6.7421875,-6.375,-6.97265625,-7.99609375
4,-5.25390625,-4.93359375,-5.98828125,-6.8984375,-6.91796875,-7.69140625
5,-4.4765625,-5.796875,-5.60546875,-6.67578125,-8.8359375,-8.1640625
6,-4.98828125,-4.45703125,-7.50390625,-6.4921875,-6.84375,-7.01171875
7,-5.82421875,-7.00390625,-6.8203125,-9.1953125,-8.578125,-10.0234375
8,-5.640625,-6.09765625,-8.1171875,-7.83203125,-7.4140625,-7.984375
9,-6.4296875,-5.99609375,-7.9921875,-7.70703125,-6.3828125,-6.5234375
10,-4.2578125,-8.03125,-7.5625,-6.94921875,-7.11328125,-8.0625
11,-5.25,-5.37109375,-6.58203125,-6.53515625,-6.10546875,-6.421875
12,-4.70703125,-7.42578125,-7.21484375,-6.35546875,-6.35546875,-6.83203125
13,-4.53125,-5.4609375,-7.625,-6.5859375,-6.453125,-6.58984375
14,-5.9765625,-7.03125,-7.21484375,-7.3984375,-7.9375,-9.9296875
15,-4.7734375,-6.71484375,-6.8515625,-7.296875,-7.2109375,-7.9140625
16,-6.1171875,-5.8828125,-7.71875,-7.66796875,-7.53125,-8.0390625
17,-5.50390625,-8.1484375,-7.5625,-7.29296875,-7.09765625,-7.91015625
18,-5.140625,-5.6640625,-7.30078125,-6.23046875,-6.23046875,-6.5859375
19,-4.6484375,-4.09765625,-6.1796875,-7.64453125,-7.140625,-8.5390625
