,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.9375,-8.6640625,-8.015625,-7.609375,-7.92578125,-8.1328125
1,-7.28125,-8.2109375,-7.0234375,-6.62109375,-5.91015625,-7.8359375
2,-4.890625,-5.26171875,-6.6015625,-6.8671875,-7.23828125,-7.16796875
3,-5.59375,-6.5390625,-7.65625,-7.2734375,-7.2265625,-7.99609375
4,-6.05859375,-5.72265625,-5.83203125,-7.0390625,-7.49609375,-7.69140625
5,-5.33984375,-6.14453125,-6.6796875,-6.765625,-8.21875,-8.1640625
6,-5.08203125,-4.5625,-7.53125,-6.56640625,-6.765625,-7.01171875
7,-6.84765625,-7.71484375,-8.5234375,-10.046875,-9.09375,-10.0234375
8,-6.82421875,-7.2421875,-8.6953125,-8.0546875,-8.125,-7.984375
9,-6.765625,-6.671875,-8.3203125,-7.90625,-6.48828125,-6.5234375
10,-4.73046875,-8.03125,-7.62890625,-6.94921875,-7.703125,-8.0625
11,-5.65625,-6.03125,-6.6875,-6.78125,-6.71875,-6.421875
12,-4.7734375,-8.25,-7.40234375,-6.375,-6.75390625,-6.83203125
13,-4.70703125,-5.89453125,-8.234375,-7.2578125,-6.95703125,-6.58984375
14,-5.76171875,-8.78125,-8.1171875,-7.93359375,-8.65625,-9.9296875
15,-4.5703125,-7.4609375,-7.0703125,-7.5390625,-7.7578125,-7.9140625
16,-5.6328125,-7.72265625,-8.1015625,-8.1171875,-7.7265625,-8.0390625
17,-6.2265625,-8.8671875,-7.83203125,-7.640625,-7.35546875,-7.91015625
18,-5.79296875,-6.61328125,-7.43359375,-6.62109375,-6.7421875,-6.5859375
19,-4.671875,-5.828125,-7.16796875,-8.0,-7.84765625,-8.5390625
