,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.01953125,-7.765625,-7.8359375,-8.40625,-8.609375,-9.3046875
1,-3.0390625,-9.6328125,-7.578125,-7.7265625,-8.4375,-7.8125
2,-2.802734375,-10.578125,-11.3203125,-10.5390625,-9.109375,-10.46875
3,-2.025390625,-8.703125,-7.8984375,-8.0703125,-8.84375,-8.8515625
4,-2.869140625,-8.2890625,-7.90625,-6.78125,-6.17578125,-6.8046875
5,-2.515625,-7.2578125,-4.66015625,-5.609375,-5.0078125,-7.6171875
6,-3.453125,-9.234375,-7.58203125,-8.6015625,-9.3828125,-8.65625
7,-2.828125,-7.62109375,-8.265625,-7.32421875,-7.3515625,-6.53515625
8,-2.556640625,-8.25,-8.890625,-9.9296875,-7.91796875,-7.85546875
9,-3.6875,-8.5625,-8.046875,-8.4609375,-9.3203125,-8.4296875
10,-4.203125,-7.5234375,-7.60546875,-6.8046875,-7.66015625,-9.1171875
11,-2.828125,-7.83203125,-8.359375,-8.265625,-8.6171875,-10.453125
12,-2.765625,-8.34375,-8.2109375,-8.5859375,-8.453125,-8.921875
13,-2.22265625,-8.34375,-8.578125,-7.984375,-7.32421875,-6.76953125
14,-3.24609375,-7.89453125,-8.171875,-7.60546875,-7.84375,-8.0546875
15,-2.259765625,-9.5546875,-6.72265625,-9.0078125,-7.77734375,-9.515625
16,-2.498046875,-9.4921875,-7.671875,-7.8046875,-7.37109375,-6.94921875
17,-3.666015625,-7.35546875,-8.4921875,-6.77734375,-6.13671875,-7.53125
18,-2.64453125,-9.203125,-8.984375,-7.62109375,-9.25,-8.40625
19,-3.1875,-10.6328125,-12.3203125,-11.1484375,-11.8359375,-12.9375
