,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.988307952880859,-5.338203430175781,-6.499067783355713,-7.411232471466064,-7.718844890594482,-7.470509052276611
1,-2.233365535736084,-6.928684711456299,-8.314238548278809,-8.780766487121582,-8.115557670593262,-7.679731845855713
2,-2.574771881103516,-4.582455158233643,-5.44858980178833,-4.8644561767578125,-6.2021684646606445,-6.7001495361328125
3,-1.8968759775161743,-5.788767814636231,-5.703580856323242,-5.566465377807617,-7.865375995635986,-7.5035271644592285
5,-3.648424625396729,-6.344207763671875,-7.662538051605225,-7.863628387451172,-7.92941951751709,-7.818096160888672
7,-2.5951485633850098,-6.726603031158447,-6.304732322692871,-7.184443950653076,-7.505754470825195,-7.602330207824707
6,-3.3265981674194336,-7.027332782745361,-7.091108798980713,-8.003167152404785,-8.00064754486084,-7.930787086486816
8,-3.535216808319092,-5.5547404289245605,-8.148027420043945,-6.476267337799072,-8.315842628479004,-8.2692289352417
9,-2.274876117706299,-6.528648853302002,-6.7761664390563965,-7.1733222007751465,-7.90149450302124,-7.797255039215088
10,-3.887787103652954,-6.88643217086792,-7.2636213302612305,-6.75994873046875,-8.397711753845215,-7.665484428405762
11,-4.225003242492676,-5.844845771789551,-5.994106769561768,-6.630303382873535,-6.590006351470947,-7.105043411254883
13,-3.1253576278686523,-5.688236713409424,-6.759293556213379,-7.138576984405518,-8.078624725341797,-8.063081741333008
12,-3.4882707595825195,-6.545318603515625,-7.450719356536865,-7.3991923332214355,-6.506394863128662,-6.586441040039063
14,-4.049905776977539,-5.877714157104492,-7.356329441070557,-7.453286170959473,-7.825916767120361,-7.624091625213623
23,-3.0713822841644287,-6.602927684783936,-6.203718662261963,-7.055370330810547,-7.885958671569824,-7.967784881591797
16,-2.8455820083618164,-6.117897033691406,-6.875593185424805,-7.238810062408447,-7.354336261749268,-6.980450630187988
17,-2.3823556900024414,-5.258472919464111,-4.990871429443359,-4.850916862487793,-6.733150959014893,-5.202962398529053
18,-5.49149227142334,-6.920221328735352,-8.16377067565918,-8.049555778503418,-8.699491500854492,-8.039689064025879
19,-2.849072456359864,-7.433222770690918,-7.489654541015625,-7.595310211181641,-7.766052722930908,-7.698790550231934
4,-2.727973937988281,-6.286527156829834,-6.617410659790039,-6.25050163269043,-5.475531578063965,-6.1374053955078125
22,-3.2547831535339355,-6.919504642486572,-7.061240196228027,-7.318750858306885,-7.464381217956543,-7.977334976196289
21,-4.126688957214356,-6.309141159057617,-7.685597896575928,-7.053353309631348,-8.062370300292969,-7.813251495361328
15,-3.841710329055786,-6.452936172485352,-8.324838638305664,-8.708796501159668,-8.480046272277832,-7.770497798919678
20,-3.075986623764038,-5.895961761474609,-6.877522468566895,-6.825491428375244,-8.158135414123535,-8.575002670288086
