,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-8.964037895202637,-8.605229377746582,-8.588531494140625,-9.167949676513672,-8.538896560668945,-8.35501480102539
3,-8.4676513671875,-8.407135963439941,-8.707865715026855,-8.354548454284668,-7.943806171417236,-8.422347068786621
8,-9.101487159729004,-8.33083724975586,-8.428438186645508,-8.297684669494629,-8.07310962677002,-7.897616863250732
2,-8.999306678771973,-8.315516471862793,-8.830954551696777,-8.855463981628418,-9.007502555847168,-8.886261940002441
14,-7.888959884643555,-8.524011611938477,-8.406220436096191,-8.013068199157715,-8.566452026367188,-8.87170124053955
12,-8.293817520141602,-8.629164695739746,-8.26170539855957,-7.973581790924072,-7.5282816886901855,-7.729898452758789
21,-8.629103660583496,-8.69942855834961,-8.146419525146484,-7.917438507080078,-8.700729370117188,-8.003007888793945
23,-8.15277099609375,-8.223546981811523,-8.858444213867188,-8.617883682250977,-8.634288787841797,-8.201178550720215
9,-9.261102676391602,-9.266484260559082,-9.232151985168455,-8.33056640625,-8.142227172851562,-8.474896430969238
0,-10.274690628051758,-8.610933303833008,-8.89205551147461,-8.812670707702637,-8.588561058044434,-8.712495803833008
10,-8.800278663635254,-7.720814228057861,-7.839460849761963,-8.150693893432617,-8.10833740234375,-7.857894420623779
17,-7.9534502029418945,-8.524971961975098,-8.333406448364258,-7.955660343170166,-8.034904479980469,-8.422268867492676
11,-9.178576469421388,-8.574851989746094,-9.2303466796875,-8.895774841308594,-8.705163955688477,-8.789321899414062
18,-8.148063659667969,-7.965944766998291,-9.061476707458496,-8.448895454406738,-8.323144912719727,-8.460587501525879
19,-8.34528923034668,-9.066734313964844,-7.761870384216309,-7.00981330871582,-8.275162696838379,-8.140585899353027
16,-8.410956382751465,-8.76795482635498,-8.399797439575195,-8.265721321105957,-8.311049461364746,-8.880402565002441
4,-8.996672630310059,-9.648652076721191,-9.21348476409912,-8.06093978881836,-7.969987392425537,-8.202795028686523
20,-7.786509037017822,-7.569847583770752,-9.41224479675293,-8.972139358520508,-8.642807006835938,-8.54773998260498
5,-7.5557732582092285,-8.628302574157715,-9.133190155029297,-8.96120548248291,-9.208518981933594,-9.038052558898926
13,-7.623697280883789,-6.509922981262207,-8.649611473083496,-7.837651252746582,-7.710831642150879,-8.009781837463379
6,-7.882055759429932,-6.454864501953125,-5.771628379821777,-7.0487961769104,-7.882139205932617,-7.398937225341797
7,-8.953125,-6.89453125,-7.8828125,-8.28125,-8.4453125,-8.2734375
15,-7.75,-8.2890625,-8.8203125,-8.6875,-8.6640625,-8.2734375
