,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-5.1328125,-5.60546875,-7.25,-6.75390625,-6.57421875,-7.03515625
1,-5.6171875,-9.125,-7.8125,-8.40625,-7.73046875,-7.53125
2,-4.140625,-8.3359375,-8.0390625,-7.16015625,-7.2734375,-7.23828125
3,-5.26953125,-8.21875,-7.234375,-7.3359375,-6.9609375,-7.02734375
4,-5.609375,-6.1640625,-5.09375,-8.265625,-7.546875,-7.93359375
5,-5.8359375,-8.5625,-8.765625,-9.125,-9.109375,-7.25390625
6,-6.55859375,-7.10546875,-8.6796875,-8.0,-8.0,-7.6328125
7,-5.34765625,-6.96484375,-10.0703125,-8.8046875,-8.0234375,-8.4296875
8,-5.55859375,-6.84375,-4.91796875,-5.09765625,-5.75390625,-7.98828125
9,-5.96484375,-5.53515625,-6.828125,-7.2890625,-6.75,-7.04296875
10,-5.421875,-9.0859375,-7.953125,-9.3046875,-8.1953125,-8.328125
11,-5.41015625,-5.4921875,-7.1875,-7.3828125,-8.1015625,-8.28125
12,-5.37890625,-6.33203125,-6.0703125,-8.0234375,-7.85546875,-5.59375
13,-6.5703125,-7.05859375,-8.015625,-9.4140625,-8.265625,-7.6953125
14,-5.64453125,-8.1953125,-7.84765625,-8.7578125,-8.3046875,-7.9140625
15,-5.37109375,-7.828125,-6.99609375,-7.203125,-7.40234375,-7.40234375
16,-6.57421875,-9.234375,-8.9921875,-7.484375,-7.19140625,-6.88671875
17,-6.28125,-8.7421875,-8.0078125,-8.2578125,-8.6328125,-7.53125
18,-6.3125,-5.6796875,-7.01171875,-7.4453125,-6.8125,-7.00390625
19,-5.27734375,-6.265625,-5.04296875,-8.1171875,-8.1328125,-8.4765625
