,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-6.15625,-9.0625,-8.6796875,-9.8984375,-9.7421875,-9.7734375
1,-6.58984375,-9.046875,-9.8046875,-8.90625,-8.2734375,-9.6640625
2,-6.546875,-8.9921875,-9.9765625,-10.2578125,-9.421875,-9.09375
3,-5.875,-5.1875,-6.26953125,-8.9453125,-8.8359375,-9.9765625
4,-5.78515625,-5.99609375,-9.75,-9.2890625,-9.4296875,-9.6640625
5,-6.62890625,-6.81640625,-7.04296875,-7.37890625,-7.546875,-10.46875
6,-6.40625,-5.49609375,-9.2890625,-8.515625,-8.3671875,-8.6171875
7,-6.02734375,-10.84375,-10.65625,-9.703125,-9.8828125,-11.375
8,-5.890625,-10.8671875,-8.828125,-8.2734375,-8.9375,-9.5078125
9,-7.5078125,-9.4453125,-9.0078125,-11.9921875,-10.046875,-9.1796875
10,-7.953125,-9.09375,-9.109375,-11.0390625,-8.453125,-9.6484375
11,-6.10546875,-9.15625,-10.6796875,-8.5625,-8.9765625,-9.8203125
12,-7.65234375,-8.5234375,-9.1796875,-9.1328125,-9.375,-8.1796875
13,-6.625,-7.796875,-11.0625,-9.984375,-10.1328125,-9.5703125
14,-6.91796875,-9.5859375,-9.203125,-9.0546875,-9.1015625,-9.3203125
15,-6.35546875,-9.875,-9.546875,-9.5078125,-9.078125,-9.6484375
16,-9.1328125,-8.890625,-10.140625,-9.078125,-8.7578125,-9.609375
17,-7.53515625,-9.1484375,-10.1484375,-9.6171875,-8.9375,-11.984375
18,-8.109375,-10.4765625,-10.9296875,-11.0546875,-10.484375,-10.9375
19,-6.65625,-6.43359375,-7.9765625,-9.9375,-9.8828125,-9.8515625
