,elephant,dolphin,panda,lion,kangaroo,penguin,giraffe,chimpanzee,koala,orangutan
205,-10.6796875,-5.88671875,-6.15234375,-9.703125,-9.015625,-8.9765625,-6.23828125,-10.9609375,-9.9375,-9.625
206,-9.171875,-4.671875,-6.28125,-9.6328125,-8.1796875,-7.125,-5.3046875,-8.453125,-8.6953125,-8.078125
207,-11.9296875,-7.015625,-6.578125,-9.1328125,-9.6484375,-9.609375,-6.1328125,-10.1328125,-9.3828125,-9.3671875
208,-10.1796875,-6.125,-5.4921875,-8.2265625,-8.9765625,-10.3125,-7.1796875,-11.96875,-8.9140625,-9.125
209,-10.5390625,-6.91015625,-6.10546875,-10.03125,-9.9453125,-9.3125,-6.36328125,-11.453125,-9.4921875,-9.7109375
210,-10.2109375,-8.15625,-5.5625,-11.1640625,-8.4140625,-10.8828125,-3.9765625,-9.4921875,-9.0859375,-9.6796875
211,-7.83984375,-5.58984375,-4.26953125,-8.1171875,-8.1640625,-8.0859375,-4.95703125,-9.1015625,-7.30078125,-8.5234375
212,-10.640625,-4.80859375,-7.19921875,-10.671875,-6.76953125,-5.93359375,-5.37109375,-9.2734375,-8.5859375,-10.0234375
213,-9.6796875,-6.20703125,-4.80078125,-6.93359375,-6.51953125,-7.89453125,-6.98828125,-9.359375,-6.85546875,-9.3828125
214,-8.9453125,-6.16015625,-5.45703125,-8.390625,-8.8671875,-8.7265625,-4.66015625,-10.109375,-8.625,-9.6171875
215,-9.625,-5.703125,-6.0625,-9.3515625,-7.859375,-8.59375,-5.625,-10.5703125,-8.8515625,-9.25
216,-10.4453125,-9.203125,-6.3828125,-9.6328125,-11.4375,-9.1484375,-9.6328125,-10.9140625,-13.625,-10.59375
217,-11.4375,-7.29296875,-6.45703125,-9.5546875,-9.484375,-9.2578125,-6.12890625,-10.59375,-9.5078125,-9.1484375
218,-9.4765625,-5.9609375,-5.8359375,-8.9375,-8.7734375,-8.671875,-5.46875,-11.46875,-8.34375,-8.578125
219,-11.25,-7.5625,-5.5859375,-10.296875,-10.265625,-8.4140625,-6.0703125,-10.75,-9.8203125,-8.5390625
220,-8.7109375,-6.390625,-5.2109375,-9.734375,-7.296875,-10.15625,-3.453125,-9.984375,-8.21875,-8.8671875
221,-8.703125,-5.38671875,-5.05078125,-8.5546875,-8.34375,-8.1953125,-4.62890625,-8.8984375,-7.45703125,-7.74609375
222,-9.3125,-4.69140625,-4.70703125,-7.87890625,-8.7890625,-7.25390625,-4.87890625,-9.984375,-7.35546875,-9.5859375
223,-9.90625,-7.12109375,-6.19921875,-8.0234375,-7.19921875,-9.203125,-5.55078125,-9.390625,-7.26171875,-9.328125
224,-8.125,-6.25390625,-4.70703125,-7.37109375,-7.60546875,-9.4140625,-4.29296875,-8.2890625,-8.1015625,-8.234375
225,-10.3671875,-8.15625,-6.27734375,-10.6640625,-8.0,-9.578125,-5.72265625,-11.3515625,-9.765625,-10.3125
226,-9.8828125,-6.1015625,-5.890625,-9.3046875,-9.984375,-9.0,-5.65625,-10.2890625,-8.9140625,-9.0625
227,-9.921875,-6.1875,-5.6484375,-8.4765625,-8.9921875,-8.9921875,-5.203125,-9.890625,-8.046875,-8.9375
228,-10.2890625,-6.734375,-5.1796875,-9.6328125,-9.9765625,-9.1796875,-6.2890625,-12.0546875,-8.09375,-9.28125
229,-10.2109375,-7.90234375,-6.51953125,-10.8203125,-10.984375,-9.6640625,-6.35546875,-11.5546875,-9.7734375,-9.4765625
230,-8.984375,-7.75,-5.7578125,-9.4296875,-7.8984375,-9.5625,-4.3203125,-9.8515625,-8.390625,-9.4453125
231,-9.3828125,-7.0703125,-5.84375,-8.421875,-8.9609375,-8.703125,-5.53125,-9.2421875,-8.09375,-8.3203125
232,-9.015625,-6.2421875,-5.2421875,-7.8671875,-7.9765625,-8.9921875,-4.9453125,-8.59375,-7.84375,-8.53125
233,-10.6640625,-7.62890625,-5.67578125,-9.0859375,-8.5859375,-8.453125,-6.71484375,-10.40625,-8.71875,-9.53125
234,-9.546875,-7.76953125,-6.37109375,-8.5546875,-8.8125,-9.3984375,-4.98828125,-9.4765625,-9.046875,-9.84375
235,-9.9375,-6.63671875,-6.70703125,-9.109375,-9.3828125,-9.2265625,-5.55859375,-10.4453125,-9.71875,-9.1328125
236,-10.25,-6.51171875,-6.41796875,-8.5078125,-10.4375,-9.1875,-5.38671875,-9.8046875,-10.1640625,-9.03125
237,-11.65625,-8.0859375,-6.89453125,-9.28125,-10.7578125,-9.5859375,-6.00390625,-10.1953125,-10.1640625,-9.46875
238,-7.9296875,-6.765625,-6.3984375,-9.578125,-8.09375,-8.6171875,-5.1015625,-11.0078125,-8.765625,-9.0703125
239,-10.0078125,-6.62109375,-6.63671875,-10.1015625,-10.1171875,-7.89453125,-6.50390625,-11.125,-9.8359375,-8.921875
240,-10.65625,-8.5625,-5.2578125,-10.3359375,-8.234375,-11.4296875,-4.3046875,-10.671875,-10.5625,-10.0234375
241,-9.78125,-7.04296875,-5.70703125,-10.4609375,-8.8125,-9.1015625,-5.74609375,-10.2890625,-8.953125,-8.453125
242,-8.640625,-5.01171875,-5.53515625,-9.375,-7.08203125,-8.0390625,-4.70703125,-9.515625,-8.359375,-8.78125
243,-11.796875,-9.5546875,-5.875,-11.0625,-8.4453125,-10.078125,-9.1171875,-10.984375,-10.828125,-11.046875
244,-8.015625,-6.64453125,-5.19140625,-7.67578125,-8.46875,-9.1796875,-3.912109375,-10.15625,-8.9453125,-9.3203125
245,-9.640625,-6.5703125,-6.03125,-9.5,-7.15625,-8.7734375,-5.2578125,-10.7578125,-9.296875,-9.984375
246,-9.859375,-6.4921875,-5.765625,-8.765625,-9.3203125,-8.1484375,-4.859375,-9.5390625,-9.9375,-8.7421875
247,-11.0,-6.453125,-6.5859375,-9.015625,-7.9296875,-8.2578125,-4.890625,-9.171875,-9.9296875,-9.4296875
248,-9.203125,-6.92578125,-5.22265625,-8.7265625,-8.0703125,-9.3515625,-5.58203125,-11.7109375,-8.59375,-8.9765625
249,-10.734375,-7.56640625,-5.63671875,-10.3515625,-10.015625,-8.5234375,-6.01953125,-11.1953125,-9.671875,-9.5
250,-9.203125,-6.8828125,-4.8515625,-9.8828125,-8.015625,-9.1171875,-5.703125,-10.375,-8.3203125,-11.125
251,-9.953125,-7.41015625,-5.65234375,-9.9375,-9.6640625,-9.375,-6.02734375,-10.1640625,-9.1796875,-9.15625
252,-10.3203125,-7.44140625,-5.08984375,-9.96875,-9.7109375,-9.7578125,-5.05859375,-8.796875,-8.921875,-8.625
253,-10.8203125,-6.86328125,-6.05078125,-9.546875,-9.4609375,-8.8984375,-7.22265625,-10.359375,-9.25,-9.3671875
254,-7.9296875,-6.34375,-5.875,-8.21875,-8.953125,-8.796875,-3.890625,-9.046875,-8.7265625,-9.96875
255,-12.5234375,-4.90625,-5.2265625,-10.71875,-11.4453125,-7.2578125,-6.796875,-9.7421875,-12.984375,-10.0625
256,-11.046875,-6.11328125,-5.26953125,-11.203125,-11.21875,-9.71875,-8.53125,-9.875,-12.2890625,-11.3515625
257,-11.625,-7.66796875,-6.18359375,-10.9375,-10.765625,-9.90625,-6.76171875,-10.828125,-10.65625,-10.2109375
258,-10.0,-7.328125,-5.7734375,-9.34375,-10.1015625,-9.2578125,-5.8671875,-11.3828125,-9.328125,-9.75
259,-10.296875,-7.0859375,-5.671875,-9.6484375,-11.1875,-8.609375,-6.3515625,-11.0625,-10.21875,-9.46875
260,-8.7109375,-7.33984375,-5.10546875,-9.046875,-8.34375,-9.609375,-3.30859375,-9.2734375,-9.4453125,-9.765625
261,-9.4921875,-6.72265625,-6.01953125,-9.5,-9.34375,-8.78125,-4.69921875,-8.96875,-9.3046875,-8.8203125
262,-9.4140625,-5.90234375,-5.87890625,-9.1328125,-8.78125,-8.578125,-4.70703125,-9.109375,-8.796875,-9.421875
263,-10.15625,-7.80859375,-5.86328125,-8.7578125,-9.1875,-9.3203125,-5.79296875,-9.90625,-9.1953125,-9.84375
264,-8.2578125,-6.41796875,-5.20703125,-7.69140625,-8.90625,-9.359375,-3.73046875,-8.9609375,-9.515625,-9.5234375
265,-9.546875,-7.33203125,-5.71484375,-8.7109375,-9.265625,-9.5390625,-4.47265625,-10.1015625,-9.84375,-10.0546875
266,-9.7578125,-7.19140625,-5.59765625,-8.4921875,-10.140625,-9.03125,-4.61328125,-9.5390625,-10.0234375,-10.0234375
267,-10.953125,-7.86328125,-6.11328125,-8.9140625,-10.2734375,-9.453125,-4.86328125,-9.859375,-10.078125,-9.6953125
268,-9.1328125,-7.19921875,-5.55859375,-8.1328125,-9.453125,-9.3671875,-4.92578125,-10.734375,-9.0390625,-9.625
269,-10.046875,-7.5546875,-5.84375,-9.390625,-10.2421875,-9.21875,-5.28125,-10.8359375,-9.7578125,-9.9140625
270,-13.0234375,-9.4375,-6.2734375,-11.6640625,-8.796875,-11.8125,-3.482421875,-11.796875,-9.59375,-11.0234375
271,-9.5859375,-7.34765625,-5.55078125,-10.03125,-9.2734375,-9.6328125,-4.73828125,-9.84375,-8.8515625,-8.8203125
272,-8.2421875,-6.109375,-5.046875,-7.734375,-8.4765625,-10.078125,-4.3359375,-9.0546875,-8.2734375,-8.4609375
273,-9.546875,-7.84765625,-8.28125,-10.46875,-7.44140625,-6.03515625,-7.23828125,-11.1328125,-8.59375,-9.765625
274,-8.71875,-7.0625,-5.9375,-8.6015625,-9.421875,-9.84375,-4.1328125,-10.4609375,-9.3125,-9.8984375
275,-8.78125,-6.3671875,-6.21875,-8.796875,-8.171875,-9.515625,-5.015625,-11.1484375,-9.671875,-10.4453125
276,-9.984375,-8.0546875,-6.00390625,-8.8046875,-10.453125,-9.953125,-4.71484375,-10.2421875,-10.234375,-9.6953125
277,-10.75,-7.05859375,-6.61328125,-8.890625,-10.171875,-9.1640625,-5.44140625,-10.765625,-9.6015625,-9.5078125
278,-9.140625,-7.02734375,-5.93359375,-8.703125,-9.296875,-9.2578125,-5.08984375,-11.8359375,-8.53125,-9.640625
279,-10.890625,-8.234375,-5.96484375,-9.78125,-10.9296875,-9.484375,-5.62890625,-11.2265625,-9.8125,-9.6640625
280,-7.984375,-6.75,-4.171875,-9.1796875,-7.015625,-8.4453125,-4.828125,-10.1328125,-6.8125,-8.9140625
281,-8.8359375,-7.890625,-5.71875,-9.375,-8.59375,-9.578125,-5.84375,-11.03125,-7.6875,-9.171875
282,-9.3515625,-7.52734375,-5.29296875,-9.4765625,-9.2421875,-9.1953125,-5.14453125,-10.6875,-7.97265625,-9.1015625
283,-9.390625,-8.109375,-5.92578125,-9.0234375,-9.0234375,-9.15625,-6.56640625,-11.28125,-8.390625,-9.421875
284,-7.15234375,-7.04296875,-5.65234375,-7.97265625,-9.3125,-9.7265625,-4.51953125,-10.9609375,-8.8203125,-9.5390625
285,-8.96875,-8.125,-5.953125,-9.484375,-9.5078125,-9.8359375,-4.875,-11.359375,-9.640625,-9.796875
286,-9.046875,-7.67578125,-5.93359375,-9.421875,-10.5625,-9.4609375,-5.27734375,-10.90625,-9.9765625,-9.5
287,-10.09375,-7.6484375,-6.109375,-9.0546875,-10.3125,-9.625,-5.5546875,-11.15625,-9.8515625,-9.4609375
288,-10.359375,-8.5390625,-5.01953125,-9.3515625,-9.953125,-9.1328125,-6.55078125,-12.7265625,-9.984375,-9.90625
289,-10.0078125,-7.49609375,-7.96484375,-10.8515625,-9.359375,-7.59765625,-7.94921875,-13.578125,-12.9921875,-10.578125
290,-8.296875,-7.7890625,-5.2109375,-10.515625,-8.78125,-9.1328125,-4.375,-11.015625,-9.046875,-10.2421875
291,-8.8984375,-7.21484375,-5.64453125,-9.421875,-9.421875,-8.40625,-5.44921875,-10.4609375,-9.015625,-8.9921875
292,-8.875,-6.77734375,-5.37109375,-9.6015625,-9.4453125,-8.7578125,-5.09765625,-9.9609375,-8.9453125,-9.4453125
293,-8.8515625,-6.69140625,-5.56640625,-9.6640625,-9.203125,-7.55078125,-6.49609375,-9.78125,-8.890625,-9.03125
294,-8.53125,-7.24609375,-5.44140625,-9.6171875,-9.3984375,-8.6328125,-4.06640625,-9.84375,-9.4140625,-9.96875
295,-9.1640625,-7.29296875,-5.68359375,-9.8125,-10.1640625,-8.875,-5.43359375,-11.03125,-9.921875,-9.8046875
296,-8.9453125,-6.64453125,-5.29296875,-9.015625,-10.765625,-9.078125,-5.33203125,-10.296875,-10.203125,-9.46875
297,-10.953125,-8.140625,-6.74609375,-9.6171875,-10.7265625,-8.6171875,-5.03515625,-10.40625,-10.4140625,-9.9375
298,-8.8984375,-6.421875,-5.2734375,-9.5625,-9.8125,-7.96875,-5.640625,-11.71875,-8.65625,-9.265625
299,-9.1953125,-5.97265625,-5.12890625,-9.453125,-9.8203125,-7.51171875,-5.75390625,-11.484375,-9.46875,-10.21875
300,-9.5703125,-10.4921875,-6.4375,-8.484375,-6.546875,-10.9921875,-6.75,-10.640625,-9.2421875,-13.921875
301,-10.0,-8.3125,-6.625,-9.4765625,-7.5625,-9.0703125,-5.9609375,-8.765625,-8.28125,-10.234375
302,-11.359375,-7.578125,-6.765625,-9.40625,-8.0234375,-9.5625,-6.0,-9.3671875,-8.765625,-9.65625
303,-10.0703125,-9.109375,-6.4609375,-7.8203125,-6.5234375,-8.546875,-6.6328125,-9.3203125,-7.46875,-10.703125
304,-8.8125,-6.2890625,-5.9453125,-8.1328125,-8.6640625,-10.125,-4.875,-9.515625,-8.46875,-9.71875
305,-11.2421875,-5.40234375,-8.625,-7.65234375,-8.90625,-10.1640625,-7.87890625,-11.140625,-10.015625,-9.890625
306,-10.6484375,-9.140625,-6.96484375,-8.3828125,-10.96875,-10.5,-6.46484375,-9.8125,-9.9609375,-10.265625
307,-11.0078125,-7.68359375,-7.26953125,-8.4765625,-9.9375,-10.15625,-6.52734375,-9.8359375,-9.0546875,-9.9609375
308,-7.91796875,-8.40625,-6.71484375,-7.48046875,-8.984375,-11.546875,-5.69140625,-10.3046875,-8.09375,-9.9921875
309,-9.9140625,-7.44140625,-6.50390625,-8.0859375,-10.53125,-9.8046875,-6.45703125,-10.8828125,-9.0625,-10.484375
310,-9.2109375,-7.98046875,-6.44140625,-8.4921875,-7.49609375,-10.2109375,-5.83984375,-9.609375,-8.1875,-9.8203125
311,-9.5,-6.06640625,-6.86328125,-9.921875,-8.1171875,-7.51171875,-6.01171875,-10.0234375,-11.265625,-11.96875
312,-10.375,-7.96484375,-6.33203125,-7.27734375,-7.67578125,-9.7890625,-6.36328125,-7.96484375,-9.265625,-9.8515625
313,-9.7421875,-8.1015625,-7.203125,-7.0234375,-7.6640625,-8.6015625,-7.3984375,-9.9453125,-9.2890625,-10.546875
314,-7.90234375,-6.60546875,-7.04296875,-10.0390625,-10.109375,-8.3359375,-4.98828125,-8.9765625,-10.2890625,-9.328125
315,-11.5078125,-9.265625,-6.99609375,-9.484375,-9.75,-10.796875,-6.30859375,-10.421875,-10.4140625,-10.671875
316,-9.8046875,-6.26953125,-5.84765625,-7.81640625,-9.0234375,-9.078125,-4.98046875,-8.5625,-8.78125,-9.0234375
317,-11.7578125,-8.2265625,-7.34375,-9.671875,-9.71875,-10.265625,-6.46875,-9.8515625,-9.8984375,-9.65625
318,-9.4921875,-7.96484375,-6.18359375,-8.46875,-8.7734375,-9.90625,-5.84765625,-10.609375,-8.6796875,-9.703125
319,-10.6875,-8.0625,-6.16796875,-9.34375,-10.203125,-8.984375,-6.53515625,-10.15625,-9.6328125,-9.3359375
320,-9.2109375,-6.1796875,-4.765625,-8.796875,-7.015625,-11.046875,-3.908203125,-8.0546875,-8.1640625,-8.6796875
321,-10.421875,-6.2578125,-6.171875,-8.65625,-7.375,-9.3359375,-5.359375,-8.09375,-8.0625,-8.6171875
322,-10.15625,-5.90625,-5.90625,-8.2734375,-7.8828125,-9.1484375,-5.125,-7.8984375,-7.5625,-8.78125
323,-10.453125,-8.0234375,-5.53515625,-7.26171875,-7.62890625,-9.9375,-6.37890625,-8.6875,-7.76953125,-9.7265625
324,-10.0078125,-8.640625,-6.60546875,-9.109375,-9.75,-11.3359375,-5.50390625,-10.3125,-10.453125,-10.34375
325,-10.359375,-7.62890625,-6.31640625,-8.78125,-7.94140625,-10.6015625,-5.71484375,-9.921875,-9.203125,-10.4609375
326,-11.0,-8.4453125,-6.50390625,-9.15625,-10.0859375,-10.828125,-5.89453125,-9.4921875,-9.421875,-9.953125
327,-11.9296875,-8.046875,-6.58984375,-8.4296875,-10.390625,-10.5703125,-6.23828125,-9.390625,-9.1953125,-9.875
328,-9.4375,-7.390625,-5.6796875,-8.1484375,-8.8671875,-10.765625,-5.7890625,-10.296875,-8.375,-9.75
329,-10.4765625,-8.1015625,-6.25390625,-9.0390625,-10.7734375,-10.2265625,-6.46484375,-9.9296875,-9.4140625,-10.015625
330,-10.671875,-8.46875,-6.59375,-8.609375,-8.71875,-10.75,-5.6484375,-9.671875,-9.1796875,-10.9921875
331,-10.0234375,-7.92578125,-6.31640625,-7.51953125,-9.546875,-9.9921875,-6.08203125,-8.8828125,-8.609375,-9.84375
332,-10.390625,-7.94140625,-6.19140625,-7.88671875,-8.9375,-10.515625,-5.77734375,-8.3203125,-8.5859375,-9.921875
333,-10.3515625,-8.3515625,-6.3046875,-6.765625,-10.34375,-8.8203125,-8.390625,-10.4765625,-8.8828125,-12.4375
334,-9.5078125,-7.3984375,-6.765625,-7.7265625,-9.3828125,-10.4765625,-5.140625,-8.921875,-9.40625,-10.3359375
335,-10.3984375,-7.49609375,-6.72265625,-7.80078125,-9.6171875,-10.3671875,-5.62109375,-9.171875,-9.9609375,-10.2578125
336,-10.59375,-8.109375,-5.953125,-7.2421875,-10.5234375,-11.1640625,-5.1171875,-7.8671875,-10.28125,-9.8125
337,-12.03125,-8.375,-7.12890625,-8.515625,-10.375,-10.5859375,-6.09765625,-9.1015625,-10.0859375,-10.53125
338,-9.8203125,-8.6640625,-6.2265625,-8.0859375,-8.9921875,-10.421875,-5.3828125,-10.140625,-9.3671875,-10.59375
339,-10.5859375,-7.8515625,-6.3828125,-8.3046875,-10.15625,-9.3359375,-6.125,-9.6484375,-10.0,-10.421875
340,-8.5703125,-7.5,-6.4453125,-8.5078125,-8.828125,-11.3125,-3.6875,-9.2578125,-10.109375,-10.21875
341,-8.9375,-7.6953125,-6.34375,-8.0546875,-9.09375,-10.515625,-4.90625,-8.796875,-9.171875,-9.6640625
342,-10.2109375,-8.703125,-6.35546875,-9.015625,-9.5703125,-10.9375,-5.16015625,-9.4296875,-9.7421875,-10.28125
343,-7.83984375,-6.43359375,-5.69921875,-7.64453125,-7.72265625,-8.140625,-6.16015625,-7.62890625,-8.0390625,-8.7734375
344,-7.55859375,-7.17578125,-6.24609375,-6.77734375,-8.96875,-10.8671875,-3.849609375,-9.3984375,-9.5078125,-10.109375
345,-10.28125,-8.90625,-7.1953125,-8.8515625,-9.7578125,-11.0,-5.5703125,-10.125,-10.5859375,-10.8125
346,-9.59375,-8.1171875,-6.8359375,-7.9765625,-9.7578125,-10.7578125,-4.9375,-9.5390625,-10.2265625,-10.15625
347,-10.6875,-8.21875,-7.078125,-8.390625,-9.984375,-10.7734375,-5.3046875,-9.6796875,-10.3359375,-10.2265625
348,-8.859375,-8.296875,-6.0625,-7.2890625,-9.0390625,-11.078125,-5.2265625,-10.6796875,-9.2734375,-10.046875
349,-9.9453125,-8.484375,-6.8125,-9.0859375,-10.4453125,-10.5234375,-5.8671875,-10.5234375,-10.5,-10.359375
350,-9.171875,-8.625,-5.38671875,-8.7734375,-8.6953125,-10.5078125,-4.68359375,-8.984375,-8.96875,-10.4765625
351,-10.375,-9.140625,-6.5703125,-8.0,-11.0234375,-11.453125,-6.6015625,-9.2421875,-10.3203125,-10.1796875
352,-9.2734375,-7.6640625,-5.4453125,-7.3203125,-9.4765625,-10.8359375,-5.3984375,-8.3125,-9.578125,-9.3203125
353,-10.3125,-8.5234375,-6.63671875,-8.21875,-10.2578125,-10.1796875,-6.88671875,-9.4140625,-10.1484375,-10.390625
354,-8.875,-8.3515625,-6.7265625,-8.0859375,-10.4453125,-10.78125,-4.9609375,-9.71875,-10.1484375,-10.2578125
355,-9.8203125,-6.890625,-6.9296875,-8.046875,-10.859375,-9.1796875,-5.9375,-9.4921875,-10.8203125,-9.9375
356,-9.0859375,-7.4375,-6.015625,-7.0625,-10.1875,-9.7578125,-5.6328125,-8.875,-10.15625,-9.75
357,-11.1875,-9.5625,-7.828125,-7.7734375,-10.7734375,-11.6328125,-7.4140625,-9.875,-10.15625,-10.7109375
358,-8.296875,-6.65234375,-5.48046875,-6.76171875,-9.75,-8.7421875,-5.89453125,-10.0625,-8.875,-9.3828125
359,-9.9453125,-8.546875,-6.78125,-9.15625,-11.5078125,-9.8359375,-6.1484375,-10.390625,-11.171875,-9.984375
360,-13.4296875,-8.6171875,-7.734375,-11.671875,-11.4453125,-11.8515625,-5.6796875,-11.6171875,-12.5859375,-11.015625
361,-10.046875,-7.26953125,-6.69140625,-9.9453125,-9.1328125,-9.5546875,-6.52734375,-10.7421875,-11.1171875,-11.21875
362,-9.765625,-7.72265625,-6.27734375,-9.0390625,-9.8984375,-9.765625,-5.20703125,-9.015625,-9.640625,-9.53125
363,-10.21875,-8.1015625,-6.2890625,-7.8515625,-10.2109375,-9.75,-6.734375,-9.3359375,-9.3515625,-10.578125
364,-8.4453125,-6.96484375,-5.24609375,-7.75390625,-9.171875,-8.8671875,-4.05078125,-8.859375,-9.5078125,-9.671875
365,-9.6484375,-6.46484375,-5.41015625,-7.96484375,-8.1484375,-7.74609375,-4.39453125,-9.1796875,-9.40625,-9.015625
366,-10.71875,-8.6015625,-5.7734375,-8.5390625,-9.0703125,-8.328125,-4.7734375,-9.7421875,-9.671875,-9.4296875
367,-10.546875,-8.3046875,-6.5390625,-8.7265625,-10.28125,-9.65625,-5.328125,-9.71875,-10.3984375,-9.828125
368,-8.7109375,-8.015625,-5.1953125,-6.8125,-10.046875,-10.953125,-5.9296875,-10.234375,-9.7734375,-9.640625
369,-9.421875,-6.48828125,-6.85546875,-8.8125,-11.6640625,-9.46875,-6.23828125,-9.875,-10.28125,-11.0078125
370,-10.0546875,-9.3515625,-6.5390625,-9.25,-9.6328125,-10.8828125,-4.4375,-8.921875,-10.671875,-10.125
371,-10.578125,-9.0859375,-6.86328125,-8.890625,-10.4375,-10.6640625,-5.26953125,-8.984375,-10.4375,-9.7734375
372,-10.3359375,-8.875,-6.3203125,-8.7734375,-9.8515625,-10.84375,-5.0546875,-8.765625,-10.21875,-9.625
373,-10.46875,-8.8515625,-6.65625,-8.0703125,-9.625,-10.1796875,-5.6171875,-9.0,-10.0703125,-10.0859375
374,-9.109375,-8.703125,-6.94921875,-8.4453125,-9.875,-10.734375,-4.42578125,-9.265625,-10.734375,-9.90625
375,-9.9140625,-9.1015625,-6.98046875,-8.9453125,-10.0078125,-10.5859375,-5.86328125,-9.8984375,-11.390625,-10.9140625
376,-9.75,-8.640625,-6.6953125,-7.765625,-10.296875,-10.625,-4.8984375,-8.9765625,-11.1328125,-9.6171875
377,-10.8515625,-8.734375,-7.13671875,-8.25,-10.5625,-9.578125,-5.58984375,-9.1484375,-10.8984375,-9.640625
378,-10.3828125,-10.1171875,-6.5234375,-9.2734375,-10.34375,-10.796875,-5.7578125,-10.8125,-10.4296875,-10.1484375
379,-10.46875,-9.3125,-7.07421875,-9.3203125,-11.109375,-10.4375,-5.72265625,-10.03125,-11.28125,-9.859375
380,-8.9453125,-8.6875,-5.75,-8.46875,-9.0625,-10.3125,-5.265625,-9.671875,-9.6875,-9.59375
381,-9.9296875,-9.3125,-6.28515625,-8.9296875,-10.609375,-10.6328125,-6.08203125,-9.7734375,-9.8359375,-9.3203125
382,-9.46875,-8.3984375,-5.96875,-8.9765625,-9.546875,-9.9296875,-5.34375,-9.59375,-9.3125,-8.8984375
383,-9.2265625,-8.328125,-6.046875,-7.265625,-8.5546875,-9.7421875,-6.25,-9.59375,-9.0703125,-9.6640625
384,-8.625,-7.58984375,-5.45703125,-8.0546875,-10.09375,-10.9921875,-5.73046875,-9.234375,-10.546875,-9.0390625
385,-9.1953125,-8.1484375,-6.65234375,-8.78125,-10.3359375,-10.21875,-5.74609375,-10.1640625,-10.921875,-9.421875
386,-10.0859375,-8.6484375,-6.4921875,-9.4140625,-10.15625,-10.34375,-6.09375,-9.8671875,-10.8125,-9.5078125
387,-10.9921875,-9.5625,-6.875,-8.90625,-11.5,-10.6796875,-6.2109375,-10.1171875,-11.15625,-9.84375
388,-8.34375,-7.87109375,-5.16796875,-7.73046875,-9.6015625,-9.3125,-5.89453125,-10.6484375,-9.7265625,-9.3125
389,-9.546875,-8.453125,-6.421875,-8.96875,-11.2890625,-9.671875,-6.2890625,-10.65625,-11.2265625,-9.8046875
390,-9.8828125,-8.5234375,-5.66796875,-9.171875,-9.5859375,-9.953125,-5.11328125,-9.4140625,-10.65625,-10.3203125
391,-9.703125,-7.5,-5.890625,-8.25,-9.7265625,-9.078125,-5.5,-8.921875,-9.9765625,-9.5390625
392,-8.703125,-6.19140625,-5.53515625,-8.0546875,-7.66796875,-8.7578125,-4.37109375,-7.35546875,-9.15625,-8.6171875
393,-10.234375,-8.015625,-6.17578125,-8.0,-9.796875,-9.359375,-6.15234375,-8.9921875,-10.046875,-10.2578125
394,-8.984375,-6.9140625,-6.21875,-8.3828125,-9.7890625,-9.578125,-4.53125,-8.921875,-10.5390625,-9.6875
395,-10.2734375,-8.1796875,-6.34375,-9.3359375,-10.390625,-9.8203125,-5.5625,-9.9921875,-11.3359375,-10.0546875
396,-10.28125,-7.4140625,-5.9921875,-8.0546875,-11.3203125,-9.53125,-5.7578125,-9.09375,-11.3359375,-9.5703125
397,-11.1796875,-8.078125,-6.62109375,-9.28125,-11.140625,-9.9609375,-5.91796875,-9.3515625,-11.4375,-9.671875
398,-9.5390625,-7.6875,-5.5390625,-8.8828125,-9.9765625,-9.1953125,-5.796875,-10.0859375,-10.5234375,-9.515625
399,-10.3828125,-7.69140625,-5.44921875,-9.3046875,-11.421875,-9.2421875,-6.44921875,-10.2734375,-11.3046875,-10.34375
400,-7.45703125,-8.6796875,-4.23046875,-8.046875,-7.79296875,-10.8125,-3.76171875,-9.78125,-9.5,-10.6484375
401,-8.8984375,-8.3359375,-5.6015625,-7.6171875,-8.4453125,-10.5234375,-5.6640625,-8.5703125,-8.9609375,-8.2578125
402,-9.5625,-9.046875,-6.640625,-8.1640625,-8.3984375,-10.59375,-4.859375,-9.3125,-9.046875,-8.3125
403,-10.15625,-9.0703125,-5.3984375,-8.4609375,-7.03125,-9.46875,-6.265625,-8.7265625,-8.8203125,-8.5546875
404,-10.625,-9.125,-4.796875,-10.2421875,-10.96875,-10.4453125,-8.6171875,-12.421875,-11.828125,-11.2734375
405,-9.5859375,-8.0703125,-6.9453125,-8.609375,-9.25,-11.7578125,-5.6484375,-10.1953125,-10.6875,-9.8125
406,-9.1640625,-8.546875,-6.45703125,-7.12109375,-10.0625,-10.1875,-5.31640625,-9.453125,-10.96875,-8.6796875
407,-9.5859375,-7.6484375,-7.15625,-7.109375,-9.03125,-11.2578125,-4.8359375,-9.4453125,-10.2265625,-8.046875
408,-10.0390625,-8.1015625,-5.9921875,-7.890625,-8.71875,-11.546875,-7.203125,-11.015625,-8.421875,-9.1796875
409,-8.6953125,-5.3125,-6.875,-7.578125,-10.9140625,-9.921875,-5.6328125,-8.8515625,-10.0390625,-8.59375
410,-9.5078125,-9.5859375,-6.87109375,-8.484375,-9.1171875,-10.96875,-5.53515625,-9.6875,-10.9375,-9.2421875
411,-7.00390625,-7.41796875,-5.54296875,-7.37109375,-8.140625,-9.8125,-4.78515625,-8.453125,-8.6015625,-8.65625
