,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-6.560163974761963,-7.358399868011475,-6.578288555145264,-6.732544422149658,-6.214786052703857,-6.928897857666016
1,-5.895328998565674,-8.061698913574219,-7.253161907196045,-6.929947853088379,-6.391083717346191,-7.586127281188965
2,-5.313801288604736,-6.822629928588867,-7.207824230194092,-6.943118572235107,-6.790609359741211,-7.2888994216918945
4,-6.019524097442627,-7.107606410980225,-6.375543117523193,-7.320483684539795,-6.98566484451294,-6.752934455871582
3,-5.714439868927002,-8.08740234375,-7.582163333892822,-5.866523742675781,-5.897307395935059,-6.497970581054688
5,-5.0751495361328125,-8.52907943725586,-6.81109619140625,-7.998303413391113,-7.410505771636963,-8.267045021057129
7,-6.311492919921875,-7.951141834259033,-6.759994983673096,-7.138864994049072,-7.7907938957214355,-7.440426826477051
6,-6.081234455108643,-6.091742038726807,-4.818350315093994,-7.118137359619141,-5.110339164733887,-6.946796417236328
8,-6.577593803405762,-8.556093215942383,-8.844792366027832,-6.799408912658691,-6.880159378051758,-7.488519191741943
15,-6.08754825592041,-8.316622734069824,-7.898116588592529,-6.926337718963623,-7.010067939758301,-7.578222274780273
9,-5.709234237670898,-6.381963729858398,-6.5709075927734375,-6.924810886383057,-6.994960784912109,-7.295258522033691
14,-5.737189769744873,-6.327160358428955,-7.228813648223877,-7.617123603820801,-7.034549713134766,-7.789324760437012
10,-6.97849178314209,-6.843376636505127,-7.10445499420166,-7.393788337707519,-6.615720272064209,-7.2334065437316895
12,-5.735270023345947,-7.446798324584961,-7.169923305511475,-7.023900985717773,-6.410216808319092,-6.604314804077148
11,-5.225215435028076,-7.315176486968994,-6.806299686431885,-6.873871326446533,-6.83883810043335,-6.819095134735107
13,-6.023043632507324,-8.515617370605469,-6.883885383605957,-7.697941780090332,-6.478133201599121,-7.2530646324157715
16,-6.006385326385498,-7.0381693840026855,-6.505830764770508,-6.715420722961426,-6.833860397338867,-6.618356227874756
17,-6.439865112304688,-5.873007297515869,-6.908150672912598,-7.446340560913086,-7.084536075592041,-7.34619665145874
18,-7.301425457000732,-8.327526092529297,-8.755064964294434,-8.019706726074219,-7.937684535980225,-8.394028663635254
19,-5.503811359405518,-6.377739429473877,-8.063159942626953,-7.385334491729736,-7.189338684082031,-8.069148063659668
