,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-4.07969856262207,-8.206109046936035,-7.633439540863037,-7.618132591247559,-7.369861602783203,-7.474454879760742
1,-6.741218566894531,-7.396562576293945,-7.750311851501465,-7.773407936096191,-7.83831262588501,-7.554954528808594
2,-3.493089199066162,-6.521328926086426,-6.675495147705078,-7.277162075042725,-7.217597961425781,-7.352427005767822
3,-4.25350284576416,-6.942660331726074,-6.994451522827148,-6.861342906951904,-6.527157783508301,-6.807624816894531
5,-6.848681926727295,-6.809419631958008,-6.481318473815918,-6.007961273193359,-6.462922096252441,-5.737236022949219
7,-7.711081981658935,-8.169393539428711,-7.419257640838623,-7.777389049530029,-7.3874311447143555,-8.007877349853516
6,-4.214697360992432,-6.784488677978516,-6.336544513702393,-7.612260341644287,-6.903297424316406,-6.901874542236328
8,-3.492156505584717,-6.437461853027344,-7.596889019012451,-7.599358081817627,-7.82593297958374,-7.735016345977783
9,-3.4488120079040527,-7.810827255249023,-7.089145183563232,-7.12240743637085,-7.121204376220703,-7.200477600097656
10,-3.3765225410461426,-5.836962699890137,-6.791471481323242,-7.8350958824157715,-8.5919189453125,-7.900438785552978
11,-5.025660991668701,-8.8605318069458,-8.805451393127441,-8.603163719177246,-8.423345565795898,-5.926316738128662
13,-5.7623701095581055,-7.88591194152832,-7.338798522949219,-9.05029010772705,-8.626758575439453,-8.75976276397705
12,-3.7139039039611816,-7.0883402824401855,-7.844696998596191,-7.467750549316406,-7.619577407836914,-8.050010681152344
14,-4.978737831115723,-7.20833683013916,-7.9429402351379395,-6.847493171691895,-7.066584587097168,-6.636972904205322
23,-3.1893444061279297,-7.553332805633545,-6.56755256652832,-7.581174373626709,-8.15186882019043,-7.901287078857422
16,-5.0356950759887695,-6.87799596786499,-7.076470375061035,-7.377892017364502,-7.717508792877197,-7.251182556152344
17,-5.558058261871338,-6.913550853729248,-7.857671737670898,-8.168109893798828,-7.572825908660889,-7.719697952270508
18,-4.96663236618042,-6.386484146118164,-6.382051467895508,-6.752481937408447,-7.341670036315918,-7.244153499603271
19,-4.573272228240967,-7.952245235443115,-8.008827209472656,-8.026479721069336,-7.84971284866333,-7.934506893157959
4,-8.189204216003418,-7.368853569030762,-6.700015544891357,-8.267714500427246,-7.610424995422363,-6.612003803253174
22,-5.300187110900879,-7.534393310546875,-7.441935539245605,-7.430638790130615,-7.589947700500488,-7.727376937866211
21,-4.86997127532959,-5.476050853729248,-7.79857063293457,-7.903318881988525,-7.694189071655273,-7.671055793762207
15,-3.958425045013428,-7.414533138275146,-8.490002632141113,-8.048757553100586,-8.387154579162598,-7.827873229980469
20,-4.416150093078613,-7.221530914306641,-7.529288291931152,-7.014004707336426,-7.676362991333008,-7.1191558837890625
