,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-1.3827780485153198,-4.827022552490234,-3.116729974746704,-8.69626522064209,-7.820783615112305,-7.335071086883545
1,-2.4221153259277344,-3.161858558654785,-3.690643787384033,-5.701122760772705,-8.19187068939209,-5.097578525543213
2,-1.5578906536102295,-5.387051582336426,-8.201353073120117,-9.099011421203612,-8.407854080200195,-6.969200611114502
3,-1.6583951711654663,-6.69154691696167,-6.818173408508301,-10.02840805053711,-10.450511932373049,-8.601192474365234
5,-2.02236008644104,-3.900550842285156,-5.968052387237549,-8.883825302124023,-10.060904502868652,-8.671628952026367
7,-1.8686399459838867,-2.229947805404663,-5.165408611297607,-6.360260963439941,-6.958906173706055,-6.406089782714844
6,-1.453055500984192,-4.63967227935791,-9.47720718383789,-9.652721405029297,-8.912849426269531,-8.532821655273438
8,-1.293249249458313,-3.907626390457153,-9.96613311767578,-9.139974594116213,-9.705098152160645,-7.609368324279785
9,-2.115252733230591,-4.801358222961426,-4.856009483337402,-1.647270679473877,-3.197051286697388,-6.622246265411377
10,-1.0471211671829224,-6.83614444732666,-7.640525817871094,-8.619999885559082,-8.700522422790527,-7.265278339385986
11,-1.9100366830825808,-8.708280563354492,-10.07358169555664,-9.93921947479248,-9.711040496826172,-8.702608108520508
13,-3.925024032592773,-3.375317096710205,-3.997525930404663,-5.305376052856445,-9.114265441894531,-6.517382621765137
12,-1.5389684438705444,-5.712123394012451,-5.738338947296143,-7.345833778381348,-4.695380210876465,-1.267652988433838
14,-1.52168869972229,-3.6844465732574463,-4.173830986022949,-6.368204116821289,-10.342521667480469,-8.6839599609375
23,-1.867438554763794,-4.032820224761963,-6.198904991149902,-8.59734058380127,-9.28133773803711,-8.656706809997559
16,-2.119387149810791,-3.849978685379028,-9.417306900024414,-9.857640266418455,-9.44187831878662,-8.203492164611816
17,-0.8711055517196655,-4.248063087463379,-5.684825897216797,-9.19032096862793,-10.771973609924316,-8.58614444732666
18,-1.5583643913269043,-4.567249298095703,-9.119638442993164,-8.89195442199707,-9.700414657592772,-7.842457294464111
19,-2.130887269973755,-4.229852676391602,-6.555144309997559,-8.518715858459473,-8.914483070373535,-8.133768081665039
4,-2.0692672729492188,-4.2067084312438965,-4.610149383544922,-4.0605292320251465,-3.57851505279541,-5.340920925140381
22,-1.7308907508850098,-5.20498514175415,-8.934988021850586,-9.55744457244873,-9.170578002929688,-8.365591049194336
21,-1.1021112203598022,-3.3126442432403564,-6.885844230651856,-7.934480667114258,-8.409597396850586,-6.041097640991211
15,-2.404759645462036,-3.5270192623138428,-3.8388617038726807,-8.729976654052734,-9.166266441345217,-7.778465270996094
20,-1.406511902809143,-3.509298086166382,-6.013526916503906,-6.839890956878662,-5.991167068481445,-4.096013069152832
