,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-3.5397300720214844,-8.617904663085938,-10.554059028625488,-8.53734302520752,-7.894019603729248,-10.016305923461914
1,-3.009896993637085,-9.515191078186035,-9.968162536621094,-9.8589506149292,-8.903484344482422,-9.86697006225586
2,-3.294238567352295,-4.8892741203308105,-9.258546829223633,-9.552064895629885,-8.818673133850098,-10.363622665405272
4,-4.299420833587647,-6.9246673583984375,-10.900574684143066,-9.386520385742188,-9.453160285949709,-9.09173583984375
3,-3.958587408065796,-7.799383163452148,-11.28435230255127,-9.204890251159668,-8.916232109069824,-9.776320457458496
5,-3.327122211456299,-10.66768741607666,-10.316729545593262,-10.490886688232422,-10.041056632995604,-10.365260124206545
7,-5.883818626403809,-6.371832847595215,-9.661020278930664,-9.418083190917969,-9.292707443237305,-9.009994506835938
6,-3.5480637550354004,-9.646833419799805,-9.711651802062988,-9.709880828857422,-8.704774856567383,-9.413841247558594
8,-4.200760841369629,-10.537694931030272,-10.476133346557615,-10.579012870788574,-9.890091896057127,-10.712806701660156
15,-3.4070980548858643,-6.563330173492432,-9.472274780273438,-9.084466934204102,-9.529047966003418,-10.008620262145996
9,-4.501741409301758,-7.450933933258057,-6.320537567138672,-9.426013946533203,-8.626349449157715,-9.635886192321776
14,-3.119375228881836,-4.897937297821045,-5.141677379608154,-7.192995071411133,-9.651041030883787,-11.181171417236328
10,-2.98518705368042,-9.167353630065918,-10.98667049407959,-10.435603141784668,-10.04942798614502,-10.08491325378418
12,-3.218434810638428,-9.595674514770508,-9.592869758605955,-9.915252685546877,-8.219820976257324,-10.55013656616211
11,-2.918088436126709,-4.538144588470459,-10.209808349609377,-9.285606384277344,-9.857337951660156,-10.837799072265623
13,-4.216856479644775,-4.238515853881836,-8.1632080078125,-10.106422424316406,-10.122795104980469,-11.076933860778809
16,-4.335692882537842,-7.009212017059326,-9.834192276000977,-9.914567947387695,-9.797995567321776,-10.046537399291992
17,-3.991635799407959,-6.284092903137207,-10.440780639648438,-9.889044761657717,-9.42732048034668,-9.700020790100098
18,-5.077200412750244,-6.228696346282959,-5.260136604309082,-9.217089653015137,-9.373494148254396,-10.275915145874023
19,-3.001699924468994,-8.750164985656738,-9.289142608642578,-8.97789478302002,-8.843086242675781,-9.621071815490723
