,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-2.6186952590942383,-2.34722113609314,-1.903613328933716,-6.426262855529785,-5.43207597732544,-6.134325981140137
1,-2.448513984680176,-7.179690361022949,-7.303421020507812,-6.292184352874756,-6.556337833404541,-6.380895137786865
2,-2.832947254180908,-7.018762588500977,-5.964750289916992,-5.723823547363281,-5.817770004272461,-6.277449607849121
4,-2.0185699462890625,-6.609044075012207,-5.875217914581299,-6.007071495056152,-5.717878341674805,-6.53454065322876
3,-3.164614677429199,-4.568144798278809,-5.330729961395264,-5.985819339752197,-5.940240859985352,-6.121877193450928
5,-3.222903251647949,-5.799208164215088,-6.080678462982178,-6.137133121490479,-5.5235748291015625,-6.876414299011231
7,-2.5827035903930664,-3.71722674369812,-6.2312421798706055,-6.909867763519287,-6.852095127105713,-7.297065734863281
6,-3.5744543075561523,-7.670482158660889,-6.499104022979736,-5.832891464233398,-5.772984504699707,-6.445997714996338
8,-3.336121320724488,-5.099943161010742,-7.738677501678467,-7.339529991149902,-7.586564540863037,-7.782071590423584
15,-2.6199440956115723,-3.662635326385498,-5.233993053436279,-5.675087928771973,-4.873277187347412,-5.365790843963623
9,-3.927822351455689,-7.306928634643555,-6.930925369262695,-6.796394348144531,-8.486160278320312,-7.58132791519165
14,-2.691153049468994,-7.91879940032959,-7.384209632873535,-7.289669990539551,-7.289669990539551,-7.832284927368164
10,-2.873938798904419,-6.209689140319824,-5.558207035064697,-5.795083999633789,-5.626021385192871,-6.641490936279297
12,-2.1479620933532715,-4.589560031890869,-2.5434303283691406,-5.904279708862305,-6.166013240814209,-6.076163768768311
11,-2.3109655380249023,-7.527040004730225,-6.340886116027832,-6.340886116027832,-6.204451560974121,-7.177927970886231
13,-3.579294919967652,-2.7355871200561523,-4.268815517425537,-6.963202953338623,-5.229591369628906,-5.228367328643799
16,-3.748224496841431,-7.730636119842529,-6.705643177032471,-4.746184825897217,-5.255213260650635,-5.215324401855469
17,-2.444977283477783,-7.498373508453369,-8.24395751953125,-8.22713851928711,-8.377602577209473,-6.688242435455322
18,-3.523130178451538,-3.3795599937438965,-7.143186569213867,-7.117224216461182,-6.4124860763549805,-6.173097610473633
19,-3.564823865890503,-3.731787204742432,-7.313551425933838,-5.898839473724365,-5.609631061553955,-5.981620788574219
