,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
1,-2.789012908935547,-8.020761489868164,-7.483746528625488,-6.958520412445068,-6.784412384033203,-6.380895137786865
3,-4.434739589691162,-5.571050643920898,-6.512195110321045,-5.902362823486328,-6.117002487182617,-6.121877193450928
8,-4.102023124694824,-7.42390251159668,-8.42363166809082,-8.234439849853516,-8.195878982543945,-7.782071590423584
2,-3.0687379837036133,-7.309734344482422,-6.260052680969238,-5.985419273376465,-5.827324867248535,-6.277449607849121
14,-3.02338981628418,-8.677641868591309,-8.2269868850708,-8.107745170593262,-7.952004432678223,-7.832284927368164
12,-2.276745557785034,-4.385913372039795,-5.626641750335693,-6.696684837341309,-6.204155445098877,-6.076163768768311
21,-4.629434585571289,-7.614074230194092,-6.557320594787598,-5.228017330169678,-5.994628429412842,-5.275242805480957
23,-4.667478084564209,-5.339942932128906,-5.352560520172119,-7.492137908935547,-6.734543800354004,-5.894111156463623
9,-3.722591400146485,-7.81777286529541,-7.626379013061523,-7.200749397277832,-8.665870666503906,-7.58132791519165
11,-3.021305084228516,-8.49110221862793,-7.183884620666504,-7.235381126403809,-7.204277992248535,-7.177927970886231
10,-3.113889217376709,-6.87484884262085,-6.240399360656738,-6.101763725280762,-6.004609107971191,-6.641490936279297
20,-3.0445425510406494,-6.777300357818604,-7.240555286407471,-7.456588268280029,-6.426382541656494,-6.734848976135254
0,-3.9693703651428223,-3.784010410308838,-3.513390064239502,-6.084845066070557,-5.597827911376953,-6.134325981140137
17,-2.482396364212036,-8.10446834564209,-8.969589233398438,-8.5082368850708,-8.341232299804688,-6.688242435455322
18,-2.9939844608306885,-3.860974788665772,-7.952700138092041,-7.753276348114014,-7.391965389251709,-6.173097610473633
19,-4.988337993621826,-4.997860908508301,-7.809990406036377,-6.176375389099121,-5.910029888153076,-5.981620788574219
16,-3.8781256675720215,-8.023470878601074,-6.781800270080566,-5.3175482749938965,-5.540898323059082,-5.215324401855469
4,-2.52864408493042,-7.238433361053467,-6.595699787139893,-6.164941310882568,-5.98945951461792,-6.53454065322876
5,-3.1868109703063965,-7.478486061096191,-6.800994873046875,-7.0221757888793945,-6.132529258728027,-6.876414299011231
13,-3.863368034362793,-3.3744421005249023,-4.515375137329102,-6.52121639251709,-5.505620956420898,-5.228367328643799
6,-3.607375144958496,-7.680747509002685,-6.424166202545166,-6.05582332611084,-6.224086284637451,-6.445997714996338
