,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-8.21875,-17.96875,-20.390625,-19.140625,-21.3125,-20.71875
1,-8.84375,-19.703125,-20.859375,-19.9375,-19.140625,-20.484375
2,-8.2890625,-17.328125,-17.609375,-16.9375,-16.640625,-14.109375
3,-8.4609375,-17.765625,-17.5625,-17.78125,-20.828125,-21.5625
4,-8.8671875,-18.171875,-19.9375,-17.4375,-19.578125,-20.296875
5,-8.40625,-18.765625,-17.40625,-19.078125,-20.25,-20.5625
6,-9.1171875,-17.3125,-18.078125,-17.75,-19.015625,-20.203125
7,-8.1640625,-19.1875,-17.75,-17.46875,-17.46875,-18.578125
8,-8.6484375,-17.5,-18.34375,-20.265625,-18.5,-20.625
9,-8.25,-18.984375,-16.34375,-15.5234375,-15.4140625,-18.96875
10,-8.140625,-19.0625,-18.671875,-18.1875,-20.921875,-21.265625
11,-8.6484375,-18.828125,-15.7109375,-15.6796875,-15.6796875,-18.1875
12,-8.4140625,-18.03125,-17.40625,-20.0625,-18.796875,-20.640625
13,-8.390625,-18.734375,-20.921875,-20.640625,-18.296875,-19.890625
14,-8.203125,-18.03125,-16.484375,-16.140625,-16.0,-17.828125
15,-8.21875,-19.796875,-19.046875,-21.09375,-19.75,-21.46875
16,-8.953125,-19.671875,-18.515625,-19.328125,-17.609375,-20.34375
17,-7.41796875,-16.484375,-16.828125,-16.828125,-16.765625,-20.25
18,-8.046875,-20.59375,-17.90625,-17.859375,-19.5,-20.546875
19,-8.65625,-18.234375,-16.515625,-20.421875,-18.0,-19.9375
