,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-10.1171875,-11.234375,-10.9609375,-10.4765625,-11.0859375,-11.1796875
1,-9.640625,-10.484375,-10.5625,-10.2109375,-9.53125,-11.328125
2,-11.6171875,-13.234375,-12.4140625,-15.84375,-12.890625,-10.2109375
3,-10.453125,-14.0546875,-14.90625,-14.1015625,-13.3046875,-13.921875
4,-10.8125,-9.9453125,-11.375,-10.7734375,-10.0859375,-10.0390625
5,-10.171875,-12.5,-9.53125,-10.0234375,-9.765625,-9.0703125
6,-10.6953125,-11.90625,-11.7265625,-11.84375,-13.1484375,-13.8515625
7,-10.828125,-13.6015625,-12.6796875,-13.734375,-11.15625,-10.4609375
8,-10.03125,-9.390625,-9.171875,-10.6484375,-10.703125,-10.9296875
9,-9.4140625,-10.6796875,-9.640625,-9.625,-10.875,-11.1953125
10,-9.65625,-12.8515625,-9.6640625,-9.4453125,-8.2734375,-8.6875
11,-10.9140625,-12.671875,-11.4765625,-10.6328125,-9.2734375,-11.0
12,-10.734375,-13.703125,-12.9765625,-13.046875,-14.9140625,-14.1484375
13,-10.015625,-13.5625,-12.4765625,-13.90625,-11.078125,-10.6796875
14,-10.7578125,-12.8671875,-12.53125,-14.0703125,-11.9609375,-12.0234375
15,-10.484375,-10.4609375,-10.5625,-11.0859375,-10.796875,-11.1484375
16,-10.21875,-11.53125,-14.3046875,-13.1171875,-13.328125,-14.703125
17,-9.4140625,-11.1640625,-11.34375,-11.640625,-11.5234375,-11.9453125
18,-9.25,-10.90625,-9.6484375,-8.078125,-9.8515625,-9.2265625
19,-9.6171875,-12.890625,-10.359375,-10.4765625,-11.203125,-12.1015625
