,agent0_kangaroo,agent0_koala,agent0_lion,agent0_elephant,agent0_giraffe,agent0_dolphin,agent1_kangaroo,agent1_koala,agent1_lion,agent1_elephant,agent1_giraffe,agent1_dolphin,agent2_kangaroo,agent2_koala,agent2_lion,agent2_elephant,agent2_giraffe,agent2_dolphin,agent3_kangaroo,agent3_koala,agent3_lion,agent3_elephant,agent3_giraffe,agent3_dolphin,agent4_kangaroo,agent4_koala,agent4_lion,agent4_elephant,agent4_giraffe,agent4_dolphin,agent5_kangaroo,agent5_koala,agent5_lion,agent5_elephant,agent5_giraffe,agent5_dolphin,agent0_panda,agent0_penguin,agent0_chimpanzee,agent0_orangutan,agent1_panda,agent1_penguin,agent1_chimpanzee,agent1_orangutan,agent2_panda,agent2_penguin,agent2_chimpanzee,agent2_orangutan,agent3_panda,agent3_penguin,agent3_chimpanzee,agent3_orangutan,agent4_panda,agent4_penguin,agent4_chimpanzee,agent4_orangutan,agent5_panda,agent5_penguin,agent5_chimpanzee,agent5_orangutan,agent0_466,agent1_466,agent2_466,agent3_466,agent4_466,agent5_466
0,-5.068066120147705,-3.7287795543670654,-7.027083396911621,-1.1300088167190552,-0.974531590938568,-4.751601219177246,-3.673804998397827,-4.001687049865723,-7.737544059753418,-1.7640645503997805,-2.319512128829956,-1.7158067226409912,-7.568990230560303,-7.387131214141846,-8.484609603881836,-2.0422463417053223,-4.312826633453369,-0.3319288194179535,-6.658316612243652,-6.540941715240479,-9.214008331298828,-2.1981449127197266,-4.211965560913086,-0.2500953674316406,-6.222842216491699,-6.609284400939941,-8.596149444580078,-1.851298332214356,-4.181639671325684,-0.3556967377662658,-6.702271461486816,-6.4302659034729,-8.060909271240234,-1.484636306762695,-3.574646711349488,-0.4526919722557068,-5.781595230102539,-1.6186511516571045,-7.50912618637085,-10.0811128616333,-4.831340789794922,-4.957493782043457,-6.8593573570251465,-7.038363933563232,-6.037644863128662,-8.417865753173828,-6.090114116668701,-7.137326717376709,-5.919212341308594,-6.549453258514404,-6.632080078125,-8.178350448608398,-5.249116897583008,-6.658624649047852,-6.8340911865234375,-8.635163307189941,-5.469175338745117,-7.044151306152344,-6.205244064331055,-6.833255767822266,-0.0086833043023943,-0.2036486864089965,-4.400012016296387,-3.8876123428344727,-6.773426055908203,-12.43913459777832
2,-3.744158744812012,-3.268643617630005,-7.496201038360596,-1.260783553123474,-0.993091881275177,-4.208585262298584,-4.07620906829834,-4.246685981750488,-7.253416061401367,-1.2806551456451416,-2.6232197284698486,-1.323009729385376,-7.42432975769043,-6.600347518920898,-7.472365379333496,-2.903738260269165,-4.142653465270996,-0.6047842502593994,-7.731088161468506,-7.264472961425781,-7.850971698760986,-2.582569360733032,-4.289678573608398,-0.4695875942707062,-7.835640907287598,-7.296639442443848,-7.7941741943359375,-2.528450965881348,-4.187971115112305,-0.5460213422775269,-7.72054386138916,-7.042531490325928,-7.825484275817871,-2.507150650024414,-3.868240594863892,-1.0293731689453125,-5.53623628616333,-2.224193572998047,-7.244073867797852,-9.500073432922363,-5.709109306335449,-4.8481292724609375,-6.502632141113281,-6.017402172088623,-6.883689880371094,-8.411362648010254,-6.572536468505859,-5.249718189239502,-6.978228092193604,-9.385351181030272,-6.561329364776611,-5.657556056976318,-7.118416786193848,-9.23621940612793,-6.542609214782715,-5.577103614807129,-7.00999927520752,-7.993931770324707,-6.572094917297363,-5.331855297088623,-0.2240914404392242,-0.3062394559383392,-13.242366790771484,-14.027402877807615,-15.71208953857422,-17.315345764160156
4,-4.46869707107544,-3.818732500076294,-6.712867736816406,-0.8439170122146606,-1.091167449951172,-4.106497764587402,-4.507321357727051,-4.399112701416016,-7.016173362731934,-1.3258198499679563,-1.3481568098068235,-1.2569245100021362,-5.752942562103272,-5.378886222839356,-7.384548664093018,-2.55029821395874,-2.182173013687134,-0.7560218572616577,-6.121005535125732,-5.827444553375244,-6.984884738922119,-2.658320188522339,-2.6257686614990234,-0.4017664492130279,-7.343072891235352,-7.321265697479248,-7.9013671875,-2.6966495513916016,-3.924759149551392,-0.2841338515281677,-6.955559730529785,-7.013924598693848,-7.5410966873168945,-2.823149919509888,-3.6538047790527344,-0.358163058757782,-5.481785774230957,-2.1515045166015625,-7.261959552764893,-9.94261646270752,-5.690973281860352,-5.090234279632568,-6.613505840301514,-6.193287372589111,-5.593068599700928,-6.428567409515381,-5.749970436096191,-4.512300491333008,-5.010804653167725,-6.661878108978272,-6.389869213104248,-5.462587833404541,-6.3175811767578125,-8.567366600036621,-6.594024658203125,-6.408178806304932,-5.8216753005981445,-7.578149795532227,-6.667758941650391,-5.930529594421387,-0.0343068279325962,-0.202138751745224,-0.6310250759124756,-11.079730987548828,-9.952984809875488,-14.96530055999756
6,-4.324995517730713,-3.677793979644776,-6.905976295471191,-0.8595373034477234,-1.2244609594345093,-3.5497543811798096,-3.531219482421875,-3.1281750202178955,-7.842900276184082,-1.9623327255249023,-0.968257486820221,-1.5049562454223633,-4.090112686157227,-3.962171077728272,-7.0503692626953125,-2.7208940982818604,-1.61669659614563,-0.7472860217094421,-5.385159015655518,-6.230645656585693,-7.024077892303467,-2.527305841445923,-2.852285385131836,-0.3603232800960541,-5.385159015655518,-6.230645656585693,-7.024077892303467,-2.527305841445923,-2.852285385131836,-0.3603232800960541,-6.148317813873291,-6.936763286590576,-7.6379780769348145,-2.8177380561828613,-3.657293796539306,-0.21543550491333,-5.379114151000977,-1.9958761930465696,-7.067354679107666,-9.421734809875488,-4.887604713439941,-4.179284572601318,-6.412976264953613,-6.275135517120361,-4.981999397277832,-6.942482948303223,-6.034045219421387,-5.561703205108643,-5.534557819366455,-8.117968559265137,-5.945077419281006,-6.168907642364502,-5.534557819366455,-8.117968559265137,-5.945077419281006,-6.168907642364502,-5.85293436050415,-8.584883689880371,-6.564462661743164,-6.987417221069336,-0.0073163430206477,-0.278294175863266,-2.607259750366211,-7.093027114868164,-7.093027114868164,-14.60426139831543
5,-3.8196115493774414,-3.503185987472534,-7.071132183074951,-1.1574645042419434,-0.9086604118347168,-3.911032199859619,-3.8983449935913086,-5.341723918914795,-6.40834903717041,-1.3083040714263916,-2.0779600143432617,-0.9763414859771729,-6.949018478393555,-7.704553127288818,-7.248867988586426,-3.115426778793335,-4.446554183959961,-0.151815265417099,-7.752922058105469,-8.230231285095215,-7.781559944152832,-2.8968982696533203,-4.874707221984863,-0.1441096067428589,-7.830971717834473,-8.76865291595459,-7.466721534729004,-2.5598573684692383,-5.336402416229248,-0.1948233842849731,-8.146838188171387,-8.485746383666992,-8.137385368347168,-2.4371862411499023,-4.5605788230896,-0.1674261838197708,-5.381317615509033,-2.26455307006836,-6.8813886642456055,-9.308701515197754,-4.597185134887695,-4.969060897827148,-6.683801651000977,-6.810684680938721,-6.4169464111328125,-8.161508560180664,-6.4522705078125,-6.946907043457031,-6.619494438171387,-8.098665237426758,-6.672304153442383,-7.142648696899414,-6.716213226318359,-7.999903678894043,-6.870621681213379,-7.673327922821045,-7.295927047729492,-8.28062629699707,-7.189826011657715,-7.375524997711182,-0.1345142722129821,-1.7926535606384275,-16.658910751342773,-15.313799858093262,-21.583696365356445,-10.253941535949709
1,-3.226839065551758,-3.1503963470458984,-6.611264705657959,-1.1675478219985962,-1.330993890762329,-2.959757328033448,-5.355605125427246,-4.580348491668701,-6.479927062988281,-1.066504716873169,-1.1374601125717163,-1.883456468582153,-6.536034107208252,-5.838382244110107,-6.6302924156188965,-2.3837103843688965,-2.459498405456543,-0.6896071434020996,-7.917105674743652,-7.222138404846191,-6.045949935913086,-1.793187379837036,-4.261528015136719,-0.4244148135185241,-7.412750244140625,-7.06484842300415,-7.175876617431641,-1.873387336730957,-4.747532844543457,-0.3793401718139648,-7.496862411499023,-7.486079216003418,-7.711948394775391,-1.9466259479522705,-4.829440116882324,-0.4147292971611023,-4.934788227081299,-2.120279550552368,-6.714079856872559,-9.025303840637209,-5.622742652893066,-5.344954490661621,-5.976378440856934,-5.399685859680176,-5.656482219696045,-7.803732395172119,-5.587733268737793,-4.91822624206543,-5.161436080932617,-10.096144676208496,-5.072777271270752,-5.566703796386719,-6.996382713317871,-8.611499786376953,-6.057615280151367,-5.764179706573486,-7.298618316650391,-9.204352378845217,-5.997087001800537,-6.267159938812256,-0.2830744683742523,-0.6386852860450745,-17.668289184570312,-34.39070129394531,-34.21936798095703,-36.23130416870117
3,-4.112163543701172,-3.557303667068481,-6.717660427093506,-1.1373391151428225,-0.9934158325195312,-4.241159915924072,-4.231443405151367,-4.239295959472656,-7.450444221496582,-1.4552524089813232,-0.7835955619812012,-1.8348853588104248,-4.044535636901856,-4.2182297706604,-6.879315376281738,-2.450148820877075,-1.879101514816284,-1.3925325870513916,-5.575042724609375,-5.448168277740479,-6.5515899658203125,-1.9205313920974727,-3.392136573791504,-0.8940058946609497,-6.984403610229492,-6.942997455596924,-7.360597610473633,-2.295347213745117,-4.046329498291016,-0.4213066399097442,-7.109410285949707,-7.18528938293457,-6.808568954467773,-1.898909330368042,-4.114526271820068,-0.3712642788887024,-5.5147385597229,-1.801600337028504,-6.993698120117188,-9.545611381530762,-5.368627548217773,-4.590046405792236,-7.043778419494629,-5.441036701202393,-5.07513427734375,-5.098322868347168,-6.567745208740234,-5.088912487030029,-5.099723815917969,-6.979980945587158,-6.176403045654297,-6.269321441650391,-6.016427040100098,-8.651180267333984,-6.620973110198975,-6.368551731109619,-5.940779685974121,-9.11058521270752,-6.266149044036865,-7.176636219024658,-0.0035146626178175,-0.4623696208000183,-0.4419735372066498,-11.280449867248535,-15.157559394836426,-25.421112060546875
7,-4.191051006317139,-3.424255132675171,-7.160260200500488,-1.2004282474517822,-1.037203669548035,-3.829702615737915,-4.624274253845215,-3.74706768989563,-7.317804336547852,-1.445040941238403,-1.2466644048690796,-1.5842182636260986,-3.6603102684021,-2.612911939620972,-7.413465976715088,-1.9008238315582275,-0.8054781556129456,-2.6500942707061768,-3.444723129272461,-4.389904975891113,-8.728067398071289,-1.323566436767578,-2.454659938812256,-0.649385392665863,-5.639942646026611,-7.152847290039063,-9.48533535003662,-2.933103084564209,-5.232395172119141,-0.1713386625051498,-8.100442886352539,-8.740497589111328,-8.72020149230957,-2.946872472763061,-6.368741989135742,-0.129325658082962,-5.173051834106445,-1.9995661973953247,-6.864467144012451,-9.287976264953612,-5.232165336608887,-4.863772392272949,-6.351410865783691,-5.683914661407471,-4.695407390594482,-3.621338129043579,-7.539665222167969,-7.31113338470459,-4.273382186889648,-5.469970703125,-6.998990058898926,-8.160603523254395,-6.14306116104126,-8.325611114501953,-7.312322616577148,-9.35011100769043,-7.079319000244141,-10.684433937072754,-7.823737144470215,-8.397286415100098,-0.5534089803695679,-0.236398696899414,-0.044914424419403,-0.1569713950157165,-0.2358182817697525,-19.9251708984375
8,-4.522176742553711,-2.6787362098693848,-6.727875232696533,-1.1758637428283691,-2.013161420822144,-3.0040764808654785,-5.355246543884277,-4.00727128982544,-7.184941291809082,-0.8719378113746643,-1.208306908607483,-1.8367090225219729,-2.4497995376586914,-2.038069486618042,-8.31749439239502,-1.2446776628494265,-2.9088804721832275,-1.874661564826965,-4.642765045166016,-3.5856714248657227,-6.766840934753418,-1.1964493989944458,-3.069875955581665,-0.8704243898391724,-4.349787712097168,-4.184247016906738,-8.071422576904297,-1.063283920288086,-2.811805009841919,-0.7624453902244568,-6.2843170166015625,-5.751646518707275,-8.064688682556152,-2.241657495498657,-3.997161388397217,-0.4250509440898895,-5.468380451202393,-2.12525486946106,-6.952113628387451,-8.819711685180664,-5.194521903991699,-4.410719394683838,-6.8577752113342285,-6.159488677978516,-4.181606292724609,-2.4447555541992188,-7.46621561050415,-8.261337280273438,-3.9521427154541016,-3.811160564422608,-7.032126903533936,-7.934385299682617,-4.79148006439209,-4.269378185272217,-7.183411598205566,-7.913708686828613,-5.381570816040039,-6.02348518371582,-6.2829108238220215,-7.211259365081787,-1.2320072650909424,-0.1678760051727295,-0.2727877497673034,-0.2633530795574188,-0.7625366449356079,-18.71518898010254
10,-4.486456871032715,-3.99856162071228,-6.134663105010986,-1.36997652053833,-0.8336320519447327,-4.074992656707764,-5.869543552398682,-5.472583293914795,-7.579446315765381,-1.82002866268158,-3.138436794281006,-0.3542979955673218,-5.593451976776123,-5.578486919403076,-7.4248738288879395,-1.998215079307556,-2.532845973968506,-0.4926379919052124,-2.690758466720581,-2.8585567474365234,-8.056544303894043,-2.1509711742401123,-1.925988793373108,-2.369456052780152,-4.511334419250488,-4.669415473937988,-6.124640464782715,-1.773892521858215,-0.5700981616973877,-2.367182731628418,-7.299208641052246,-7.047277927398682,-7.611448287963867,-2.6708853244781494,-3.6686782836914062,-0.5818026065826416,-5.846877574920654,-2.6819419860839844,-6.772449493408203,-9.130973815917969,-6.132348537445068,-6.820950031280518,-6.379809856414795,-6.590113639831543,-5.526017665863037,-5.824784755706787,-5.975032329559326,-6.415058612823486,-4.313309669494629,-2.3821616172790527,-7.626712799072266,-7.685019016265869,-4.929645538330078,-5.142287254333496,-6.344729900360107,-5.892838954925537,-6.542706489562988,-7.792949676513672,-6.316023826599121,-6.045793056488037,-0.3336935043334961,-0.0281961057335138,-2.7218406200408936,-0.7105119824409485,-2.411742210388184,-18.168745040893555
