,agent0_elephant,agent0_dolphin,agent0_panda,agent0_lion,agent0_kangaroo,agent0_penguin,agent0_giraffe,agent0_chimpanzee,agent0_koala,agent0_orangutan,agent1_elephant,agent1_dolphin,agent1_panda,agent1_lion,agent1_kangaroo,agent1_penguin,agent1_giraffe,agent1_chimpanzee,agent1_koala,agent1_orangutan,agent2_elephant,agent2_dolphin,agent2_panda,agent2_lion,agent2_kangaroo,agent2_penguin,agent2_giraffe,agent2_chimpanzee,agent2_koala,agent2_orangutan,agent3_elephant,agent3_dolphin,agent3_panda,agent3_lion,agent3_kangaroo,agent3_penguin,agent3_giraffe,agent3_chimpanzee,agent3_koala,agent3_orangutan,agent4_elephant,agent4_dolphin,agent4_panda,agent4_lion,agent4_kangaroo,agent4_penguin,agent4_giraffe,agent4_chimpanzee,agent4_koala,agent4_orangutan,agent5_elephant,agent5_dolphin,agent5_panda,agent5_lion,agent5_kangaroo,agent5_penguin,agent5_giraffe,agent5_chimpanzee,agent5_koala,agent5_orangutan
0,-0.4158051013946533,-4.685009002685547,-6.620959281921387,-7.172029495239258,-4.974767208099365,-2.494558334350586,-1.6674550771713257,-7.700311660766602,-4.344549655914307,-10.409259796142578,-1.194898009300232,-0.9139398336410522,-5.202535152435303,-7.273660182952881,-4.051231861114502,-6.045914173126221,-1.777758002281189,-6.7818803787231445,-4.2343621253967285,-7.026648998260498,-1.7051490545272827,-0.2933677434921264,-6.439420223236084,-8.212403297424316,-7.956198215484619,-9.198689460754396,-4.365724563598633,-6.539597034454346,-8.087908744812012,-7.762106895446777,-1.5766024589538574,-0.3633207976818084,-5.83892297744751,-8.497794151306152,-6.868105411529541,-7.112223148345947,-3.698252201080322,-6.62691593170166,-6.743496417999268,-7.735623359680176,-1.7717746496200562,-0.3022293150424957,-5.860106945037842,-8.426681518554688,-6.960206508636475,-7.763899326324463,-4.082338333129883,-6.632766246795654,-7.540150165557861,-8.006260871887207,-1.484636306762695,-0.4526919722557068,-5.469175338745117,-8.060909271240234,-6.702271461486816,-7.044151306152344,-3.574646711349488,-6.205244064331055,-6.4302659034729,-6.833255767822266
1,-1.133861422538757,-2.39981460571289,-6.249625205993652,-7.7158002853393555,-3.2698006629943848,-2.567934036254883,-2.0983211994171143,-7.250783920288086,-4.931148052215576,-7.488464832305908,-0.94321608543396,-1.7121942043304443,-6.023842811584473,-6.850429534912109,-5.464081764221191,-5.476498126983643,-1.284307837486267,-6.327017784118652,-4.720782279968262,-5.5452165603637695,-2.0697078704833984,-0.5151844620704651,-6.489906311035156,-7.096715927124023,-6.962001800537109,-8.72043228149414,-3.382136583328247,-5.975470066070557,-6.725581645965576,-5.337008476257324,-2.0036394596099854,-0.3654635548591614,-6.073667049407959,-7.071430683135986,-7.260299205780029,-9.084778785705566,-4.190840721130371,-5.67791748046875,-7.043641090393066,-5.962588310241699,-1.83050274848938,-0.3216717839241028,-7.281630992889404,-7.738028049468994,-7.720489978790283,-9.176748275756836,-4.933752536773682,-6.371376991271973,-7.58067512512207,-6.254632949829102,-1.9466259479522705,-0.4147292971611023,-7.298618316650391,-7.711948394775391,-7.496862411499023,-9.204352378845217,-4.829440116882324,-5.997087001800537,-7.486079216003418,-6.267159938812256
2,-0.7603247165679932,-4.1111907958984375,-6.107213020324707,-7.079458236694336,-5.05483865737915,-3.1514620780944824,-1.351817607879639,-7.291043758392334,-4.49678897857666,-8.833173751831055,-1.057719588279724,-0.979697585105896,-5.774420261383057,-7.245108127593994,-4.59162187576294,-5.184366703033447,-2.381211042404175,-7.136834621429443,-4.668521404266357,-6.220406532287598,-2.323352336883545,-0.3452906310558319,-6.977623462677002,-7.361412525177002,-7.612007617950439,-9.742762565612791,-4.296876907348633,-6.423122882843018,-7.512565612792969,-6.16166877746582,-2.310109615325928,-0.3424658477306366,-6.779844760894775,-7.779046535491943,-7.981701374053955,-10.131327629089355,-4.626694679260254,-6.349881649017334,-7.621181011199951,-6.343806266784668,-2.617563247680664,-0.3257675170898437,-6.889314651489258,-8.211668968200684,-7.864106178283691,-9.786758422851562,-4.617655277252197,-6.62620735168457,-7.4182562828063965,-6.049203872680664,-2.507150650024414,-1.0293731689453125,-7.00999927520752,-7.825484275817871,-7.72054386138916,-7.993931770324707,-3.868240594863892,-6.572094917297363,-7.042531490325928,-5.331855297088623
3,-0.8669467568397522,-3.720256328582764,-5.422500133514404,-6.798515796661377,-4.001667022705078,-1.9784910678863523,-1.2388094663619995,-7.324606418609619,-3.642937183380127,-9.443448066711426,-1.5285500288009644,-1.531828761100769,-5.166114807128906,-7.563279151916504,-4.085963249206543,-4.764607906341553,-0.8548572063446045,-6.931982040405273,-4.012332916259766,-5.958761692047119,-1.7367082834243774,-0.841164231300354,-5.563417911529541,-6.988221645355225,-5.062429904937744,-7.245406627655029,-2.5067293643951416,-6.332047462463379,-5.189381122589111,-5.625345706939697,-1.2606316804885864,-0.6485596895217896,-5.542932510375977,-6.478180885314941,-6.368311882019043,-8.716681480407715,-3.5651113986968994,-5.545013904571533,-6.406955242156982,-6.578916549682617,-2.189526319503784,-0.3822734355926513,-6.131712913513184,-7.06715202331543,-7.082058906555176,-8.954937934875488,-3.7962934970855713,-6.196345806121826,-7.095993995666504,-6.799648761749268,-1.898909330368042,-0.3712642788887024,-5.940779685974121,-6.808568954467773,-7.109410285949707,-9.11058521270752,-4.114526271820068,-6.266149044036865,-7.18528938293457,-7.176636219024658
5,-0.6730039119720459,-2.8664815425872803,-5.535627365112305,-6.589752197265625,-3.426234245300293,-2.654179096221924,-1.4848824739456177,-6.964441776275635,-4.112304210662842,-9.86338710784912,-1.6736425161361694,-0.5235055685043335,-5.297434329986572,-7.043071269989014,-5.137159824371338,-6.443293571472168,-2.6704025268554688,-6.593597888946533,-5.87675142288208,-6.528575420379639,-3.2101778984069824,-0.1507640033960342,-7.030349254608154,-7.818849086761475,-8.215004920959473,-9.330931663513184,-5.691834926605225,-6.63318395614624,-9.002275466918945,-7.632613182067871,-3.183067798614502,-0.1356835067272186,-6.933804988861084,-8.313334465026855,-8.406227111816406,-9.336346626281738,-5.500595569610596,-6.732563018798828,-9.014215469360352,-7.859536647796631,-2.845031261444092,-0.1667323112487793,-6.946191310882568,-8.181802749633789,-7.983282566070557,-9.114648818969728,-5.803191184997559,-6.881205558776856,-9.087968826293944,-8.022717475891113,-2.4371862411499023,-0.1674261838197708,-7.295927047729492,-8.137385368347168,-8.146838188171387,-8.28062629699707,-4.5605788230896,-7.189826011657715,-8.485746383666992,-7.375524997711182
12,-2.384748935699463,-3.3656468391418457,-7.323789119720459,-8.341461181640625,-2.808868408203125,-2.8651986122131348,-2.8664350509643555,-5.822682857513428,-3.958693504333496,-8.41451358795166,-1.8315140008926392,-0.9793697595596312,-4.949946880340576,-7.505721569061279,-3.919101238250733,-5.260771751403809,-1.526404619216919,-6.150302886962891,-4.133172512054443,-6.014715194702148,-1.9000837802886963,-0.7587721347808838,-5.803143501281738,-7.47652530670166,-5.920986175537109,-7.178942680358887,-2.5504982471466064,-6.010264873504639,-5.810926914215088,-6.004544734954834,-2.1979689598083496,-0.5438265800476074,-5.96357011795044,-7.420919895172119,-5.963217258453369,-7.361920356750488,-2.9861834049224854,-6.285820007324219,-6.193044662475586,-5.940506935119629,-2.5908637046813965,-0.2987303733825683,-6.099369525909424,-7.136117458343506,-5.5913615226745605,-7.765029430389404,-3.6223065853118896,-6.336690902709961,-6.372699737548828,-6.36531925201416,-2.8292481899261475,-0.4516503512859344,-6.1412787437438965,-7.098936557769775,-5.30202054977417,-6.904999256134033,-3.467991352081299,-6.336897850036621,-5.951973915100098,-5.951926708221436
7,-0.5524073243141174,-3.660839080810547,-5.399223327636719,-6.972281455993652,-4.50983476638794,-3.174072265625,-1.625796914100647,-6.928446292877197,-3.85492467880249,-9.698073387145996,-1.2502789497375488,-0.9085716605186462,-5.174111843109131,-7.638009548187256,-5.590186595916748,-5.452041149139404,-1.4683332443237305,-7.133933544158936,-4.863654613494873,-6.726369380950928,-1.3473224639892578,-2.0587615966796875,-4.540349006652832,-7.361561775207519,-3.73931622505188,-4.07039737701416,-0.8534106612205505,-7.044432640075684,-2.9915242195129395,-6.997528553009033,-1.691192388534546,-0.4128243923187256,-4.539258003234863,-9.238327980041504,-4.279706001281738,-6.454376220703125,-2.383448600769043,-7.385235786437988,-4.926846027374268,-8.456343650817871,-3.0219640731811523,-0.1278524547815323,-5.600620269775391,-9.229748725891112,-5.601151466369629,-8.931750297546387,-4.548052787780762,-7.029128074645996,-7.411642074584961,-8.855923652648926,-2.946872472763061,-0.129325658082962,-7.079319000244141,-8.72020149230957,-8.100442886352539,-10.684433937072754,-6.368741989135742,-7.823737144470215,-8.740497589111328,-8.397286415100098
6,-1.8626182079315183,-3.246812582015991,-4.938724517822266,-6.94327449798584,-3.354327440261841,-3.3416454792022705,-0.8617870807647705,-7.127797603607178,-3.188886404037476,-8.867860794067383,-2.2717738151550293,-1.55104398727417,-4.92772912979126,-7.418962001800537,-3.827171802520752,-5.220652103424072,-0.7386726140975952,-6.732487201690674,-3.72492265701294,-6.648195266723633,-2.196362495422364,-0.4731111526489258,-5.081069946289063,-6.602762222290039,-4.478187561035156,-8.294026374816895,-1.950675368309021,-5.924280166625977,-4.982561111450195,-6.420259475708008,-2.4279727935791016,-0.282960832118988,-5.322904586791992,-6.652490615844727,-5.683836936950684,-9.428632736206056,-3.0523569583892822,-5.7784929275512695,-6.804067134857178,-6.922622680664063,-2.2923686504364014,-0.2933337092399597,-5.376791477203369,-6.422943592071533,-5.792196750640869,-9.704119682312012,-3.1884334087371826,-5.636697292327881,-7.120176315307617,-7.019169807434082,-2.8177380561828613,-0.21543550491333,-5.85293436050415,-7.6379780769348145,-6.148317813873291,-8.584883689880371,-3.657293796539306,-6.564462661743164,-6.936763286590576,-6.987417221069336
8,-0.604144811630249,-3.4418962001800537,-6.348731994628906,-6.67995548248291,-5.369744777679443,-2.336567640304565,-2.056417226791382,-6.790629386901856,-3.176870107650757,-9.143732070922852,-0.8300501108169556,-1.5002504587173462,-5.657052516937256,-6.967991352081299,-5.686028003692627,-4.656546115875244,-1.425034761428833,-6.92975378036499,-4.583045959472656,-6.093125343322754,-0.8915668725967407,-1.6193596124649048,-4.454699993133545,-8.335325241088867,-3.4912962913513184,-2.379589796066284,-3.3976404666900635,-7.244190216064453,-2.726909637451172,-8.53699016571045,-1.2527570724487305,-0.8794355392456055,-4.058794021606445,-6.839175224304199,-4.610952377319336,-2.8549935817718506,-3.079559326171875,-6.759946823120117,-3.617788314819336,-7.820748805999756,-1.3513553142547607,-0.4830825328826904,-5.589219093322754,-8.607719421386719,-5.358794212341309,-5.332632541656494,-3.4521799087524414,-7.097044944763184,-5.142759799957275,-8.046900749206543,-2.241657495498657,-0.4250509440898895,-5.381570816040039,-8.064688682556152,-6.2843170166015625,-6.02348518371582,-3.997161388397217,-6.2829108238220215,-5.751646518707275,-7.211259365081787
9,-0.921358585357666,-4.417443752288818,-6.197638034820557,-6.958699703216553,-4.749565124511719,-2.425876379013061,-1.1350197792053225,-7.305131912231445,-3.759531736373901,-9.167448043823242,-1.2619913816452026,-1.66853129863739,-5.118869781494141,-7.639455795288086,-3.876123428344727,-4.1818366050720215,-1.0198800563812256,-7.696572303771973,-4.154955863952637,-6.237259387969971,-1.971738338470459,-0.872098445892334,-6.061691761016846,-6.708497524261475,-5.739462375640869,-8.328422546386719,-1.974246621131897,-6.398200035095215,-5.680369377136231,-5.117480278015137,-2.7794981002807617,-0.176493689417839,-7.107917785644531,-8.368497848510742,-7.59376049041748,-10.167817115783691,-4.888123989105225,-6.672958850860596,-8.312673568725586,-7.458060264587402,-2.501913070678711,-0.2364616990089416,-6.7659912109375,-7.771148681640625,-7.320727348327637,-9.85952377319336,-4.376572132110596,-6.636085033416748,-7.816346645355225,-7.213128089904785,-2.222453594207764,-0.7947803735733032,-7.009843349456787,-7.756186008453369,-7.29729700088501,-8.646871566772461,-3.4286930561065674,-6.583627223968506,-6.80484676361084,-6.193120956420898
