,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant,agent0_648,agent1_648,agent2_648,agent3_648,agent4_648,agent5_648
0,-0.2695404887199402,-0.5047124624252319,-1.288352370262146,-2.5666427612304688,-2.440500020980835,-2.2435295581817627,-1.263291358947754,-0.3776774704456329,-0.0877460092306137,-11.572750091552734,-13.093960762023926,-16.39951515197754
2,-0.7727841138839722,-0.6814346313476562,-1.0203511714935305,-1.90577244758606,-2.1969518661499023,-1.864787220954895,-0.6945673823356628,-0.1449462324380874,-0.0981439650058746,-11.942024230957031,-37.80051040649414,-37.12480163574219
4,-0.4292351305484772,-1.4031819105148315,-0.2644118964672088,-1.3480499982833862,-1.2818650007247925,-1.6232354640960691,-0.1189169436693191,-0.1504623591899871,-0.1894865334033966,-10.826533317565918,-29.188758850097656,-36.493690490722656
6,-0.4696258902549743,-1.0598833560943604,-0.9911397695541382,-1.7524737119674685,-1.8627396821975708,-2.012733459472656,-0.0478251948952674,-1.3440173864364624,-0.3579089641571045,-3.232764720916748,-17.186206817626953,-20.237171173095703
5,-0.5162596702575684,-1.1908868551254272,-1.5627813339233398,-2.729626178741455,-2.536864280700684,-2.0640554428100586,-0.3484955728054046,-0.1951710432767868,-0.1123248189687728,-6.493054866790772,-8.262894630432129,-13.18465805053711
1,-0.3526130616664886,-0.5797585844993591,-0.6145060062408447,-1.7734524011611938,-2.1604573726654053,-1.9161977767944336,-0.5921995639801025,-0.048458993434906,-0.0639269798994064,-2.7502317428588867,-8.563020706176758,-10.22858715057373
3,-0.3918954133987427,-1.0349533557891846,-0.5085464119911194,-1.7603445053100586,-2.295611619949341,-1.908182144165039,-0.0158352479338645,-0.0674411430954933,-0.228554219007492,-11.10547161102295,-16.750858306884766,-19.96249961853028
7,-0.3789188265800476,-1.0704257488250732,-1.958120346069336,-2.211830377578736,-2.38013768196106,-2.5333943367004395,-1.0765999555587769,-1.3588358163833618,-2.2674405574798584,-11.167306900024414,-12.808338165283203,-15.164888381958008
8,-0.5676224231719971,-1.6144890785217283,-2.4735281467437744,-2.3226261138916016,-2.4015233516693115,-2.439371109008789,-1.8493399620056152,-0.1925015449523925,-5.300112724304199,-13.398480415344238,-13.26563549041748,-17.5859317779541
10,-0.4079932868480682,-2.173962354660034,-1.8371028900146484,-1.8284900188446045,-1.9533296823501587,-1.9972374439239504,-1.7665152549743652,-4.545165061950684,-12.606074333190918,-10.925688743591309,-11.10515022277832,-9.915292739868164
12,-0.5392661094665527,-3.1437363624572754,-2.7465603351593018,-2.5860540866851807,-2.606319665908813,-2.5063018798828125,-2.221656560897827,-0.3071523904800415,-10.362021446228027,-11.0386323928833,-14.400571823120115,-13.13942813873291
14,-0.7767178416252136,-0.6902652978897095,-0.9514201879501344,-1.4519391059875488,-1.6698875427246094,-3.083779573440552,-1.9524543285369875,-0.2165798097848892,-0.0544440783560276,-2.424304962158203,-12.734143257141112,-36.60552597045898
13,-0.5042057037353516,-0.9722437858581544,-1.534590482711792,-2.279796600341797,-2.529703140258789,-2.490508556365967,-0.3040590286254883,-0.2873906791210174,-1.607288122177124,-12.148073196411133,-8.18250846862793,-7.791749477386475
11,-1.4276955127716064,-1.6184059381484983,-0.9221314787864684,-1.8209445476531985,-2.211899757385254,-2.270913600921631,-1.4862407445907593,-0.1540107280015945,-0.1847995370626449,-6.547467231750488,-5.422884464263916,-10.64976978302002
18,-0.9375280737876892,-0.255966305732727,-1.6087828874588013,-2.619453430175781,-3.444870710372925,-3.1684341430664062,-1.8501670360565183,-0.0640600472688674,-0.2226261496543884,-11.794495582580566,-24.270938873291016,-14.955883026123049
15,-0.3499089777469635,-1.8566728830337524,-0.5172913670539856,-2.7039949893951416,-2.507117986679077,-2.426445245742798,-0.0242043510079383,-2.537687063217163,-0.152786523103714,-13.937509536743164,-13.239673614501951,-15.968689918518066
9,-0.479649007320404,-0.6670856475830078,-4.537220478057861,-3.536978006362915,-2.721094846725464,-1.689287781715393,-0.0772240757942199,-0.0766411125659942,-32.795448303222656,-33.054908752441406,-38.34632873535156,-55.04660415649414
16,-0.3858611285686493,-0.3460229039192199,-1.9438281059265137,-2.35459852218628,-2.603022336959839,-1.8541502952575684,-0.4421865940093994,-0.2837041318416595,-9.943370819091797,-11.261765480041504,-14.233391761779783,-13.522976875305176
19,-0.3919858932495117,-0.7177923321723938,-1.3741405010223389,-2.0566885471343994,-3.416133403778076,-2.818419933319092,-0.8027732372283936,-0.1414717733860016,-0.1152460575103759,-0.0138880349695682,-0.0169209316372871,-16.682767868041992
17,-0.60526442527771,-1.4575810432434082,-2.27459716796875,-2.3954007625579834,-2.249401569366455,-2.647070407867432,-0.8162808418273926,-0.3383459746837616,-10.74130153656006,-14.182783126831056,-13.988228797912598,-15.931443214416504
