,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-0.4535170793533325,-0.9971648454666138,-1.3018686771392822,-2.4114654064178467,-2.313190221786499,-2.2435295581817627
1,-0.7460212111473083,-0.5321900248527527,-0.5270029306411743,-1.930246114730835,-2.1267874240875244,-1.9161977767944336
2,-0.6938486099243164,-1.2486493587493896,-1.139507532119751,-1.9396183490753167,-1.8495535850524905,-1.864787220954895
3,-0.4708895683288574,-0.647562563419342,-0.3616148829460144,-1.6770915985107422,-2.4571220874786377,-1.908182144165039
5,-0.466139018535614,-1.4525350332260132,-2.0990524291992188,-2.770209550857544,-1.8432679176330569,-2.0640554428100586
7,-0.4611763954162597,-0.8439809083938599,-1.5363588333129885,-1.873074531555176,-2.039717674255371,-2.5333943367004395
6,-0.4216676652431488,-0.9406429529190063,-1.3825688362121582,-1.657456874847412,-1.8800358772277832,-2.012733459472656
8,-0.6382848024368286,-1.4873340129852295,-2.034299850463867,-2.1141934394836426,-2.0697269439697266,-2.439371109008789
9,-0.4466986954212188,-1.2413625717163086,-2.1345510482788086,-2.1057939529418945,-2.7246298789978027,-1.689287781715393
10,-0.495523452758789,-2.132052659988404,-2.0221614837646484,-2.2171883583068848,-1.955582857131958,-1.9972374439239504
11,-1.601907730102539,-1.1712994575500488,-0.80317622423172,-1.7596899271011353,-2.398693323135376,-2.270913600921631
13,-0.5104389190673828,-0.853888988494873,-1.339335560798645,-1.7266263961791992,-1.8613402843475344,-2.490508556365967
12,-0.2497662156820297,-1.0699610710144043,-3.0592265129089355,-2.840372323989868,-2.537371158599853,-2.5063018798828125
14,-0.658649206161499,-0.5731838345527649,-1.1748534440994265,-1.651188850402832,-1.438091278076172,-3.083779573440552
23,-0.4828293919563293,-1.3457586765289309,-1.9273605346679688,-2.875683069229126,-2.608335018157959,-2.43404483795166
16,-0.4395949244499206,-0.4158304035663605,-2.2180771827697754,-2.1570494174957275,-2.2740700244903564,-1.8541502952575684
17,-0.7247624397277832,-1.429002046585083,-2.0702126026153564,-2.139845371246338,-2.281900405883789,-2.647070407867432
18,-1.108179211616516,-0.905061423778534,-1.5441495180130005,-2.2404356002807617,-2.922968864440918,-3.1684341430664062
19,-1.7478891611099243,-0.9079549312591552,-1.6295137405395508,-2.0166573524475098,-3.475700616836548,-2.818419933319092
4,-0.4417087733745575,-0.7230780720710754,-0.5623055696487427,-1.3182199001312256,-1.3483614921569824,-1.6232354640960691
22,-0.598616361618042,-1.3040616512298584,-1.6254997253417969,-2.161427497863769,-2.3124382495880127,-2.905433177947998
21,-0.4782122373580932,-0.6199073791503906,-1.9390873908996584,-2.192244052886963,-2.267497301101685,-1.9978796243667605
15,-0.258143663406372,-1.9847006797790527,-0.826017439365387,-2.5419888496398926,-2.346210479736328,-2.426445245742798
20,-0.7216143012046814,-1.112749099731445,-2.195357322692871,-2.202016115188598,-2.2939915657043457,-2.2526087760925293
