,agent0_kangaroo,agent0_koala,agent0_lion,agent0_elephant,agent0_giraffe,agent0_dolphin,agent1_kangaroo,agent1_koala,agent1_lion,agent1_elephant,agent1_giraffe,agent1_dolphin,agent2_kangaroo,agent2_koala,agent2_lion,agent2_elephant,agent2_giraffe,agent2_dolphin,agent3_kangaroo,agent3_koala,agent3_lion,agent3_elephant,agent3_giraffe,agent3_dolphin,agent4_kangaroo,agent4_koala,agent4_lion,agent4_elephant,agent4_giraffe,agent4_dolphin,agent5_kangaroo,agent5_koala,agent5_lion,agent5_elephant,agent5_giraffe,agent5_dolphin,agent0_panda,agent0_penguin,agent0_chimpanzee,agent0_orangutan,agent1_panda,agent1_penguin,agent1_chimpanzee,agent1_orangutan,agent2_panda,agent2_penguin,agent2_chimpanzee,agent2_orangutan,agent3_panda,agent3_penguin,agent3_chimpanzee,agent3_orangutan,agent4_panda,agent4_penguin,agent4_chimpanzee,agent4_orangutan,agent5_panda,agent5_penguin,agent5_chimpanzee,agent5_orangutan,agent0_304,agent1_304,agent2_304,agent3_304,agent4_304,agent5_304
0,-6.051035404205322,-5.7567901611328125,-5.858007431030273,-0.6289397478103638,-3.0049073696136475,-1.7056304216384888,-5.294473648071289,-5.106027126312256,-7.959756851196289,-2.4380128383636475,-3.0375094413757324,-0.572824239730835,-5.923809051513672,-5.652533531188965,-7.247476577758789,-2.75353741645813,-2.6123764514923096,-0.4740507006645202,-7.420348644256592,-7.54498291015625,-8.133119583129883,-2.7580533027648926,-4.061073780059815,-0.2515662908554077,-7.420348644256592,-7.54498291015625,-8.133119583129883,-2.7580533027648926,-4.061073780059815,-0.2515662908554077,-6.964746475219727,-7.288174629211426,-7.772894859313965,-2.153217077255249,-3.685914993286133,-0.3230665624141693,-7.108160018920898,-4.11608362197876,-7.503509044647217,-9.169857025146484,-6.062887191772461,-6.331910133361816,-5.676853656768799,-6.087998867034912,-6.057389259338379,-7.269039630889893,-5.245057582855225,-4.778351306915283,-6.918989658355713,-9.5637845993042,-6.156931877136231,-6.275459289550781,-6.918989658355713,-9.5637845993042,-6.156931877136231,-6.275459289550781,-6.672760009765625,-8.315775871276855,-5.716638565063477,-5.9864583015441895,-0.6565583944320679,-0.4512189328670501,-7.594160556793213,-9.6590576171875,-9.6590576171875,-10.109538078308104
2,-4.931000232696533,-4.750854969024658,-5.407780647277832,-1.0856478214263916,-2.278007745742798,-1.7695410251617432,-4.252513885498047,-4.177513599395752,-7.012931823730469,-1.7459580898284912,-3.426097869873047,-0.7520806789398193,-4.5504655838012695,-5.008746147155762,-7.2565717697143555,-1.4600191116333008,-2.544122695922852,-0.7612181305885315,-7.5536651611328125,-7.639397621154785,-8.655183792114258,-2.229872465133667,-4.363953590393066,-0.2046001404523849,-7.006000995635986,-8.079607963562012,-8.676200866699219,-2.924889326095581,-5.303886890411377,-0.1767985075712204,-6.604514122009277,-6.807504653930664,-7.644014358520508,-2.110846519470215,-4.4787421226501465,-0.3888121247291565,-6.508864402770996,-3.026962280273437,-7.050669193267822,-8.650629043579102,-4.666962623596191,-3.3308892250061035,-7.293896198272705,-8.017647743225098,-4.498225212097168,-4.816348552703857,-6.217100143432617,-7.130152225494385,-7.102804183959961,-8.211663246154785,-6.261032104492188,-7.110687255859375,-6.431448459625244,-7.803017616271973,-6.724295139312744,-7.690463542938232,-6.0995941162109375,-5.932043552398682,-6.222388744354248,-6.773890018463135,-0.6079594492912292,-0.1782948076725006,-0.0682019293308258,-0.1105159074068069,-8.594746589660645,-8.606831550598145
4,-5.5071210861206055,-4.50464391708374,-5.479330539703369,-1.3055721521377563,-2.7960238456726074,-1.85576593875885,-6.931453704833984,-7.242722034454346,-8.01971435546875,-2.446171760559082,-4.236503601074219,-0.2801810503005981,-6.949372291564941,-7.802714824676514,-7.760500907897949,-2.443375587463379,-4.712884426116943,-0.1925477534532547,-7.452116966247559,-7.915037631988525,-6.640739440917969,-1.718863606452942,-4.643691062927246,-0.3220568895339966,-7.892269134521484,-8.63744068145752,-7.0472822189331055,-2.174161911010742,-5.721512794494629,-0.2078094631433487,-7.725664615631103,-7.9726881980896,-7.46553373336792,-2.3925812244415283,-5.103519916534424,-0.2036927193403244,-6.814250469207764,-3.642689943313599,-7.571650505065918,-8.484067916870117,-6.369333267211914,-7.585343837738037,-6.439121246337891,-7.254584312438965,-6.259208679199219,-7.791138172149658,-6.952787399291992,-7.267461776733398,-6.553356170654297,-8.755425453186035,-6.754571914672852,-6.8635573387146,-6.941712379455566,-8.773846626281738,-7.394330024719238,-8.292171478271484,-6.646578311920166,-7.971655368804932,-7.382205009460449,-7.336077690124512,-0.1920226365327835,-8.647787094116211,-7.683349132537842,-17.70293426513672,-18.753326416015625,-17.253040313720703
6,-5.394173622131348,-4.957008361816406,-6.24828052520752,-0.8106126189231873,-2.286546230316162,-1.527632713317871,-5.924044609069824,-6.68914270401001,-7.931346893310547,-2.393207550048828,-4.028312206268311,-0.2163238078355789,-4.173110008239746,-5.377695560455322,-7.723095893859863,-1.8900978565216064,-2.6845703125,-0.489642322063446,-5.491470813751221,-5.953210830688477,-6.969359874725342,-2.257482051849365,-3.174374580383301,-0.6520799994468689,-6.447015285491943,-7.266114711761475,-7.5434794425964355,-2.78289532661438,-4.243967533111572,-0.2811520993709564,-6.23640775680542,-6.964865207672119,-6.3826212882995605,-2.0769855976104736,-3.71095609664917,-0.4988396763801574,-6.3763837814331055,-3.27462100982666,-6.834535121917725,-8.153423309326172,-6.098566055297852,-5.546480655670166,-6.026211261749268,-7.910264492034912,-4.812381744384766,-4.65640926361084,-5.658203125,-7.129489898681641,-5.869709491729736,-6.206000804901123,-5.807405948638916,-5.554792404174805,-6.359619617462158,-7.366498947143555,-6.007548809051514,-6.707654476165772,-5.893332004547119,-7.003087997436523,-5.817172050476074,-5.883317947387695,-1.2778501510620115,-1.8444632291793823,-1.6155706644058228,-6.736663341522217,-9.978569984436035,-29.7812614440918
5,-4.447969436645508,-4.614518642425537,-5.317420959472656,-1.4870779514312744,-2.094855785369873,-2.013212442398072,-5.116607666015625,-5.462069988250732,-6.646721839904785,-1.254462957382202,-2.6455066204071045,-0.6938207149505615,-7.020172595977783,-6.714210510253906,-7.174696445465088,-2.260103702545166,-3.0692663192749023,-0.5363050699234009,-7.962793350219727,-8.112009048461914,-8.039830207824707,-2.3831443786621094,-3.990006923675537,-0.3744125664234161,-7.144613742828369,-7.304448127746582,-6.776858806610107,-1.9423344135284424,-3.4324190616607666,-0.3863671422004699,-7.881715297698975,-7.797346115112305,-7.604116916656494,-2.7011256217956543,-4.106035232543945,-0.3082385063171386,-5.697969436645508,-2.685206413269043,-7.236995220184326,-8.848746299743652,-5.482940673828125,-4.470882415771484,-6.064271926879883,-7.385389804840088,-6.437259197235107,-8.449344635009766,-5.973197937011719,-5.411777019500732,-7.250655174255371,-9.657333374023438,-6.282166957855225,-6.178018569946289,-6.268265247344971,-8.875494956970215,-6.122585296630859,-5.717604160308838,-7.088699817657471,-8.74361801147461,-7.082376480102539,-6.397623538970947,-0.1900937706232071,-3.2175750732421875,-9.062756538391112,-10.04896640777588,-6.467548370361328,-12.279563903808594
1,-4.725232124328613,-4.690059185028076,-5.482745170593262,-1.6056058406829834,-2.263935089111328,-2.0398519039154053,-6.607666015625,-6.101476669311523,-7.555621147155762,-2.261072158813477,-3.516787528991699,-0.2726651430130005,-7.482847690582275,-6.706139087677002,-7.84319543838501,-3.049503803253174,-4.094172477722168,-0.633453905582428,-7.691073894500732,-6.999530792236328,-8.284852027893066,-3.0915112495422363,-5.155120372772217,-0.8418115973472595,-7.968726634979248,-7.862397193908691,-8.05659008026123,-2.1777279376983643,-4.667906761169434,-0.4248192906379699,-7.975356578826904,-7.87996244430542,-7.775735378265381,-2.2338850498199463,-4.809142589569092,-0.3875640034675598,-5.906962394714356,-3.25228238105774,-7.185250759124756,-8.771428108215332,-7.551968574523926,-5.960727691650391,-6.928692817687988,-6.603741645812988,-6.634790897369385,-7.954585552215576,-6.197525024414063,-5.488998889923096,-6.418551921844482,-7.813675403594971,-6.990407943725586,-5.403586864471436,-6.948445796966553,-8.741033554077148,-6.725786209106445,-5.98289966583252,-6.9320902824401855,-8.262187957763672,-6.825620651245117,-5.987053871154785,-0.2390268296003341,-0.8469657301902771,-3.7769615650177,-7.252013683319092,-10.49014377593994,-9.27126693725586
3,-5.122666835784912,-5.091709613800049,-5.302086353302002,-0.6997437477111816,-2.413949728012085,-2.0181527137756348,-4.675350189208984,-4.64810037612915,-7.300084114074707,-1.365006446838379,-2.4248974323272705,-0.7506037354469299,-3.260179042816162,-5.120391845703125,-7.786947727203369,-2.905891895294189,-3.003146409988404,-0.3576303124427795,-3.582874298095703,-5.123899936676025,-7.039945602416992,-2.4993371963500977,-2.425712823867798,-0.8909138441085815,-5.590756416320801,-5.1059160232543945,-4.972975730895996,-1.9394476413726809,-2.0282411575317383,-0.8950855135917664,-6.743513107299805,-6.852475166320801,-6.351753234863281,-2.290903091430664,-3.403448343276977,-0.384605348110199,-6.623058795928955,-3.409917116165161,-7.188694000244141,-8.834246635437012,-5.819537162780762,-5.643494606018066,-6.215793132781982,-6.188568592071533,-5.03347635269165,-6.484106540679932,-6.740650177001953,-8.21877384185791,-5.364105224609375,-6.122689247131348,-6.933875560760498,-7.16287088394165,-5.682919502258301,-7.869863986968994,-6.293355941772461,-4.733560562133789,-6.59720516204834,-8.99293327331543,-6.116462230682373,-5.296731948852539,-0.0203493032604455,-0.0706497207283973,-4.190324306488037,-0.2502752840518951,-1.2101997137069702,-6.3209075927734375
8,-4.819557189941406,-4.803039073944092,-6.701750755310059,-1.931086778640747,-2.702064275741577,-3.266272783279419,-4.61442756652832,-5.554731369018555,-7.706280708312988,-1.7192221879959106,-2.49640154838562,-0.7191954851150513,-7.036556243896484,-6.940626621246338,-7.229645729064941,-1.4074580669403076,-4.107039451599121,-0.4208552837371826,-8.407029151916504,-8.931055068969727,-7.548211097717285,-1.941117286682129,-5.353603363037109,-0.1992540657520294,-6.983028888702393,-7.258077144622803,-7.229856014251709,-1.3650574684143066,-4.5954270362854,-0.5109753012657166,-7.019434928894043,-7.037248611450195,-7.334135055541992,-2.271322965621948,-4.286642074584961,-0.3617331981658935,-6.547634124755859,-3.435063600540161,-7.71925687789917,-9.118559837341309,-6.2177934646606445,-4.505947113037109,-6.874894618988037,-7.810360431671143,-7.083755493164063,-6.201169967651367,-6.719925403594971,-7.618758678436279,-7.948206901550293,-8.53821849822998,-6.38621997833252,-7.295860290527344,-6.678386211395264,-6.645735263824463,-5.8629536628723145,-7.74434757232666,-6.455550193786621,-7.115134239196777,-6.451442718505859,-6.711163520812988,-0.3014966249465942,-0.0059998878277838,-3.3310842514038086,-3.5862631797790527,-2.093058109283448,-11.490063667297363
7,-5.040815830230713,-5.390953063964844,-6.497799396514893,-1.370036482810974,-2.3502089977264404,-2.7618041038513184,-4.637121200561523,-4.822695732116699,-7.274221420288086,-2.011690139770508,-2.730955123901367,-1.5506572723388672,-5.574731826782227,-6.966320514678955,-7.29231071472168,-1.2863167524337769,-3.5436365604400635,-0.5990151166915894,-8.434781074523926,-8.479329109191895,-8.684335708618164,-2.761258125305176,-5.890900611877441,-0.1428936719894409,-8.01791000366211,-7.518614292144775,-7.993608474731445,-2.867690324783325,-5.065256118774414,-0.3251697719097137,-8.140491485595703,-8.063092231750488,-8.259785652160645,-2.7401039600372314,-5.01322603225708,-0.3400566279888153,-6.711305141448975,-3.5003914833068848,-7.751347541809082,-9.107101440429688,-5.74782657623291,-4.904375076293945,-7.241686344146728,-7.313905239105225,-7.404401779174805,-6.970936298370361,-6.462748527526856,-6.743356227874756,-7.719533920288086,-9.59756851196289,-6.826789379119873,-6.957457542419434,-6.658265113830566,-8.779932022094727,-6.857373237609863,-6.156965732574463,-7.334150314331055,-9.5999755859375,-7.119481563568115,-6.939029693603516,-0.7623576521873474,-0.1687806546688079,-0.8489524722099304,-9.18514919281006,-11.26766872406006,-18.868072509765625
10,-4.652930736541748,-4.8280415534973145,-6.62157154083252,-1.4035112857818604,-2.558229684829712,-2.117931604385376,-4.518187522888184,-4.373219966888428,-7.719358444213867,-1.7676255702972412,-2.3697283267974854,-1.3138673305511477,-5.3835554122924805,-4.310563564300537,-7.332060813903809,-2.281092643737793,-2.192157030105591,-0.972260355949402,-6.967077732086182,-6.306969165802002,-7.990020275115967,-2.602112531661988,-3.3227429389953613,-0.7730318903923035,-5.802968502044678,-5.901538372039795,-6.971018314361572,-2.5549426078796387,-3.230724334716797,-0.4860758781433105,-6.858014583587647,-6.197253227233887,-7.404658794403076,-2.58480191230774,-3.437585830688477,-0.8054783940315247,-6.602008819580078,-3.148600578308105,-7.374443531036377,-8.952587127685547,-5.953516006469727,-4.60133171081543,-6.182595729827881,-6.044806480407715,-5.872397422790527,-6.801348209381104,-6.185758113861084,-5.137563228607178,-7.1241888999938965,-8.869908332824707,-6.580854892730713,-6.110275745391846,-5.835432529449463,-7.8561930656433105,-7.317956447601318,-6.795921325683594,-6.579122066497803,-8.302705764770508,-7.382878303527832,-6.649303436279297,-1.1200157403945925,-0.1469370424747467,-3.269731044769287,-5.933642864227295,-18.44295883178711,-24.3381462097168
