,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-8.125,-8.703125,-8.3515625,-8.4375,-8.7890625,-9.8046875
1,-8.1953125,-9.2265625,-8.375,-8.203125,-9.03125,-9.171875
2,-7.9921875,-9.9609375,-9.1171875,-10.1328125,-10.5390625,-9.546875
3,-9.3046875,-10.59375,-10.421875,-8.765625,-9.3125,-10.7421875
4,-8.328125,-8.78125,-8.6484375,-9.90625,-10.4140625,-10.0859375
5,-8.65625,-9.46875,-8.078125,-8.140625,-8.3828125,-8.90625
6,-8.078125,-9.34375,-8.53125,-7.73046875,-7.73046875,-9.5
7,-7.4296875,-9.3671875,-9.2265625,-9.2265625,-9.203125,-9.9765625
8,-7.98828125,-9.5234375,-8.703125,-8.453125,-8.8984375,-9.828125
9,-8.7421875,-8.8984375,-7.3515625,-7.18359375,-6.98046875,-8.171875
10,-8.0234375,-9.3984375,-8.15625,-7.8515625,-7.8515625,-9.828125
11,-7.6328125,-9.2890625,-9.1328125,-8.71875,-9.25,-9.6953125
12,-8.25,-8.25,-7.9609375,-8.7421875,-8.8046875,-9.3671875
13,-7.96484375,-9.4921875,-8.4140625,-8.828125,-9.5546875,-9.9375
14,-9.5625,-10.109375,-10.078125,-10.3046875,-9.203125,-10.8828125
15,-7.6640625,-8.6875,-7.87109375,-7.46484375,-7.36328125,-8.4375
16,-8.0390625,-9.21875,-8.734375,-8.734375,-8.734375,-10.0234375
17,-9.1171875,-9.765625,-9.140625,-9.8984375,-9.4453125,-9.8125
18,-8.0234375,-9.3125,-8.2578125,-8.171875,-8.53125,-9.6015625
19,-8.5078125,-8.828125,-8.59375,-8.390625,-8.40625,-9.7421875
