,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-11.359375,-9.9140625,-9.4765625,-9.1015625,-9.1484375,-9.8046875
1,-10.03125,-10.8671875,-9.0,-9.3359375,-9.484375,-9.171875
2,-9.59375,-10.6484375,-9.7265625,-11.1171875,-11.484375,-9.546875
3,-11.1796875,-11.0546875,-10.7109375,-10.5,-10.6171875,-10.7421875
4,-10.65625,-10.0390625,-9.703125,-10.4609375,-10.1484375,-10.0859375
5,-11.46875,-10.3125,-9.1171875,-9.6953125,-9.984375,-8.90625
6,-9.6484375,-10.8203125,-9.3046875,-8.9609375,-8.6015625,-9.5
7,-11.2890625,-9.578125,-9.875,-10.0546875,-9.84375,-9.9765625
8,-9.6796875,-10.875,-9.8828125,-9.8828125,-9.3828125,-9.828125
9,-10.015625,-9.296875,-9.8125,-8.9296875,-8.46875,-8.171875
10,-10.203125,-10.4453125,-8.3046875,-8.8359375,-9.234375,-9.828125
11,-9.9375,-9.7109375,-9.6875,-9.4296875,-9.9296875,-9.6953125
12,-9.953125,-9.5390625,-10.96875,-10.6875,-9.390625,-9.3671875
13,-11.234375,-10.6875,-10.2109375,-10.46875,-10.4921875,-9.9375
14,-11.46875,-10.9921875,-10.0546875,-10.5625,-10.4765625,-10.8828125
15,-8.734375,-10.984375,-7.65234375,-7.34375,-7.78515625,-8.4375
16,-9.515625,-9.75,-9.4375,-9.6328125,-10.0078125,-10.0234375
17,-10.078125,-10.4921875,-10.4140625,-10.34375,-10.3125,-9.8125
18,-8.3125,-10.1875,-9.6171875,-9.6640625,-10.03125,-9.6015625
19,-9.2578125,-9.265625,-8.7734375,-8.796875,-9.15625,-9.7421875
