,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-4.370919704437256,-5.220936298370361,-5.305323123931885,-5.81988000869751,-6.107169151306152,-6.007877826690674
1,-5.185926914215088,-5.985091209411621,-5.292088508605957,-6.226370811462402,-6.422649383544922,-6.483856201171875
2,-3.399365425109864,-5.447439193725586,-7.07571268081665,-5.9583353996276855,-6.552083492279053,-6.1683783531188965
3,-5.335228443145752,-5.749953269958496,-5.202878475189209,-6.21230936050415,-6.73223876953125,-6.774301528930664
5,-4.627635478973389,-6.312216758728027,-6.596453666687012,-6.833441257476807,-7.135862827301025,-6.617650985717773
7,-4.204595565795898,-5.382212162017822,-4.823507785797119,-5.031795978546143,-4.877463340759277,-4.5587263107299805
6,-5.4065423011779785,-5.464756965637207,-4.85345458984375,-6.361300468444824,-6.962960720062256,-6.092653751373291
8,-4.965882778167725,-4.981547355651856,-4.753706932067871,-4.746518135070801,-5.78300142288208,-4.994517803192139
9,-3.921445608139038,-5.976534366607666,-7.039340972900391,-7.352526664733887,-7.04433536529541,-6.983625888824463
10,-4.808282375335693,-5.116067409515381,-5.953734397888184,-6.293329238891602,-6.398847579956055,-7.569571495056152
11,-3.330263137817383,-4.710227012634277,-4.870964050292969,-4.790788650512695,-6.100167751312256,-6.8787922859191895
13,-5.647529602050781,-6.340269088745117,-5.789010047912598,-3.860397577285767,-6.314816951751709,-6.977848529815674
12,-5.802027225494385,-5.452531814575195,-5.782866954803467,-5.4144287109375,-5.488537311553955,-6.243260383605957
14,-4.065431594848633,-5.099861145019531,-5.068592548370361,-5.340203285217285,-5.85447359085083,-5.234727382659912
23,-4.156590461730957,-5.164948463439941,-6.3858137130737305,-5.668412208557129,-5.287924289703369,-4.4227728843688965
16,-5.489988327026367,-5.3282856941223145,-6.839967727661133,-7.267753601074219,-7.540591239929199,-7.114781379699707
17,-4.996362209320068,-4.4434309005737305,-5.352460861206055,-6.173503875732422,-6.301220417022705,-6.279755115509033
18,-4.610555648803711,-5.252039909362793,-5.193155765533447,-5.597112655639648,-6.217278480529785,-6.775180816650391
19,-5.435357093811035,-5.929983139038086,-6.200288772583008,-5.951461791992188,-6.785867214202881,-5.942375183105469
4,-3.361146926879883,-4.791459560394287,-5.511748313903809,-6.335527896881104,-5.480084896087647,-5.969079971313477
22,-7.204079627990723,-4.780619621276856,-4.750755786895752,-4.435963153839111,-4.762979507446289,-5.109992980957031
21,-3.922398328781128,-5.911691188812256,-5.8934502601623535,-6.561319351196289,-6.68623685836792,-6.141286373138428
15,-4.183309555053711,-5.696503162384033,-5.252984523773193,-6.624509334564209,-6.543817043304443,-7.0323920249938965
20,-4.043997287750244,-5.93533992767334,-6.987330913543701,-5.977869987487793,-6.046022415161133,-5.032960414886475
