,agent0_penguin,agent1_penguin,agent2_penguin,agent3_penguin,agent4_penguin,agent5_penguin
0,-6.38671875,-6.4296875,-7.65234375,-10.203125,-10.6015625,-11.40625
1,-6.73828125,-10.9453125,-11.703125,-11.609375,-11.9296875,-10.9921875
2,-5.46875,-6.94140625,-11.703125,-11.6796875,-11.7421875,-13.3203125
3,-5.72265625,-8.1953125,-11.640625,-9.9296875,-11.0,-11.484375
4,-5.4765625,-10.515625,-11.5703125,-12.9375,-11.5,-11.375
5,-5.94140625,-5.49609375,-12.640625,-9.3515625,-9.8671875,-11.890625
6,-6.83984375,-7.41015625,-12.390625,-11.4765625,-11.59375,-12.4296875
7,-6.5234375,-10.2734375,-12.0234375,-13.34375,-11.9609375,-11.6640625
8,-5.82421875,-6.46875,-4.35546875,-8.78125,-9.3359375,-9.4140625
9,-5.67578125,-10.640625,-11.1875,-11.3828125,-11.2890625,-11.609375
10,-7.7109375,-9.4453125,-10.453125,-9.265625,-11.34375,-10.671875
11,-5.08203125,-6.73046875,-12.0859375,-12.0859375,-12.015625,-12.296875
12,-5.953125,-9.859375,-11.984375,-11.546875,-11.546875,-10.7265625
13,-7.01953125,-6.26171875,-8.8828125,-10.84375,-10.875,-12.265625
14,-5.91796875,-10.140625,-11.53125,-13.390625,-11.5546875,-10.890625
15,-6.33984375,-7.6015625,-12.921875,-9.7265625,-10.3046875,-11.4375
16,-7.23046875,-6.859375,-13.15625,-8.8671875,-11.875,-12.4375
17,-4.75,-5.078125,-6.3125,-10.59375,-11.0703125,-10.3515625
18,-5.609375,-11.1640625,-11.53125,-10.3359375,-10.3984375,-10.4375
19,-6.22265625,-10.875,-11.1484375,-11.6640625,-11.6875,-12.7578125
