,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
0,-8.022865295410156,-11.580620765686035,-7.695918083190918,-7.785201549530029,-7.799154758453369,-8.290146827697754
1,-7.072751998901367,-8.897735595703125,-9.261290550231934,-9.349401473999023,-9.657567977905272,-8.971868515014648
2,-5.9180588722229,-5.776028633117676,-6.91029167175293,-6.9642744064331055,-7.300014019012451,-7.134292125701904
4,-7.000751495361328,-7.926331520080566,-7.547390460968018,-7.239691257476807,-6.921965599060059,-7.113873481750488
3,-6.836062908172607,-8.31615161895752,-7.589545726776123,-6.407863140106201,-6.394711971282959,-6.571864604949951
5,-6.9826250076293945,-6.34785795211792,-7.189075946807861,-6.884280681610107,-5.955328464508057,-6.792905807495117
7,-7.920976638793945,-6.934895038604736,-7.314328670501709,-7.206930160522461,-7.150289058685303,-7.716625690460205
6,-8.082587242126465,-7.039915084838867,-6.750670433044434,-6.677863121032715,-6.532260894775391,-7.586127281188965
8,-7.240699291229248,-6.400475978851318,-6.690801620483398,-7.681693077087402,-7.941143989562988,-8.376407623291016
15,-6.6153669357299805,-7.383601665496826,-6.208034515380859,-6.208034515380859,-6.555720329284668,-7.179095268249512
9,-6.288994312286377,-8.052715301513672,-7.570406436920166,-7.83918571472168,-7.75214958190918,-8.196208000183105
14,-6.8222832679748535,-6.824463844299316,-7.848786354064941,-6.711619853973389,-7.356828689575195,-7.27286434173584
10,-8.884502410888672,-9.04989528656006,-7.304876804351807,-6.437125205993652,-6.424553871154785,-6.600925445556641
12,-5.547119617462158,-8.968688011169434,-7.705710411071777,-7.996588230133057,-7.691401481628418,-7.835948467254639
11,-8.025752067565918,-9.783684730529783,-7.452550411224365,-7.223509311676025,-6.675985813140869,-7.65697717666626
13,-7.684139728546143,-8.807365417480469,-8.679831504821777,-8.223165512084961,-8.223165512084961,-9.495166778564451
16,-7.822367668151855,-7.139667987823486,-7.2393479347229,-7.1872382164001465,-7.593922138214111,-6.762453556060791
17,-7.262882232666016,-13.094033241271973,-10.010522842407228,-6.932036399841309,-6.509210586547852,-6.891881942749023
18,-7.929046154022217,-7.242490768432617,-7.3717360496521,-7.426510810852051,-7.157135486602783,-8.136204719543457
19,-9.15703010559082,-6.55882740020752,-6.862237453460693,-7.048666000366211,-6.993842601776123,-7.401278972625732
