,agent0_chimpanzee,agent1_chimpanzee,agent2_chimpanzee,agent3_chimpanzee,agent4_chimpanzee,agent5_chimpanzee
1,-7.298503398895264,-9.71280002593994,-9.46740436553955,-9.541050910949709,-9.74489974975586,-8.971868515014648
3,-5.969161033630371,-9.025538444519045,-7.418435096740723,-7.026620864868164,-6.887113571166992,-6.571864604949951
8,-7.53309965133667,-8.219609260559082,-7.499773025512695,-8.135337829589844,-8.431573867797852,-8.376407623291016
2,-4.6608500480651855,-6.640186309814453,-7.387859344482422,-7.6008453369140625,-7.711473941802978,-7.134292125701904
14,-7.92396354675293,-8.691156387329102,-7.815985679626465,-6.831058979034424,-7.525084018707275,-7.27286434173584
12,-7.267417430877685,-9.719472885131836,-8.268206596374512,-8.18498706817627,-7.890617370605469,-7.835948467254639
21,-7.739670276641846,-7.491412162780762,-7.571336269378662,-7.731481075286865,-7.356159687042236,-7.438956260681152
23,-6.417239189147949,-8.118406295776367,-7.836853981018066,-8.471274375915527,-8.181720733642578,-8.537281036376953
9,-6.754580020904541,-8.9722261428833,-8.231691360473633,-8.228312492370605,-8.323918342590332,-8.196208000183105
0,-10.045880317687988,-12.701870918273926,-8.410700798034668,-8.191530227661133,-8.429950714111328,-8.290146827697754
10,-9.037853240966797,-9.040127754211426,-7.145289897918701,-6.607656002044678,-7.050440311431885,-6.600925445556641
17,-7.207159042358398,-12.41956615447998,-10.362993240356444,-7.454835891723633,-7.06514835357666,-6.891881942749023
11,-7.967648506164551,-9.740142822265623,-7.709782123565674,-7.342619895935059,-7.481359004974365,-7.65697717666626
18,-8.994784355163574,-8.037240028381348,-7.958325386047363,-7.970155239105225,-7.260326385498047,-8.136204719543457
19,-9.087092399597168,-7.0447611808776855,-7.233008861541748,-7.223148345947266,-7.675228118896484,-7.401278972625732
16,-6.983543872833252,-7.676890850067139,-7.029084205627441,-6.717161655426025,-7.196731090545654,-6.762453556060791
4,-6.642796039581299,-8.284987449645996,-7.770080089569092,-7.227468490600586,-7.324714183807373,-7.113873481750488
20,-7.711220741271973,-8.852362632751465,-8.345611572265625,-8.09321403503418,-8.24126148223877,-8.113792419433594
5,-8.388801574707031,-6.851441383361816,-6.9861907958984375,-7.238771438598633,-6.486874103546143,-6.792905807495117
13,-8.414294242858887,-8.93260383605957,-9.18631076812744,-9.020116806030272,-8.363142967224121,-9.495166778564451
6,-6.928348064422607,-7.944602012634277,-7.202621936798096,-7.08414363861084,-6.684339046478272,-7.586127281188965
