,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-5.44140625,-9.6328125,-10.0390625,-9.96875,-9.578125,-9.234375
1,-5.23828125,-4.890625,-9.515625,-10.1328125,-10.6484375,-10.4453125
2,-4.14453125,-9.46875,-9.8125,-9.9765625,-9.390625,-9.6015625
3,-4.0859375,-10.296875,-10.0,-9.390625,-9.8515625,-8.8828125
4,-5.57421875,-8.8671875,-11.3515625,-11.3671875,-10.9375,-11.234375
5,-3.68359375,-6.78125,-10.2734375,-10.078125,-9.859375,-10.546875
6,-4.37109375,-5.08203125,-4.9296875,-4.8984375,-7.8359375,-8.5703125
7,-3.875,-10.796875,-10.9921875,-9.3125,-8.890625,-8.5703125
8,-4.70703125,-10.390625,-11.125,-10.125,-10.265625,-10.4296875
9,-4.2734375,-3.904296875,-9.78125,-9.6484375,-10.1015625,-9.578125
10,-5.36328125,-9.9453125,-9.5390625,-9.953125,-9.8828125,-10.2421875
11,-4.3671875,-5.16015625,-10.8984375,-10.7265625,-9.7890625,-9.9296875
12,-4.7890625,-9.9140625,-9.9375,-9.40625,-9.34375,-9.953125
13,-4.17578125,-8.7109375,-9.609375,-9.2734375,-9.8203125,-9.3359375
14,-3.84375,-10.328125,-9.5859375,-9.6875,-9.3359375,-9.3671875
15,-3.630859375,-9.9921875,-10.0078125,-9.4296875,-9.8671875,-9.84375
16,-3.08984375,-10.484375,-9.9140625,-8.5078125,-7.93359375,-5.12890625
17,-4.72265625,-10.65625,-9.5625,-9.3984375,-9.8046875,-9.7578125
18,-3.8828125,-10.140625,-10.625,-10.59375,-10.71875,-11.1796875
19,-3.962890625,-10.9453125,-11.21875,-10.6015625,-10.09375,-9.8125
