,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-4.37890625,-9.0625,-9.9296875,-9.21875,-9.2109375,-9.234375
1,-5.2265625,-6.5390625,-9.109375,-8.890625,-10.8125,-10.4453125
2,-4.4296875,-6.3203125,-9.234375,-9.9609375,-8.9765625,-9.6015625
3,-2.865234375,-9.4609375,-10.3046875,-8.234375,-9.6484375,-8.8828125
4,-3.447265625,-7.11328125,-11.1015625,-11.328125,-10.3203125,-11.234375
5,-3.703125,-6.2421875,-9.328125,-9.90625,-9.53125,-10.546875
6,-3.72265625,-4.48046875,-5.86328125,-5.91015625,-6.5859375,-8.5703125
7,-3.501953125,-10.5,-10.953125,-9.765625,-8.203125,-8.5703125
8,-3.623046875,-9.84375,-10.1328125,-9.7890625,-9.6875,-10.4296875
9,-4.75,-2.986328125,-9.8203125,-9.4609375,-9.703125,-9.578125
10,-4.44140625,-9.0234375,-9.2421875,-9.4609375,-9.7421875,-10.2421875
11,-3.595703125,-4.0234375,-10.2578125,-10.7734375,-8.96875,-9.9296875
12,-4.625,-9.3671875,-10.2265625,-8.96875,-9.1875,-9.953125
13,-3.814453125,-8.0625,-9.171875,-7.87890625,-9.5234375,-9.3359375
14,-3.13671875,-8.8203125,-9.046875,-9.9296875,-9.125,-9.3671875
15,-3.451171875,-8.9453125,-10.1484375,-9.0703125,-9.328125,-9.84375
16,-3.5546875,-9.7265625,-9.46875,-7.671875,-5.22265625,-5.12890625
17,-4.1171875,-9.8515625,-9.8359375,-8.6875,-9.0390625,-9.7578125
18,-3.3828125,-9.59375,-10.5390625,-10.1640625,-10.53125,-11.1796875
19,-3.142578125,-11.09375,-11.015625,-10.3125,-8.9921875,-9.8125
