,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
1,-4.58675479888916,-9.739049911499023,-10.459506034851074,-10.624312400817873,-10.339665412902832,-10.022734642028809
3,-3.7357025146484375,-4.995291233062744,-8.919111251831055,-10.260684967041016,-9.092604637145996,-8.158418655395508
8,-3.405881404876709,-6.579599380493164,-9.326355934143066,-9.87383270263672,-9.456206321716309,-9.816535949707031
2,-3.5207767486572266,-5.572065830230713,-10.56277847290039,-9.44482707977295,-10.21095085144043,-9.82261085510254
14,-4.621893882751465,-6.337941646575928,-9.247187614440918,-10.208219528198242,-10.13890552520752,-9.757267951965332
12,-5.4962263107299805,-10.003739356994627,-9.906268119812012,-9.594131469726562,-9.591894149780272,-9.746167182922363
21,-3.8069584369659424,-9.99803066253662,-10.42125415802002,-10.257230758666992,-9.61968994140625,-9.172268867492676
23,-5.074284553527832,-6.351433277130127,-10.332646369934082,-9.9589204788208,-10.028611183166504,-10.029644966125488
9,-4.5560302734375,-11.279927253723145,-10.105237007141112,-9.94328498840332,-10.296664237976074,-9.514518737792969
11,-5.393840789794922,-10.585445404052734,-9.858534812927246,-9.764604568481444,-9.301515579223633,-10.03599452972412
10,-3.387301206588745,-10.223856925964355,-10.502873420715332,-9.847481727600098,-9.687518119812012,-10.181013107299805
0,-4.062338352203369,-10.374634742736816,-10.324336051940918,-10.701910018920898,-10.301429748535156,-10.858941078186035
17,-4.191498756408691,-11.050992965698242,-11.108213424682615,-10.771319389343262,-11.041974067687988,-10.89159870147705
18,-4.635826110839844,-10.161781311035156,-10.030293464660645,-10.056536674499512,-9.609919548034668,-9.483162879943848
19,-3.832100629806519,-9.96146011352539,-10.042881965637209,-9.748918533325195,-9.53334903717041,-9.48772430419922
16,-3.663128137588501,-10.171833038330078,-11.134864807128906,-9.94158935546875,-10.183292388916016,-8.344756126403809
4,-3.600120306015014,-4.170405864715576,-7.483747482299805,-9.637592315673828,-9.907622337341309,-9.449376106262209
20,-3.57217025756836,-10.370373725891112,-10.95607852935791,-10.10911464691162,-10.893729209899902,-10.953415870666504
5,-4.077951908111572,-7.835391998291016,-10.081443786621094,-9.497662544250488,-9.689702987670898,-9.667680740356444
13,-4.647305965423584,-9.027802467346191,-10.227499961853027,-9.59751033782959,-9.76205348968506,-9.28093147277832
6,-5.617600440979004,-7.6013569831848145,-9.433873176574709,-10.454178810119627,-10.414730072021484,-9.786890029907227
