,agent0_koala,agent1_koala,agent2_koala,agent3_koala,agent4_koala,agent5_koala
0,-6.548738956451416,-7.091307640075684,-9.524048805236816,-10.609723091125488,-10.978482246398926,-11.329216003417969
1,-6.899208068847656,-6.029377460479736,-11.037014961242676,-11.189618110656738,-10.822393417358398,-12.062832832336426
2,-6.570435047149658,-6.6911396980285645,-6.744765281677246,-9.535127639770508,-10.080562591552734,-10.496611595153809
4,-6.474409103393555,-8.516587257385254,-11.281720161437988,-9.992588996887209,-10.213492393493652,-10.228503227233888
3,-7.466992855072021,-10.681182861328123,-10.54160213470459,-10.562862396240234,-9.476606369018556,-10.65330982208252
5,-7.451995849609375,-7.481929302215576,-11.27493381500244,-11.05063533782959,-10.302495002746582,-11.484922409057615
7,-6.764449119567871,-7.642966270446777,-10.540504455566406,-11.016717910766602,-9.128512382507324,-10.549772262573242
6,-6.213362693786621,-6.588113307952881,-10.602168083190918,-9.546419143676758,-10.255535125732422,-11.261401176452637
15,-7.770482063293457,-8.376214027404785,-9.142934799194336,-9.384026527404783,-8.982101440429688,-10.85655403137207
14,-7.663710594177246,-7.620914936065674,-9.388126373291016,-11.227215766906738,-9.25045108795166,-11.25270175933838
8,-6.471813201904297,-9.374605178833008,-11.096443176269531,-10.89546012878418,-9.00811767578125,-10.302186012268066
9,-6.8990654945373535,-7.960681438446045,-10.940970420837402,-11.73802375793457,-10.32245635986328,-11.14832592010498
10,-5.895209312438965,-6.944291114807129,-6.503531455993652,-10.80091953277588,-9.416561126708984,-11.348709106445312
12,-7.374806880950928,-6.366376876831055,-5.871201038360596,-8.847613334655762,-8.912712097167969,-9.386540412902832
11,-7.224407196044922,-7.457640171051025,-11.747726440429688,-10.875737190246582,-11.10195541381836,-10.620112419128418
13,-8.047194480895996,-8.22430419921875,-11.38303279876709,-9.663005828857422,-10.911054611206056,-10.37152862548828
16,-7.375424861907959,-6.741379261016846,-8.568000793457031,-10.143823623657228,-10.963321685791016,-11.58824062347412
17,-7.547040939331055,-9.181660652160645,-8.034385681152344,-10.826132774353027,-11.225615501403809,-10.97290325164795
18,-7.903633117675781,-7.347431182861328,-11.97183322906494,-11.482257843017578,-11.326253890991213,-10.731199264526367
19,-7.445860385894775,-8.96570873260498,-8.167954444885254,-9.811590194702148,-11.324953079223633,-11.644195556640625
