,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,0.375,0.0,0.0052083333333333,0.0,0.0052083333333333,0.0729166666666666
1,0.3645833333333333,0.1875,0.0364583333333333,0.0,0.0,0.0
2,0.2291666666666666,0.1614583333333333,0.21875,0.0416666666666666,0.0364583333333333,0.0
3,0.359375,0.3020833333333333,0.1302083333333333,0.0,0.0,0.0
4,0.3802083333333333,0.078125,0.171875,0.1875,0.0052083333333333,0.2135416666666666
5,0.1979166666666666,0.1197916666666666,0.0,0.0,0.0,0.0
6,0.46875,0.0364583333333333,0.0364583333333333,0.0,0.0,0.0
7,0.2395833333333333,0.1510416666666666,0.0,0.0,0.0416666666666666,0.0
8,0.2708333333333333,0.28125,0.0260416666666666,0.0,0.0,0.0
9,0.4583333333333333,0.0052083333333333,0.0,0.0,0.0,0.0
10,0.3541666666666667,0.2552083333333333,0.0,0.0,0.0,0.0
11,0.078125,0.0,0.0052083333333333,0.0052083333333333,0.0,0.0
12,0.25,0.3020833333333333,0.0,0.0,0.0,0.0
13,0.1666666666666666,0.0104166666666666,0.0364583333333333,0.140625,0.0364583333333333,0.0
14,0.2760416666666667,0.09375,0.0,0.0,0.0052083333333333,0.0729166666666666
15,0.3645833333333333,0.0,0.0,0.0,0.0,0.0
16,0.171875,0.1614583333333333,0.28125,0.1458333333333333,0.0833333333333333,0.0
17,0.3697916666666667,0.0364583333333333,0.0,0.0,0.0364583333333333,0.0364583333333333
18,0.3489583333333333,0.0,0.0,0.0,0.0,0.0
19,0.0052083333333333,0.1927083333333333,0.0,0.0,0.0,0.005208333333333333
