,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
0,-7.111827373504639,-8.48967170715332,-9.31793212890625,-9.207741737365724,-9.096120834350586,-9.154958724975586
1,-7.674539089202881,-6.767925262451172,-8.288023948669434,-7.929676055908203,-7.672451972961426,-7.6464033126831055
2,-8.121849060058594,-8.830548286437988,-8.556413650512695,-6.779810428619385,-7.197845458984375,-6.7197089195251465
4,-7.185632705688477,-8.518533706665039,-8.80842113494873,-8.338523864746094,-8.448601722717285,-8.79056167602539
3,-7.582624435424805,-8.244314193725586,-7.680581569671631,-6.854145526885986,-7.178808212280273,-8.086790084838867
5,-8.786505699157715,-7.273229598999023,-6.159940719604492,-7.865911960601807,-9.023842811584473,-8.864395141601562
7,-7.527572154998779,-5.777602672576904,-8.356425285339355,-8.394180297851562,-8.049836158752441,-8.068012237548828
6,-7.477017402648926,-6.357746124267578,-6.329231262207031,-8.149341583251953,-8.234620094299316,-8.085681915283203
8,-7.048027992248535,-7.193109512329102,-8.642509460449219,-5.901848316192627,-6.252885818481445,-6.014398574829102
15,-7.991622447967529,-6.940281391143799,-9.151226043701172,-9.03429126739502,-8.521829605102539,-8.4576997756958
9,-7.983638763427734,-9.545849800109863,-8.439628601074219,-8.52348518371582,-8.043479919433594,-7.158214569091797
14,-7.224836826324463,-7.281072616577148,-6.352279186248779,-8.157669067382812,-8.265610694885254,-8.821850776672363
10,-8.643280029296875,-8.452601432800293,-9.02333164215088,-9.16917896270752,-8.724777221679688,-8.417509078979492
12,-7.137420654296875,-8.124852180480957,-7.673346996307373,-7.586770534515381,-7.741744041442871,-8.080991744995117
11,-7.161705493927002,-6.740566253662109,-7.996589183807373,-8.092809677124023,-8.458512306213379,-8.043644905090332
13,-7.524669647216797,-7.321259021759033,-8.784878730773926,-8.563287734985352,-9.045016288757324,-9.011569023132324
16,-7.440993309020996,-7.38773775100708,-8.293886184692383,-8.429086685180664,-7.37490701675415,-6.672402381896973
17,-8.012694358825684,-8.225715637207031,-8.204814910888672,-8.772418975830078,-8.90699291229248,-8.91383171081543
18,-8.52662467956543,-8.710616111755371,-8.916062355041504,-8.849690437316895,-8.584539413452148,-8.58528995513916
19,-8.012665748596191,-8.370633125305176,-7.846014976501465,-8.064125061035156,-8.161171913146973,-8.353639602661133
