,agent0_orangutan,agent1_orangutan,agent2_orangutan,agent3_orangutan,agent4_orangutan,agent5_orangutan
1,-7.578816890716553,-6.948766708374023,-7.992518901824951,-8.050297737121582,-8.017531394958496,-7.6464033126831055
3,-7.996176719665527,-8.009955406188965,-8.045271873474121,-7.902145862579346,-7.949514389038086,-8.086790084838867
8,-7.828553676605225,-7.672408580780029,-7.877951145172119,-6.441438674926758,-6.283627033233643,-6.014398574829102
2,-8.350227355957031,-8.977198600769043,-8.260361671447754,-7.386085987091064,-8.021178245544434,-6.7197089195251465
14,-7.471524715423584,-7.679949283599853,-6.70282793045044,-8.338644981384277,-8.169885635375977,-8.821850776672363
12,-7.171580791473389,-8.280069351196289,-7.454911708831787,-8.033429145812988,-7.286446571350098,-8.080991744995117
21,-7.848215579986572,-6.246572017669678,-7.963816165924072,-8.276077270507812,-8.380846977233887,-8.477705955505371
23,-7.562111854553223,-9.112914085388184,-8.754671096801758,-8.654533386230469,-8.502177238464355,-8.245067596435547
9,-8.317155838012695,-10.19214916229248,-8.48386287689209,-8.361974716186523,-8.04439640045166,-7.158214569091797
0,-7.487794876098633,-9.375353813171388,-9.389455795288086,-9.749680519104004,-8.936525344848633,-9.154958724975586
10,-8.827485084533691,-8.798151016235352,-9.083032608032228,-9.144335746765137,-8.850300788879395,-8.417509078979492
17,-8.358037948608398,-8.166439056396484,-8.500067710876465,-8.986920356750488,-9.173894882202148,-8.91383171081543
11,-7.37803316116333,-6.79495096206665,-8.251585006713867,-8.574854850769043,-8.490226745605469,-8.043644905090332
18,-8.627849578857422,-8.951297760009766,-8.69866943359375,-8.740652084350586,-8.750409126281738,-8.58528995513916
19,-7.983217716217041,-8.597823143005371,-8.393704414367676,-8.242305755615234,-8.058094024658203,-8.353639602661133
16,-7.618827819824219,-8.431245803833008,-8.704056739807129,-8.27213191986084,-6.819458484649658,-6.672402381896973
4,-7.859031200408935,-9.029285430908203,-9.176929473876951,-9.082829475402832,-8.735725402832031,-8.79056167602539
20,-8.099952697753906,-6.784735679626465,-8.032492637634277,-7.680583477020264,-7.930327415466309,-8.298718452453613
5,-10.022661209106444,-7.399914741516113,-7.721475124359131,-8.240887641906738,-9.0537109375,-8.864395141601562
13,-8.07779598236084,-8.288334846496582,-9.039920806884766,-9.276382446289062,-8.848409652709961,-9.011569023132324
6,-7.711502075195312,-6.623756408691406,-6.803611755371094,-8.172496795654297,-7.881859302520752,-8.085681915283203
