,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant,agent0_110,agent1_110,agent2_110,agent3_110,agent4_110,agent5_110
0,-0.5236152410507202,-1.0421243906021118,-1.337955355644226,-3.228246688842773,-3.4498116970062256,-3.022544860839844,-0.1618030369281768,-0.0088384672999382,-0.0221113190054893,-5.407156944274902,-21.69349670410156,-16.837566375732422
2,-0.7585123181343079,-2.159144401550293,-1.3983418941497805,-2.633455514907837,-3.424654483795166,-3.184830665588379,-0.5002082586288452,-1.314038872718811,-0.1782006323337555,-1.2402299642562866,-16.789236068725586,-28.046031951904297
4,-0.6926451921463013,-1.4386948347091677,-2.637426376342773,-2.64829421043396,-2.3434979915618896,-2.857734203338623,-1.052746057510376,-0.0999316945672035,-5.6787285804748535,-13.22428035736084,-11.789692878723145,-18.180252075195312
6,-0.5156168341636658,-1.4365988969802856,-0.3139632940292358,-1.0111509561538696,-2.4987080097198486,-3.026228904724121,-2.2721824645996094,-1.9276831150054927,-0.5770280957221985,-1.532840132713318,-8.802130699157715,-15.345695495605469
5,-0.8530663251876831,-0.695343017578125,-0.7448278665542603,-0.7222901582717896,-3.269639730453491,-2.4479801654815674,-0.1887156665325164,-0.2571479678153991,-0.3013404309749603,-0.3954805433750152,-6.411112308502197,-8.455036163330078
1,-0.6905258297920227,-0.1713010966777801,-0.9897199869155884,-3.1227548122406006,-2.738676786422729,-2.4131007194519043,-0.1259724199771881,-0.1318615525960922,-1.0835902690887451,-10.114715576171877,-4.310780048370361,-13.827571868896484
3,-0.4574217796325683,-1.0045596361160278,-2.301269054412842,-2.4923908710479736,-1.9217911958694456,-2.277027130126953,-0.0099430037662386,-0.8494895100593567,-0.8895970582962036,-9.429932594299316,-12.748820304870604,-17.781387329101562
7,-0.7986741065979004,-0.8146665096282959,-1.3958996534347534,-2.472743511199951,-2.8149218559265137,-2.941002368927002,-0.682209849357605,-0.1573641002178192,-0.2830719351768493,-7.842745780944824,-8.13838005065918,-10.73385524749756
8,-0.6122183799743652,-1.1736160516738892,-2.066314220428467,-1.992960453033448,-1.7103090286254885,-1.843688726425171,-1.211832046508789,-0.2846996188163757,-0.1006394699215889,-21.673995971679688,-19.183788299560547,-18.642173767089844
10,-0.9482827186584472,-0.6913517713546753,-1.419580340385437,-2.291813850402832,-2.1653101444244385,-2.219010829925537,-0.9522189497947692,-0.1195551082491874,-0.6979585886001587,-29.352174758911133,-33.06320571899414,-34.19883728027344
12,-0.9433265328407288,-1.079308032989502,-0.7058435678482056,-3.1414237022399902,-2.934936285018921,-2.842213630676269,-0.9778931140899658,-0.2852218449115753,-0.1518103182315826,-5.478545665740967,-13.459024429321287,-12.194765090942385
14,-0.8423572182655334,-0.981991410255432,-0.7160129547119141,-0.4985430836677551,-0.3983170986175537,-2.022603273391724,-1.115375280380249,-2.328462839126587,-0.117214597761631,-0.0075612622313201,-0.1138849258422851,-21.80289649963379
13,-0.9572722315788268,-1.1452999114990234,-0.4911771416664123,-2.592612028121948,-2.4647209644317627,-2.6628177165985107,-0.3847550451755523,-1.4103360176086426,-2.9477524757385254,-10.418810844421388,-9.586819648742676,-14.581344604492188
11,-1.4357967376708984,-1.1812710762023926,-2.678424835205078,-2.1484198570251465,-1.64930260181427,-2.449349403381348,-1.334505319595337,-0.4522310197353363,-2.749347925186157,-2.243316650390625,-4.7665114402771,-10.413748741149902
18,-1.0560545921325684,-1.2128472328186035,-0.6991918683052063,-1.7506704330444336,-2.143976211547852,-2.4315693378448486,-1.0167821645736694,-0.479498952627182,-0.0537138059735298,-5.717145919799805,-31.52416229248047,-30.91053771972656
15,-0.3504129350185394,-0.6750408411026001,-3.826167106628418,-3.262306928634644,-3.0582990646362305,-2.568190097808838,-0.0125970393419265,-0.9190434813499452,-14.056233406066896,-10.308867454528809,-12.18568229675293,-12.855792045593262
9,-0.9336569905281068,-1.0034855604171753,-3.055150032043457,-2.6663644313812256,-2.812487363815308,-2.9879162311553955,-0.7739074230194092,-0.4584790468215942,-2.5477681159973145,-19.7562255859375,-16.12804412841797,-23.906551361083984
16,-1.0055789947509766,-0.3557746708393097,-0.7215580940246582,-2.1310458183288574,-2.271200895309448,-2.498831272125244,-0.5400991439819336,-0.0377142988145351,-0.2059965133666992,-2.3211112022399902,-36.1191635131836,-39.12886428833008
19,-1.064200520515442,-2.1014885902404785,-2.2417688369750977,-1.4969319105148315,-1.8026158809661863,-1.6995151042938232,-0.8934859037399292,-2.5629196166992188,-6.179413318634033,-32.25189971923828,-33.63606643676758,-34.94408416748047
17,-0.6388349533081055,-0.9686715602874756,-0.7346099019050598,-2.977992534637451,-2.6221485137939453,-2.456727981567383,-0.1796200424432754,-0.1631839871406555,-0.1574596017599105,-10.647085189819336,-38.31034851074219,-37.299503326416016
