,agent0_kangaroo,agent1_kangaroo,agent2_kangaroo,agent3_kangaroo,agent4_kangaroo,agent5_kangaroo
0,-8.3671875,-17.65625,-18.65625,-20.203125,-19.65625,-21.328125
1,-8.4296875,-19.203125,-19.53125,-18.640625,-17.1875,-19.453125
2,-7.6875,-17.75,-18.53125,-17.90625,-18.734375,-18.046875
3,-7.78515625,-18.296875,-16.125,-19.5625,-16.3125,-18.546875
4,-9.1015625,-18.1875,-17.296875,-17.078125,-15.359375,-14.6796875
5,-8.171875,-18.078125,-17.15625,-18.71875,-20.671875,-20.296875
6,-8.2578125,-18.46875,-19.109375,-19.78125,-20.375,-21.0
7,-8.234375,-17.625,-21.4375,-20.078125,-19.078125,-20.4375
8,-9.2109375,-18.484375,-17.859375,-19.734375,-19.34375,-19.703125
9,-8.1796875,-19.765625,-21.46875,-22.640625,-22.453125,-19.71875
10,-9.1953125,-18.5,-18.140625,-16.171875,-17.21875,-19.03125
11,-7.67578125,-18.390625,-17.375,-16.65625,-16.65625,-18.5
12,-8.2265625,-18.28125,-18.765625,-19.71875,-17.140625,-18.765625
13,-8.1015625,-19.734375,-19.765625,-20.890625,-19.453125,-18.34375
14,-8.4375,-18.71875,-19.890625,-19.109375,-18.625,-18.5625
15,-9.2890625,-17.109375,-18.03125,-18.625,-18.40625,-19.875
16,-8.390625,-19.09375,-18.546875,-21.3125,-23.359375,-23.5
17,-7.9375,-18.203125,-15.2890625,-16.421875,-15.796875,-18.71875
18,-7.44140625,-17.625,-18.5,-18.453125,-21.375,-18.53125
19,-7.94140625,-17.25,-18.296875,-18.734375,-17.453125,-16.34375
