,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.914679288864136,-3.328147649765014,-3.97930645942688,-3.448724269866944,-2.944061517715454,-3.827137470245361
1,-1.3274767398834229,-1.8384664058685305,-3.7724335193634033,-3.393155336380005,-3.4007184505462646,-3.808197021484375
2,-2.2821261882781982,-0.7932125926017761,-0.7897986769676208,-3.7553327083587646,-3.376558542251587,-2.786046028137207
4,-1.270132541656494,-2.346884489059448,-2.2201499938964844,-3.0760538578033447,-3.009495496749878,-2.377556800842285
3,-1.6198574304580688,-1.3788416385650637,-4.448486804962158,-3.1232120990753174,-2.9111807346343994,-3.691261768341065
5,-3.765100717544556,-4.068851470947266,-1.86287522315979,-3.737629413604736,-4.200381278991699,-4.063721656799316
7,-2.254992246627808,-4.000870704650879,-2.661605834960937,-3.007845878601074,-3.554020404815674,-3.636113405227661
6,-1.8893574476242063,-1.900133848190308,-4.5605292320251465,-3.530524492263794,-3.295043706893921,-4.752963542938232
8,-1.7722105979919434,-1.1122099161148071,-4.276683807373047,-3.41324234008789,-2.9985992908477783,-4.100001811981201
15,-2.2599799633026123,-3.145360231399536,-3.768824338912964,-3.1873273849487305,-3.155651807785034,-3.6713054180145264
9,-2.0452194213867188,-3.7754838466644287,-3.215370416641236,-4.156946182250977,-2.9678053855896,-3.27235746383667
14,-1.6343202590942385,-1.6767524480819702,-3.160117149353028,-3.475770950317383,-3.292245864868164,-3.3365702629089355
10,-1.8589411973953247,-3.0941174030303955,-3.8706350326538086,-3.891200542449951,-3.58182692527771,-4.406322002410889
12,-1.526331067085266,-0.6918016672134399,-1.6478996276855469,-3.199314594268799,-3.4363670349121094,-3.259054183959961
11,-1.4514185190200806,-1.8143398761749268,-1.0151464939117432,-1.249792218208313,-1.5347051620483398,-3.3222975730896
13,-2.157118558883667,-1.1226403713226318,-2.0715856552124023,-4.742018222808838,-2.106016159057617,-2.7155191898345947
16,-1.860274076461792,-1.3685355186462402,-1.9245738983154297,-1.6344186067581177,-1.446664810180664,-2.1452395915985107
17,-2.619956970214844,-3.199683904647827,-3.318955898284912,-3.87670636177063,-3.820793390274048,-3.8139967918396
18,-2.2160303592681885,-2.0703768730163574,-4.190061569213867,-5.052166938781738,-4.36274528503418,-3.769896984100342
19,-1.9466698169708248,-1.513127684593201,-2.317896604537964,-2.776869535446167,-3.1706674098968506,-3.376887321472168
