,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
1,-2.140099287033081,-2.1973578929901123,-4.261463165283203,-3.809712648391724,-3.543440103530884,-3.808197021484375
3,-2.344583511352539,-1.875535488128662,-4.284721851348877,-2.885365724563598,-2.720850706100464,-3.691261768341065
8,-2.605142116546631,-1.95550274848938,-4.308015823364258,-3.743068218231201,-3.400277853012085,-4.100001811981201
2,-3.743417501449585,-0.94016432762146,-1.0932366847991943,-4.220144271850586,-3.2266845703125,-2.786046028137207
14,-2.3728013038635254,-1.735203981399536,-3.637953758239746,-3.5499026775360107,-3.5327961444854736,-3.3365702629089355
12,-2.4805779457092285,-1.199865698814392,-1.815779209136963,-3.274234771728516,-3.319208860397339,-3.259054183959961
21,-3.504718065261841,-4.114777088165283,-4.184310436248779,-3.931532144546509,-3.473389148712158,-4.139017105102539
23,-3.4091334342956543,-3.899723768234253,-4.163566589355469,-4.335358619689941,-3.827259540557861,-4.675321102142334
9,-2.328731298446656,-3.840760946273804,-3.4789035320281982,-3.743199348449707,-3.079303503036499,-3.27235746383667
11,-2.1758735179901123,-3.554597854614258,-1.834766149520874,-1.5732616186141968,-2.523834705352783,-3.3222975730896
10,-2.7281830310821533,-3.04769229888916,-4.084877967834473,-3.665261745452881,-3.692915678024292,-4.406322002410889
20,-3.1807422637939453,-4.314088821411133,-3.925094604492188,-5.386719703674316,-3.4357903003692627,-3.681754112243652
0,-4.228024482727051,-2.920335292816162,-3.88949990272522,-3.453211545944214,-2.799095869064331,-3.827137470245361
5,-4.891071319580078,-4.654882431030273,-2.662644147872925,-4.178704738616943,-4.469493865966797,-4.063721656799316
6,-3.717167854309082,-2.581777334213257,-4.976243495941162,-4.039877891540527,-3.777263164520264,-4.752963542938232
17,-3.645134925842285,-3.7338790893554688,-3.487425804138184,-3.5155398845672607,-3.440129518508911,-3.8139967918396
18,-3.1376848220825195,-3.637996673583984,-4.53768253326416,-4.902134895324707,-4.215880870819092,-3.769896984100342
19,-2.841623306274414,-2.918658494949341,-2.7252120971679688,-3.0462021827697754,-3.204495668411255,-3.376887321472168
16,-2.4341931343078613,-1.565343737602234,-2.0425875186920166,-1.6046559810638428,-1.2352986335754397,-2.1452395915985107
4,-1.680152416229248,-2.996411085128784,-1.9389665126800537,-3.0555665493011475,-2.830831527709961,-2.377556800842285
13,-2.178850173950196,-1.4450440406799316,-2.338150978088379,-4.908929824829102,-2.324631452560425,-2.7155191898345947
7,-2.751953125,-3.3515625,-3.267578125,-2.958984375,-3.548828125,-3.638671875
15,-3.37890625,-4.73046875,-3.666015625,-3.2421875,-3.4296875,-3.662109375
