,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-8.3125,-14.3125,-13.1796875,-14.8203125,-14.1875,-15.3125
1,-6.671875,-13.8359375,-14.421875,-14.3984375,-13.9375,-16.484375
2,-7.328125,-13.2109375,-12.7890625,-14.6484375,-14.0,-13.140625
3,-6.61328125,-14.875,-14.0234375,-13.671875,-12.9921875,-15.484375
4,-7.5,-15.9921875,-16.859375,-15.96875,-14.3203125,-16.234375
5,-7.62109375,-15.953125,-14.625,-16.28125,-17.71875,-17.96875
6,-7.1875,-14.1640625,-13.5,-12.09375,-11.0078125,-13.984375
7,-6.828125,-16.3125,-13.015625,-15.1015625,-15.125,-16.171875
8,-7.21875,-13.453125,-14.40625,-14.1484375,-12.8828125,-14.3203125
9,-7.3203125,-13.4921875,-13.4453125,-12.5390625,-12.515625,-14.984375
10,-6.6875,-13.796875,-14.2578125,-14.7265625,-13.578125,-15.125
11,-7.27734375,-13.421875,-12.8984375,-12.203125,-12.1171875,-15.3828125
12,-9.515625,-13.296875,-12.75,-12.078125,-12.3125,-14.421875
13,-6.4765625,-14.5234375,-14.546875,-15.7421875,-16.109375,-17.125
14,-6.9453125,-14.6484375,-13.5234375,-13.5234375,-13.40625,-16.296875
15,-7.01171875,-12.953125,-12.3046875,-11.5546875,-11.734375,-15.5859375
16,-7.23828125,-15.328125,-14.59375,-14.4921875,-15.71875,-14.9609375
17,-6.89453125,-13.3125,-14.0625,-14.09375,-14.09375,-16.78125
18,-8.1875,-13.875,-13.8203125,-13.8125,-12.9765625,-15.6875
19,-8.125,-13.140625,-13.2890625,-12.8984375,-12.0078125,-14.84375
