,agent0_lion,agent1_lion,agent2_lion,agent3_lion,agent4_lion,agent5_lion
0,-9.9140625,-16.0,-14.6484375,-15.28125,-14.84375,-15.3125
1,-6.8984375,-15.2265625,-14.328125,-15.1953125,-15.1796875,-16.484375
2,-13.3515625,-14.734375,-14.2265625,-16.234375,-14.8046875,-13.140625
3,-8.046875,-15.6796875,-13.921875,-14.1875,-14.0859375,-15.484375
4,-10.0546875,-17.671875,-16.734375,-17.3125,-15.359375,-16.234375
5,-9.609375,-16.859375,-17.9375,-16.40625,-17.890625,-17.96875
6,-6.4453125,-14.796875,-13.3125,-12.8125,-13.5,-13.984375
7,-8.25,-17.234375,-15.7265625,-15.3125,-15.8515625,-16.171875
8,-10.9375,-15.765625,-14.5234375,-14.9140625,-15.34375,-14.3203125
9,-6.31640625,-15.3359375,-13.3203125,-13.15625,-14.0625,-14.984375
10,-11.296875,-14.9296875,-14.2578125,-15.3125,-14.7578125,-15.125
11,-16.109375,-13.53125,-14.390625,-13.96875,-14.59375,-15.3828125
12,-11.8515625,-13.7890625,-12.8671875,-13.75,-14.015625,-14.421875
13,-6.7734375,-16.828125,-15.84375,-16.359375,-15.9375,-17.125
14,-7.59375,-15.6796875,-14.859375,-14.09375,-14.8671875,-16.296875
15,-9.03125,-15.5625,-12.5625,-14.40625,-14.1875,-15.5859375
16,-7.4765625,-15.4375,-15.7265625,-15.921875,-16.65625,-14.9609375
17,-6.88671875,-15.359375,-14.4375,-14.359375,-15.1796875,-16.78125
18,-7.296875,-15.09375,-13.765625,-14.3984375,-13.7578125,-15.6875
19,-11.375,-13.3828125,-15.1171875,-13.375,-13.7421875,-14.84375
