,agent0_elephant,agent1_elephant,agent2_elephant,agent3_elephant,agent4_elephant,agent5_elephant
0,-3.330078125,-5.15234375,-7.41796875,-6.375,-6.13671875,-7.10546875
1,-4.26953125,-7.7421875,-6.69921875,-7.04296875,-5.87890625,-5.7421875
2,-2.900390625,-7.390625,-6.55078125,-6.31640625,-6.52734375,-6.05859375
3,-2.658203125,-5.0234375,-5.38671875,-5.59375,-5.51953125,-6.21484375
4,-2.380859375,-7.30078125,-6.44921875,-6.08984375,-5.76171875,-7.6640625
5,-2.3359375,-6.81640625,-6.64453125,-6.45703125,-5.98046875,-6.4609375
6,-3.0390625,-3.0703125,-7.7265625,-6.84765625,-6.6328125,-6.578125
7,-4.1328125,-6.3984375,-5.921875,-5.921875,-6.99609375,-7.0078125
8,-3.173828125,-3.779296875,-7.07421875,-6.83984375,-6.796875,-6.265625
9,-2.712890625,-6.00390625,-6.16796875,-6.5859375,-6.05859375,-5.80859375
10,-3.7734375,-3.0234375,-7.1484375,-6.0078125,-5.30078125,-6.0078125
11,-2.640625,-6.88671875,-6.44921875,-6.44921875,-6.44921875,-7.453125
12,-3.095703125,-8.5859375,-7.36328125,-6.66015625,-5.94921875,-7.88671875
13,-2.70703125,-4.4375,-6.62890625,-7.453125,-7.01171875,-6.3515625
14,-2.1796875,-4.31640625,-4.41796875,-6.79296875,-6.484375,-7.3359375
15,-2.642578125,-7.296875,-6.90234375,-6.54296875,-6.1640625,-6.7265625
16,-2.828125,-6.26953125,-6.0078125,-5.95703125,-6.4765625,-7.0390625
17,-3.943359375,-8.0,-6.12890625,-6.15625,-7.62109375,-7.328125
18,-3.15234375,-4.18359375,-4.42578125,-4.1640625,-6.25,-7.59375
19,-3.482421875,-6.4921875,-6.96875,-5.84375,-5.36328125,-5.40234375
