,agent0_giraffe,agent1_giraffe,agent2_giraffe,agent3_giraffe,agent4_giraffe,agent5_giraffe
0,-4.640625,-9.890625,-8.953125,-9.8046875,-9.9375,-8.96875
1,-4.4296875,-10.5234375,-9.3359375,-10.734375,-10.390625,-10.3984375
2,-4.22265625,-10.234375,-10.578125,-9.28125,-10.859375,-10.9609375
3,-2.884765625,-8.96875,-8.625,-8.625,-8.625,-10.6875
4,-6.76171875,-9.640625,-9.359375,-9.03125,-11.203125,-11.6484375
5,-4.87890625,-11.3359375,-10.78125,-10.3828125,-9.625,-9.96875
6,-4.4453125,-10.046875,-9.4140625,-11.0859375,-10.0625,-10.984375
7,-4.44140625,-8.5078125,-8.9765625,-9.890625,-7.93359375,-9.015625
8,-4.15625,-10.0546875,-10.296875,-10.296875,-9.7421875,-8.9296875
9,-4.421875,-9.28125,-9.203125,-10.9296875,-8.6875,-11.0625
10,-3.888671875,-10.9296875,-9.484375,-10.296875,-10.125,-11.359375
11,-4.05078125,-10.0078125,-9.625,-9.4375,-9.2578125,-9.8203125
12,-4.4921875,-9.421875,-8.71875,-8.59375,-10.875,-9.9921875
13,-4.15234375,-10.6875,-8.71875,-8.34375,-8.6328125,-10.0625
14,-4.9453125,-10.3828125,-9.5,-10.3125,-10.390625,-9.671875
15,-3.638671875,-9.5625,-8.9375,-7.42578125,-8.6328125,-10.578125
16,-3.96484375,-11.859375,-10.953125,-10.7421875,-10.5546875,-11.359375
17,-5.48046875,-8.84375,-9.1484375,-8.2890625,-8.46875,-9.9765625
18,-4.703125,-9.390625,-9.25,-9.6171875,-8.59375,-9.9453125
19,-5.41796875,-10.1171875,-8.171875,-7.78515625,-7.6796875,-9.7421875
