,agent0_panda,agent1_panda,agent2_panda,agent3_panda,agent4_panda,agent5_panda
0,-3.08984375,-7.03125,-7.359375,-7.94921875,-8.34375,-7.546875
1,-3.12890625,-7.55078125,-5.46484375,-5.6328125,-5.6328125,-8.40625
2,-2.85546875,-6.94921875,-6.5234375,-5.625,-5.625,-8.6484375
3,-2.904296875,-6.078125,-5.78515625,-6.6484375,-7.08203125,-8.859375
4,-3.1171875,-5.1875,-7.12109375,-7.33984375,-8.8203125,-9.6328125
5,-3.1171875,-7.921875,-7.34765625,-7.4765625,-7.91796875,-7.3671875
6,-3.724609375,-6.64453125,-6.3046875,-7.11328125,-6.83203125,-8.0
7,-2.228515625,-7.5,-7.60546875,-7.67578125,-6.96875,-9.15625
8,-2.98046875,-8.6484375,-7.97265625,-7.96484375,-7.41796875,-9.5234375
9,-3.873046875,-8.2265625,-8.8359375,-9.4375,-8.8046875,-10.25
10,-2.68359375,-6.546875,-6.3828125,-6.09765625,-6.09765625,-8.7734375
11,-2.828125,-7.92578125,-6.796875,-6.7890625,-6.8671875,-9.609375
12,-3.669921875,-7.5078125,-8.0546875,-8.9609375,-7.57421875,-8.25
13,-2.64453125,-7.3203125,-7.52734375,-6.71484375,-6.70703125,-9.3046875
14,-3.771484375,-7.87109375,-6.27734375,-6.484375,-7.3203125,-7.8515625
15,-3.10546875,-8.09375,-8.0390625,-8.234375,-8.7890625,-9.9375
16,-4.69140625,-8.71875,-7.1640625,-7.1640625,-10.3828125,-11.03125
17,-2.455078125,-6.36328125,-7.33203125,-6.30859375,-6.17578125,-6.87890625
18,-3.349609375,-5.44921875,-6.109375,-6.109375,-6.109375,-8.296875
19,-2.78125,-8.6953125,-9.3671875,-8.359375,-9.0703125,-9.6796875
