,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-2.494140625,-8.7421875,-3.396484375,-4.375,-3.791015625,-4.76953125
1,-1.625,-1.6171875,-1.94921875,-1.962890625,-2.248046875,-2.029296875
2,-2.3125,-2.7109375,-1.7236328125,-4.609375,-3.779296875,-3.0625
3,-1.7080078125,-3.880859375,-2.81640625,-4.53515625,-3.796875,-4.08203125
4,-1.9716796875,-3.767578125,-3.63671875,-4.421875,-4.48828125,-4.1171875
5,-2.3984375,-4.6171875,-4.5234375,-3.451171875,-3.908203125,-5.2109375
6,-2.12890625,-3.0859375,-3.943359375,-4.25390625,-3.73046875,-3.796875
7,-2.279296875,-3.767578125,-4.5,-4.19921875,-3.794921875,-4.73046875
8,-2.94140625,-5.96484375,-5.10546875,-4.6484375,-5.38671875,-4.76953125
9,-1.9580078125,-2.80859375,-3.14453125,-3.677734375,-2.7265625,-3.34375
10,-2.71875,-2.232421875,-2.24609375,-2.611328125,-3.146484375,-3.705078125
11,-1.962890625,-1.0556640625,-2.828125,-3.517578125,-3.296875,-3.0703125
12,-2.494140625,-1.8603515625,-2.216796875,-3.154296875,-2.458984375,-3.84765625
13,-1.9052734375,-4.02734375,-3.7734375,-4.4453125,-4.296875,-4.31640625
14,-2.615234375,-2.626953125,-4.01171875,-4.29296875,-3.294921875,-3.0
15,-2.201171875,-2.712890625,-3.03125,-1.9453125,-2.326171875,-4.88671875
16,-2.00390625,-4.02734375,-3.501953125,-3.0,-2.84375,-3.2265625
17,-2.166015625,-2.783203125,-2.48828125,-3.255859375,-3.587890625,-4.09765625
18,-2.0,-3.044921875,-3.826171875,-3.48828125,-3.822265625,-3.99609375
19,-1.796875,-2.42578125,-4.0390625,-3.19140625,-2.48828125,-4.265625
