,agent0_dolphin,agent1_dolphin,agent2_dolphin,agent3_dolphin,agent4_dolphin,agent5_dolphin
0,-3.537109375,-2.349609375,-4.1171875,-4.76953125,-3.970703125,-4.76953125
1,-2.033203125,-2.11328125,-2.265625,-2.154296875,-2.236328125,-2.029296875
2,-3.08984375,-2.716796875,-2.2265625,-4.59765625,-4.09375,-3.0625
3,-2.0859375,-4.2421875,-3.58984375,-4.52734375,-4.140625,-4.08203125
4,-2.98828125,-4.9375,-3.4765625,-4.80078125,-4.52734375,-4.1171875
5,-3.033203125,-5.30078125,-4.9609375,-4.34765625,-4.6484375,-5.2109375
6,-2.720703125,-3.765625,-4.00390625,-4.3515625,-3.830078125,-3.796875
7,-2.58984375,-4.6796875,-4.95703125,-5.3984375,-4.09375,-4.73046875
8,-4.35546875,-6.171875,-6.0078125,-5.66015625,-5.625,-4.76953125
9,-2.615234375,-3.166015625,-3.09375,-4.2109375,-3.138671875,-3.34375
10,-3.41015625,-2.52734375,-2.224609375,-2.650390625,-3.30859375,-3.705078125
11,-2.583984375,-1.416015625,-2.84765625,-3.41015625,-3.189453125,-3.0703125
12,-4.90625,-3.568359375,-3.435546875,-3.822265625,-2.505859375,-3.84765625
13,-2.87109375,-4.53125,-4.80859375,-4.86328125,-4.6796875,-4.31640625
14,-3.357421875,-3.4921875,-4.375,-3.97265625,-3.32421875,-3.0
15,-3.2109375,-3.52734375,-3.71484375,-3.109375,-3.6171875,-4.88671875
16,-2.8046875,-4.15234375,-3.255859375,-2.8984375,-2.58984375,-3.2265625
17,-3.296875,-4.0859375,-3.0078125,-4.0078125,-3.84765625,-4.09765625
18,-2.900390625,-3.51171875,-3.951171875,-3.98828125,-3.75,-3.99609375
19,-2.923828125,-3.044921875,-4.01953125,-3.529296875,-2.2265625,-4.265625
